,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X600809.SH,X000651.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600031.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X300124.SZ,X000338.SZ,X000063.SZ,X003816.SZ,X002241.SZ,X000596.SZ,X600703.SH,X000625.SZ,X000100.SZ,X300142.SZ,X000157.SZ,X002371.SZ,X002179.SZ,X002129.SZ,X002049.SZ,X000799.SZ,X600741.SH,X002007.SZ,X002236.SZ,X601877.SH,X300146.SZ,X600779.SH,X300003.SZ,X002414.SZ,X600584.SH,X600702.SH,X600183.SH,X601799.SH,X000800.SZ,X600460.SH,X002074.SZ,X600089.SH,X000066.SZ,X002508.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.119467402563278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416327158161376,0,0,0.149796427178134,0,0,-0.0664997255014624,0,0,0,-0.114948833898248,0,0,0,0,0,0
X000858.SZ,0,0,0,6.93889390390723e-18,0.354463452601514,0.141282680011736,0,0.0110986951098514,0,0,0,0,0,0.0849959383152409,0,0,0,0,0,0.0955061785657394,0,0,0,0,0,0.0209086250483234,0,0.0306197239842119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00377242631507572,0,0
X002415.SZ,0,0,0,0,0,0.0178826397001112,0,0,0.0366277180548917,0,0,0,0.0172177216773547,0,0,0.0215323172782034,0,0,0,0,0,0,0.162252869778274,0.0729447299424296,0,0,0,0,0,0,0.0530943304006482,0,0,0,0,0,0,0,0,0,0.0090153216928608,0,0.00913568122243141,0,0.091370806240907,0,0,0,0,0,0,0,-0.030441911290359,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.157847136361923,0,0,0,0,0,0,0,-0.0417216950471251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730358139709817,0,0,0,0,0,-0.159500818939599,-1.0842021724855e-19,0.056516628860359,0,0,0,0,0.0934711947836734,0,0,0,0,0,0,-0.112654758794332,0,0.134615219688573,0,0,0,0,0.0104672481956139,0,0
X000568.SZ,0,0.773831887678081,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452288491738123,0,0,0,0,0,0,-0.00552507913617677,0,0.0702105937081753,0,0,0,0,0,0,0,0.120875838487072,0,0,0,0,0,0,0,0,0,0.0378161628119773,0,0,0,0,0,0,0,0,0,-0.064394028850191,0,0,0,0.000970569501394702,0,0
X600809.SH,0,0,0.0277579111899948,0,0.134165500516912,0,0,0,0,0,0,0,0,0.0909703757146288,0,0.171678308329587,0,0,0,0,0,-0.0262727918834941,0,0,0,0,0,0,0,0.238479390496243,0.25761786248684,0,0,0,0,0.011409188169543,0,0,0,0,0.0152451384162569,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.0909620748877797,0,0,0,-0.0282373014283141,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0285137526900874,0.0267242156767556,0,0,0,0,0,0,0,0,0,0,0.0296217419062288,0,0,0.0383260133553276,0.208568552648462,0,0.0208254326924221,4.33680868994202e-19,0,0.0959651532984299,0,0,-2.16840434497101e-19,0,-0.0247695948343837,0,-8.67361737988404e-19,0.0103873727437242,0,0,0,0.0115527647089858,0,0,0,-0.0509665199145858,0,0,0,0.051204782235311,0,0,0,0,0,0,0,-0.0053633772694582,0,0
X002304.SZ,0,0,0,0.00675393363733358,0.206326765180462,0.182447119738713,0.0946165783046371,0,0,0.0967305596842311,0,0,0,0,0,0,0,0,0,0,0.0620833460733665,0,-0.0463888646814027,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0
X600690.SH,0,0,0.0867163391007989,0,0,0,0,0,0,0.0356743520230696,0,0,0.124180656375262,0.0208114934340035,0,0.0406694915981274,0,0,0,0,0,0,0,0,0,0,0.0510181141657601,0,0,0,0.0884891136227158,0,0,0,0.325087398039145,0,0,0,0,0,0.0151244571225715,0,0,0,0,0.00755817993117972,0.0312680764818589,0,0,0,0,0,-0.0520440331667043,0,0,0,0.032810710197698,0,0
X002475.SZ,0.0664257401105879,0,0,0,0,0,0.0555081004914069,0,0,0,0.0336694075875016,0,0,0,0.105547632302964,0.0659887791819502,0,0.046451342333908,0,0.202214222530591,0,0.13209295495535,0,0.120043027232982,-0.0550401924681752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118753747336863,0,0,0,-0.0293585940678987,0,0
