,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600066.SH,X600703.SH,X600741.SH,X600271.SH,X002241.SZ,X000100.SZ,X002236.SZ,X600031.SH,X002292.SZ,X600177.SH,X600118.SH,X002475.SZ,X000568.SZ,X000559.SZ,X002506.SZ,X600372.SH,X000157.SZ,X000338.SZ,X300003.SZ,X002074.SZ,X002456.SZ,X002085.SZ,X002007.SZ,X600867.SH,X002426.SZ,X300124.SZ,X600089.SH,X002294.SZ,X000869.SZ,X000050.SZ,X000981.SZ,X002508.SZ,X002180.SZ,X601877.SH,X002465.SZ,X600498.SH,X002179.SZ,X002008.SZ,X000547.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.008057822966089,0.0482732841565416,0,0,0,0,0,0,0,0,0,0,0,0,-0.0842445448724651,0,0,0,0,0,0,0,-0.0102735085038841,0,0,0,0.0433654788318162,0,0,0.208529287297027,0,0,0,0,0,0,0,0,0,0.0272911945093747,-0.0341893757674308,0,0,0,0,0,0,-0.0807488522320907,0.0640990231576992,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0966115183397157,0,0.0711620043968153,0,0.122820842510413,0,0,0.16844880968768,0,0,0,0,0,-0.0252600606499119,0.0188997183944467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0597982932907259,0,-0.0170244301105519,-0.0107617358363752,0.017179910119028,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176520693241635,0,0,0,0.0371439405352785,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0373092641637166,0.0519319789598044,0,0,0,0,0,0,0,0,0,0,0,0.0286519586647677,-0.0318234398779899,0,0,0.100647294472668,0.021480616684564,0,0,0,0.0379450663018699,-0.0302867572447788,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.000181236933055852,0,0,-0.000171737828603986,5.62343365314338e-05,0,0,0,0,0,0,0,-0.000416456748169415,0,0,0,0,0,-2.97808626748502e-07,-4.79284919971573e-05,0,0,0.000138794454311849,0,0,0,0,-5.66981357031959e-05,0,0.000307434944690884,0,-3.49169682466053e-05,0,0,0,0,0,0.000200966899732733,0,0,0,0,0,0,0,0,0,8.67034244996421e-06,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.127206782729604,0,0,0,0.0213330903329235,0,0,0,0,0.0162062417674528,0,0,0,0,0.0772619066452462,0,0,0,0,0.0109702310712336,0,0,0,0,0,0,0.0246269309971985,0,0,0,0,0,0,0,0.0825957473477004,0.114616272219779,0,0,0,0,0,0,0,0,0,0,0.0100090112417398,0,0,0,0,0,0,0
X002304.SZ,0.104473692282083,0,0,0,0.630934658810717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116552702001167,0,-0.0375975385380493,0.0682957815912948,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0397657498574125,0,0,-0.131436754132997,0,0,0,0,0.0573891890879652,0,0,0,-0.00514410694523215,0,0,0,0,0,0,0
X600276.SH,0,0.183658327618532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0890239825703265,0,0,0,0,0,-0.028372644241467,0,0,0,0,0.0681807979888138,0,-0.0564818533375981,0,0,0,0,0,0,0,-0.00903424636157586,0,0,-0.00371903978750748,0,0,0.157400161930945,0,0,0,0,-0.0469124680405283,-0.00364491869394245,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0815714429255265,0,0,-5.42101086242752e-20,0,0,0,0,0,0.168487652982989,0.108284404480205,0.0286873499560298,0,0.0587308021802407,0,0,0.107946910797076,0,0,0,0,0,0,0,0,0.0545471779895483,0,0,0,0,0,0,0,0,0.0307709993916184,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.232935199162127,0,0,0,0,0.105904928347139,0,0,0,0.249963649845166,0,0,0,0,0,0,0.0334945489893701,0,0.143966808478695,0.0379723218930469,0,0.00698603916191862,-0.077019374155808,0,0,0,0,0,0,0,0,0,-0.115794182482903,0,0,0,0.164552312533581,0,0,0,0.0796312193279833,0,-0.131820337874746,0,0,0,0,0.0958045305781804,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0640187566191461,0,0,0.194960949134083,0,0.0881186986539593,0,0,0,0,0,0,0,0.0360814403519307,0,0.242419150534977,0.0532503034852457,0.0137931606718162,0,0.0455555989574115,0,0,0,0,0,0,0,0,0.104997403339242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00684354643027984,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399913118949451,0.00588230245429984,0,0,0,0,-0.0651414418619338,0,0,0,0,0,0,0,0,0,0.0431725339007039,0,0,0,0.332930203926929,0,0.167061660743649,0.0536064509154475,0,0,0,-3.46944695195361e-18,0,0,0.0885549421168569,0,0,0,-0.014561726724613,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0562297207284463,0.0297379517812634,0,0,0,0.0923372427038486,0,0,0,0,0,0.0801351128762797,0,0,0.0539272289041309,0,0,0,0,0,0,0,0,-0.00604378199965891,-0.116701508314371,0,0,0.0150805628323082,0,0,0.179700316570787,0,-0.00011742919946611,-0.0517826845606502,0,0.101954251659854,0,0,0,0
X600703.SH,0,0,0,0,0.0310262831151899,0.0497005770301109,0,0,0,0,0,0,0,0,0,0,0,0.0391766259018788,0,0.0390504604495127,0,0,0,0,0,0,0,0,0,0,0,0.0909664393491806,0,0.0210196815818271,0,0,-1.38777878078145e-17,0,0,0,0.0631656650429763,0,0,0,0.0492894802757314,0,0,8.67361737988404e-19,0.0879686620291183,-1.73472347597681e-18,0,-0.0052737751222874,0,0,0,0,0,0,0
X600741.SH,0,0.03223829992381,0,0,0,0,0,0,0,0,0.0940343107012705,0,0,0,0.0344896872198769,0,0,0,0.0909629237571654,0,0,0.110711170730749,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0921050420504683,0,0,0,0,0,0,0.154960334348851,0.00730647364540438,0,0,0,0,0,0,0,0,0,0.000386996971750029,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.358152512738165,0,0,0,0.134715134397025,0,0,0,0,0,0,0,0,0,0,0,0.0823418792949778,0,0,0,0.154195828693991,0,0,0,0,0.108883133233348,0.239564071942257,0,0,0,0,0,0,-0.0323169161939476,0,0,-0.0150584187187616,0.179389304847446,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220328369956393,0,0,0,0,0,0.187434319237189,0,0,0,0.0598922164577565,0.108476270687134,0,0,0.1051423704895,0,0.0784387116686147,0.135946208350084,0,0,0,0.139244196358763,0,0,0,0.00734972356887272,0,0,0,0,0.146001724473144,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00969875353569981,0.0323867139508403,0,0.0516663103066817,0.101436722482493,0,0,0,0,0,0.215173539782118,0,0.0474802630310508,0,0,0.0123480112517383,0,0,0,0,0,0,0,0,0,0.096478452281074,0.0231036861089704,0,0,0,0.00642371964652756,-0.0129718078071517,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139273327736549,0,0,0,0,0,0,0,0.063732971125885,0.0364742241096458,0.0794781609233266,0,0,0,0.0783516569306309,0,0.210526479766455,0,0,0,0.259049120386753,0,0,0,0,0,0,0,0,0,0.0468283195152434,0,0,0.0811612610860258,0,0,0,-0.0126095595188696,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0732575047472428,0,0,0,0,0.256510018194338,0,0,0,0,0,0.0389655085729442,0,0,0,0,0,0.0558515074805356,0.453873075284791,0.205222881914724,0,0,0,0,0,0,0.0225807336710398,0,0,0.124896090765185,0,0,0.0800255093800048,0,0,0,0,0,0,0,0,0,0.0252017449391662,-0.0169553947855094,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0.12575542771591,0,0,0,0,0,0,0,0.186299084595421,0,0.104057842857708,0,0,0,0,0,0,0,0.00592440075981868,0,0,0,8.67361737988404e-19,0.256118456723895,0.0414826658962909,0,0,0,0,0,0,0,0,0.184471894864318,0.0791226004252954,0,-0.12052889384212,0,0.281599904828005,0,0,0,0.0366181067147669,0,0.009878335762067,0,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0,0,0,0.209314881539962,0.0354430060836481,0,0,0,-0.0773028185437644,0,0,6.93889390390723e-18,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.0693793612724497,0,0,0,0,0,0,0.445204852048074,0,0,0,0,0,0,0,0,0,0,0,0.172324181378872,0,-0.0215751258462322,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00952926929402707,0.00998313075603132,0.0191633019111532,0,0,0,0.174759078926517,0.0411734207893593,0.0575904086710783,0,0.0440987200919545,0,0,0.0671845471038065,0,0,0,0,0,0,0,0,0,0.0554943720772178,0,0,0,0.200589990999384,0,0.0948013080497823,0.0814342069360677,0.119134042692153,0,0.0250428126941715,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243327320850539,0.0590623116556646,0,0.186555826245098,0,0,0,0.106178919488847,0.0802767740270561,0,0,0,0,0,0,0.216757675186348,0,0,0,0,0,0,0,0.0450922325272835,0,0,0,0,0,0,0,0,0,-0.0271524695624327,-0.0294181308723745,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.00536620445913318,0,-0.00843908245214919,0.0570860098056954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147198323880785,3.46944695195361e-18,0,0,0.0402634825170569,0,0,0,0.106563724635455,0,-0.0837410429898961,0,0,0,0,0.0513506831179274,0.200261848250512,0.127368125864065,0,-0.0266903959676417,0,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0738731118186041,0,0.34549176578836,0,0,0,0,0.15866308208742,0,0,0.0705184250138194,0,0,0,0,0.00996471744465724,0.0308843974028667,0,0,0,0,0.0685554761134611,0,0.117193406691106,0,0,0,0,0,0.134509804904226,0.0508778737956395,0,0,0,0,0,0,0,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0.254580080857963,0,0,0.1717808524581,0.0719272662958561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022441316404482,0,-0.083473986365369,0,0,0,0.149811673409495,-0.134854686605934,0,0,0,0,0.403614407166958,0,0.0297596653330408,0,0,0,0,0,0.155440465583032,0.135955196297094,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287767767284952,0,0,0,0.21912620767372,0,0,0,0,0,0.121065257471965,0,0,0,0,0,0,0.199938410731849,0,0,0,0,0,0,0,0,0,0,-0.115242742833647,0,0,0,0,0.0309884419228862,0,0.337407878020195,0,0,0.108838668815356,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159754189331239,0,0.0163715761488303,5.42101086242752e-20,0,0,0,0.141955897789277,0,0,0.0268114192967188,0,0,0.0391613849238536,0,8.67361737988404e-19,0,0,0,0,0,0,0.139371142898986,0,0,0,0,0,0.0455093955254403,0,0.183910385949648,0,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.19123193359863,0,0,0,0,0,0,0.0901118123550692,0.0413832838955525,0,0,0,0,0.0946264275419205,0,0.0356509600529158,0,0,0,0,0,0,0.0149896889884881,0,0,0,0,0.117033987588934,0.0590931810946327,0.0711522962490492,0.070038757500247,0,0,0,0,0,0,0,0,0,0
X300003.SZ,-0.0695264061131852,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129374007310819,0.140164798772076,0,0,0,0.0357617598609335,0,0,0,0,0.169898675949351,0.144632872196759,-0.0249197353066804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273731396837451,0,0.0442908968833079,0.0584925886979544,0,0,0,0.0480575283259912,0,0.0388099269965236,-0.0819654024316573,0,0,0,0,0,0
X002074.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0377961082997346,0,0.17345803057678,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107952309073033,0,0,0.583426434801032,0,0,0,0.116666474144814,0,0,0.22676333108506,0,0,0.080025448577464,0,0,0,0,0,0,-0.0758359739951376,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423803477798814,0,0.197327485140161,0,0,0,0.156654268989313,0,0,0,0,0.219114692941139,0,0,0,0,0,0,0,0,0,0.130667934637906,0,0,0,0,0,0,0.0371707242522753,0.0970477144715012,0,0,0,0.0907860779294754,0,0.209456305744506,0.0699178338393878,-0.0208517028583766,0,0,0,0,0,0
X002085.SZ,0,0,0,0,0,0,0,0,-0.00490959492614724,0,0,0,0,0,0,-0.0261069274270587,0,0,0.307461615123958,-0.112769492762315,0,0,0,0,0,0.0948872691668213,0,0,0,0,0.19580693927657,0,0,0,0,-0.20528252321458,0,0,0,0,0,-0.180619405524713,0,-0.104634273859865,0,0,0,-0.173883899338078,0,-0.0669679539202311,0,-0.0335309090827506,1.73472347597681e-18,0,-0.120024992637508,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0814078086083269,0,0,0.0247655448177936,0,0,0,0.190051378336729,0,0.219763185374246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.29095570180173,0,0,0,0.00990700631699014,0,0,0,0,0,0,0
X600867.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055579875758679,0,0.0317026909348235,0.145020117221326,0.0265869814256596,0,0,0,0,0,0,0.00673718928036138,0,0,0,0,0,0,0.0546406200817715,0,0,0,0.00589494192075924,0.052051081662516,0.066876402643338,0,0,0.0986248235685369,0,0,0,0,0,0,0,0,0
X002426.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016907339179974,0,0,0,0.193000533748326,0,0,0.117137695590356,0,0,0,0,0.100537688080338,0,0,0,0,0.025916032428878,0,0,0,0,0,0,0,0.0299266837432877,0,0,0,0,0.176266456292135,0.138399503491554,0,0,0,0.0434805389572982,0,-0.0401268289723045,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14534489925826,0,0,0,0,0,0,0,0,0.0107795879453705,0.262144020025842,0,0,0,0,0.0743225286716446,0.0190734378965033,0,0.00894200114422396,0,0,0,0,0,0,0.115338849817663,-0.0327746478061828,0,0,0,0,0,0.175123843893722,0.10253249821854,0,0,0,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109124930861237,0,0,0.117329079152383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158339922690468,0,0,0,0,0,0,0.00478673119181069,0,0,0,0,0.104485973037452,0,0.129038808789053,0,0.127820496910366,0,0,0,0,0,0,0,0,0
X002294.SZ,0,0,0,0,0.108580402770172,0,0,0.0880376708134547,0.161874969597692,0,0,0,0,0,0,0.0840311514376352,0,0,0.0891653848013023,0,0,0,0.122595581674479,0,0,0.0291972272013257,0,0,0,0,0,0,0.0215841360971942,0,0.0226641558375477,0,0,0,0,0,0,0,0,0,0.0322087758792396,0,0,0.0144773649354782,0,0,0,-0.025751581976308,0.0106849534255534,0,0,0,0,0,0
X000869.SZ,0,0,0,0,0.253469494042464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193313671874291,0,0,0,0,0,0,0,0,0,0,0.174380790921815,0,0,0,0,0.0731487744330786,0,0,0.0721014006793867,0,0,0,0,0.119476291602007,0,0,0.0458095370958982,0,0,0,0,0,0,0
X000050.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239548255149908,0,0,0,0,0,0,0,0,0.0335292858336287,0.134668761798983,0.12826355481893,0,0,0,0,0.114368424626831,0,0.0763807081480039,0,0,0.128654636654313,0,0,0,0,0,0,0,0,0,0,0,0.151847189369028,0.00805754795182391,0,0.0249126373113396,0,0,0,0,0,0,0
X000981.SZ,0,0,0.0191664766729705,0,0,0,0,0,0.144081733766764,0,0,0,0,0,0.168638541224822,0,0,0.07034599630033,0.179924931719912,0.164524938348177,0,0.365790798640791,0,0,0.0593001803866902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0150570647841522,0,0,0,-0.125301810092632,0,-0.00928923954692037,0,0,-0.363822132401907,0,0,-0.121995603767717,0,0,0,0,0,0
X002508.SZ,0.109867867547877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157448199752319,0.154332757596771,0,0,0,-0.0482004891363719,0,0,0,0,0,0,0.0161440055334528,0,0,0,0,0,0,0.319528848233991,0,0,-0.0277291846683573,0.0865545969657796,0,-0.312804181356277,0,0,0,0
X002180.SZ,0,0,0,0,0,-0.0848415660617552,0,0,0,0,-0.654442943656863,0,0,0,0.257381345082246,0,0,0.316252945794156,0.472967650930183,0,0.0189205231932295,0,0,0,0,0,0,0,0,0,0.00781753788474331,-0.0391994437711095,0,0,-0.341881839274132,0,0,0,0,0,0,-0.132704484344465,0,0,0,0,0,0,0,0,0,0.0989139994442306,0.135609310814582,0.0759421827663253,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136370904347825,0,0,0,0,0.240611048617614,0,0,0,0,0,0,0.24414110623811,0,0.036523034771367,0,0.0720753253013676,0,0,0,0.0297640659885366,0.123951319257313,0,0,0,0,0,0.0375318989968838,0,0,0,0,0,-0.0930051866232301,0,0,0,0,0,0
X002465.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571075957634352,0,0,0,0.070740505751321,0,0.00645770616308132,0,0,0,0.1819836596677,0,0,0,0,0.0308120245264175,0.17077620412963,0,0,0,0,0.250581145414009,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,-0.138382019675122,0,0.347288844755196,0,4.33680868994202e-19,0,0,0.432681609384306,0,0,0,0
X600498.SH,0,0,0.0586084139630518,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263006766802834,0,0,0,0,0,0,0,0.0818542550532313,0,0,0,0.191593128674344,0,0,0.0764574057036882,0,0,0,-0.0157600242357283,0,0,0,0,0,0,0,-0.0172131205439857,0,0,0,0.0747741178259695,0.0416285436802838,0,0,-0.00711398766153387,-0.0567455790728066,0,0,0,0,0,0
