,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X000625.SZ,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X600031.SH,X002236.SZ,X002241.SZ,X000338.SZ,X600066.SH,X000100.SZ,X002456.SZ,X601877.SH,X002508.SZ,X300124.SZ,X600271.SH,X002085.SZ,X600089.SH,X600118.SH,X600177.SH,X300136.SZ,X000157.SZ,X002007.SZ,X600372.SH,X600522.SH,X300003.SZ,X002008.SZ,X002294.SZ,X000981.SZ,X600867.SH,X600487.SH,X600699.SH,X000066.SZ,X002074.SZ,X600566.SH,X300115.SZ,X600809.SH,X000623.SZ,X000559.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,-0.182195860622261,0,0.137572654275654,0,0,0,0,0.199990934326941,0,0,-0.0804822600107767,0,0,0,0,0,0.0697569216148054,0,0,-0.0157660265621515,0,0,0.0404841273791399,0,0,0,0,0,0,0,0,0,0,0,0,0.0994715156741028,0,0,0,0,0.0822230305636277,0.00297723791955365,0,0,0,0,0.00197888825928903,0,0,0,0,0,0
X600104.SH,0,0,-0.0840197490354722,0,0,0,0,0,0,0.242522548497283,0,0.335391420518159,0,0.325588026925111,0,0,-0.0617752849882489,0,0,0,0,0,0,0.0737814484490657,0,0,-0.110687941708185,0.0510034658548665,0,0,-0.0756375875972095,0,0,0,-0.0523697503214192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160304367599641,-0.0069965629066202,-0.00502571595619371,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0148791218648803,0,0,0,0,0,-0.0884938014817955,0,0,0,0.397338071943126,0,0,0,0,0,0,0.275582691801825,0,0,0,0,0,0,0,0,0,0,0.0164751206493902,0,-0.0430491512285646,0,0,0.0392459151550582,0,6.93889390390723e-18,0,-0.212881894484538,0.0455964477618879,0,0,0,0,-0.205453040286458,-0.00980381454660656,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0556015184537293,0,0,0.0397027418217261,0,0,0.105273342354733,0.139185186536734,0,0,0,0.0152415269130432,0,0,0.150427883266805,0,0,0,0,0,0,-0.0204455819731428,0,0,0,0,0,0,-0.109828331730556,0,0,0,0,0,-0.0345287352454106,0,0,0,0,1.73472347597681e-18,0,0.111587772351138,0,0,0,0.0130735401510464,-0.00831232766727517,0,0,0,0,0,0
X000858.SZ,0,0,0,0.123586881858519,0,0,0,0.0410320435709864,-0.00460000278430475,0,0,0,0.326982713460609,0,0.0752841040562946,0,0.0335024048159589,0,0.147398790316707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486859736465846,0,0,0,0.00386844610922392,0,0,0,0,0,0.113886505999447,0,0,0,-0.00253174695862973,-0.000633576359219208,0,0,0,0,0,0
X000725.SZ,0,0,0,0.144133040993523,0,0,0,0,0,0,0,0.122871774937875,0,0.0790257554817269,-0.336272323855249,0.208377742449672,0,0,0,0,0,0,0,0,0.0165302784675813,0,0,0,0,0,0,0,0,0,0,0.167779038715808,0,0,0,0.269086076781092,0,0,0,0,0,0.134072187799257,0,0.166180361573152,0,0,-0.0690534102827619,0.0464650200323502,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0474502094191395,0,0,0,0.168960234354862,0,0,0,0,-0.0578969330570929,0,-0.0309337633702246,0,0,0.0295067742711868,0,0.046186584175179,0,0,0,0,0,0,0,0,0,-0.041779711631164,0,0,0,0,0,0,0.0545325142098273,0,-0.0232602879384605,0,0.0004393257833641,0,0.0290963151085498,0,-0.0800057976758964,0,-1.0842021724855e-19,0.0227267796126823,0,0,0,0,0,0
X002304.SZ,0,0.339828251785294,0,0,0,0,0,0,0,0,0,0,0,0.656688848187145,-0.122466376795231,0.124710001810517,0,0,0,0,0,0,0.0399066056714694,0,0,0,0,0,0,0,0,0,0,0,0,0.396581043987366,0,0,0,0,0,0,0,0,0,-0.0274031002265691,0.0969228312914056,0,0,0,0.0554434170533163,0.0398902273210362,0.149759674600504,0,0,0,0,0
X000063.SZ,0,0,0,0,-0.169229883048698,0.0289783597018027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204421137964542,0,-0.103972425275946,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509928832665158,0,0,0,-0.114321084593141,0.105950347790239,0,0,0,0,0,-0.00380162446927319,0,0,0,0,0,0
X600690.SH,0,0,0,0,3.46944695195361e-18,0,0,0.204198144259555,0,0,0,0,0,0,0,0,0,0,0.0270487087452544,0,0,0,0,0,0,0,0,0,0,0,0.0428072938345931,0,0,0,0,0,0,0,0,0,0,0,-0.0277076114169234,0,0,0.0126302973194899,0.103597580754259,0,0,0,-0.00140398683596442,-0.0157722607069172,0,0,0,0,0,0
