,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X600031.SH,X002236.SZ,X000338.SZ,X000625.SZ,X002241.SZ,X601877.SH,X002456.SZ,X600487.SH,X600066.SH,X002008.SZ,X000100.SZ,X300136.SZ,X600809.SH,X300124.SZ,X002294.SZ,X002508.SZ,X300003.SZ,X600522.SH,X600271.SH,X600867.SH,X002085.SZ,X600089.SH,X000981.SZ,X000157.SZ,X000596.SZ,X600177.SH,X600498.SH,X600699.SH,X002179.SZ,X000661.SZ,X600566.SH,X002129.SZ,X600118.SH,X002049.SZ,X002180.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-0.134273100385292,0,0.590906646939294,0,0,0.175983245838579,0.0180187190975472,0,0,0,0,0,0,0,-0.061880950062156,0,0,0,0.0811450653146852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203329598983446,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.10423306143337,0,0,0,0,0,0.0607783346871911,0,0.163378210820533,0.103943868543797,0,0,0,0,0,0,0,0.0289055386312281,0,0,0.133803899187275,0,0,0,0,0,0,0,0,0.0474321537935369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605960985405425,-0.0914524542960437,0,-0.0366077631480032,0.0483725157522083,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0255376382650183,0,0,0,0,0.145811691822824,0,0,0,0.0374012954078517,0,0.162099169767045,0,0.377548792351836,0,0,0,0,0,0.0390090395942647,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122159612703867,0,0,0,0,0,0.0698427074354255,0,-0.0113020904326878,-0.00224406937834968,0,0,0,0,0,0
X000858.SZ,0.016994088145356,0,0,0,0,0,0,0.220119894390389,0,0,0,0.305618612688997,0,-0.00915438949766991,0,0,0,0,0,0,0,0.101713584799972,0,0,0,-0.0728223393653387,0.230737195302047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00228083963945901,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.286753665003611,0,0,0,0,0.09354667589685,0,0,0,0,0,0,0.0950080231511643,0,0,0,0,0,0,0,0,0,0,0,-0.0496710744537979,0,0,0,0.0171480876172904,0,0.0477420005577242,0,0,0,0,0,0,0,0,0,0,0,-0.0382827670745634,0,0,0.149334373161756,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.44245545710461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11864990416004,0,0,0,0.139012508000242,0,0,0.186393030108992,0,0,0,0,0.119022393771303,0,0,0,0,0,0,0,0,0,-0.148477649240352,0.152151462252748,0,-0.0806433304272856,0.117930837475862,0,0,0,0,0,0
X600276.SH,0.00567115556728177,0,0,0,0,0.0671829649637713,0,0.0344757151883269,0,0,0.333628772804793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183180659507723,0,0,0,0,0,0,0,0,0,0,0.0529130206228631,0,0,0,0,0,0,0,0,-0.155583430619761,0,0,0,-0.0147898151061684,0.031466496537087,0,0,0,0,0,0
X002304.SZ,0.273368309545467,0,0,0.179387578675987,0,0,0,0,0,0,0,0.215826851505795,0.0875732426606837,0,0,-0.0169810017016796,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0947053531056838,0,0,0,0,0,-0.02118642069068,0,-0.0103482974082796,-0.00284967579459124,0,0,0,0,0,0
X000063.SZ,0,0,0,-0.051494744967361,0,0.320111742734035,0,0,0,0,0.025526217669902,0,0,0,0,0.151215545834941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256541075313854,0.122683896564588,0,0,0,0,0,0,0,0.254282401860218,0,0,0,0,0,0,0.181186016335365,0,0.0575510952469744,0,-0.00280880744671312,0,0,0,0,0,0,0
X600690.SH,0,0.216198216707107,0,0.0506134339877859,0.284979058372242,0,0,0,0,0,0,-1.73472347597681e-18,0.0158851379972524,0.0407013079029909,-0.0424211822912029,0,0,0,0,0,0,0,0,0.256898883977066,0,0,0,0,0,0,0,0.0526702930773468,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0265760479666029,0,0,-0.11856570055308,-0.0187096390727263,0,-0.0184439261311024,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.386643138323885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132307636301479,0,0,0,0,0,0.264275044952089,0,0,0,0,0,0,0.255091304203788,0,0.0451958545832286,0,0,0.0373727151962914,0,0,0,0.256672358176938,0,0,0,0.00965975548051065,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0.350377900064107,0,0,0.0357415064957693,0.00408597760226333,0,0,0,0,0,0,0,0.154057789749649,0,0,0,0,0,0,0,0,0,0.0402952810914058,0.0552570822573828,0,0,0,0,0,0,0,0,0,0,0,0.111232640530851,0,0,0,0,0,0,0,0,0,0,0,0,0.00448962595535149,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0.05637848868414,0,0.271427949227869,0.0318595717217235,0.0790378223031574,0,0,0,0,-0.0834727940363598,0,0,0.00466150130811477,0,0,0,0,0,0,0,0,0,0,0,0.0456370045481561,0,0.045586169423997,0,0,0,0,0,0,0,0,0,0,0,-0.165376621606898,0,0,0,0,0,-0.0332898188786581,0.0763232452626733,0,0,0,0,0,0
X002475.SZ,0,0.00210852121376084,0,0,0,0,0,0,0,0,0.160457751947096,0,0,0,0,0,0,0,0,0,0.329417335689632,0,0,0.165951032213611,0,0.106820849967318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461891526181125,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0.0353575983468769,0,0,0,0,0,0
