,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X300124.SZ,X600104.SH,X002304.SZ,X002371.SZ,X000625.SZ,X000725.SZ,X000063.SZ,X000338.SZ,X000596.SZ,X600031.SH,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X000157.SZ,X600703.SH,X002236.SZ,X002049.SZ,X002241.SZ,X000977.SZ,X600372.SH,X002463.SZ,X002129.SZ,X600741.SH,X000661.SZ,X600584.SH,X600522.SH,X601877.SH,X002028.SZ,X600183.SH,X601799.SH,X600066.SH,X000800.SZ,X000921.SZ,X002156.SZ,X002007.SZ,X600418.SH,X002074.SZ,X002180.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.242500490580191,0,0.201248200322447,0,0.0598031702224957,0,0,0.191875590082201,0,0,0,0,0,0,0,0,0,0,0,0,0.0189050611685228,0,0,0,0,0,0,0,-0.112251555482756,0,-0.0105294753507736,0.0157424591789502,0,0,0,0,0,0,0,0.053812481029654,0,0,0,0,0,0,0,0,0,0,0.00128772173569118,0.00799962266528716,0.0200269614261625,0,0,0,0,0
X000858.SZ,0,0,0,0.165710672866664,0,0.390518403360016,0,0,0,0,0,0,0,0.0162512703440125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109061911137985,0,0,0,0,0,0,0,0,-0.0356653806595667,0,0,0.0694994891480921,0,0,0,0.000149774986377142,0,0,-0.0149064811049173,0.0155760397122794,0,0,0,0,0,0
X002415.SZ,0,0.14774971832857,0,0,0,0.0223729899419591,0,0,0,0,0.172077648525652,0,0,0,0.0520409286941591,0,0,0,0,0,0,0,-0.0727761772530149,0.137041165699876,0,0,0.0404815357628067,0,0,0,0,0,0,0,0,0.0680928540104347,0,0,0,0,0,-0.0240302208036144,0,0,0,0,0,0,0.104921632446715,0,0,-0.0158991789936788,0,0,0,0,0,0,0
X600809.SH,0.028396951486001,0,-0.114451714115487,0,0,0.540925111066378,0,0,0,0.167493978913549,0.0522640260734606,0,0.144902180684004,0,0,0,0,0,0.330104548005454,0,0,0.00880645257929879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12152603920252,0.0142345078831898,0,0,0,-0.129029336563629,0,0,0,0,0,0,-0.0175324661223149,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,-0.161166095082881,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428501165756985,0,0.0354408988678781,0,0,0.0377035980602941,0,0,0,0,-0.0536573757810139,0,0,0.443660045407183,0.164819236687748,0.0311662965966783,0,0,0,0.109066320158976,0,0,0,0,0.160780478087546,0,0,0,0,-0.0865819398893076,0,-0.004811136279829,0,0,0,0,0,0
X000568.SZ,0,0.712544608935164,0,0.0389100890363069,0,0,0,0,0,-0.0685887561251677,0,0,0.172843175844411,0,0,0,0,0,0,0,0.123282535654384,0,0,-0.092250775073734,0,0,0,0,0,0,0,0,0.01973695653406,0,0,0,0,0,0,0,0,0,0,-0.0208509652993112,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0169590712240513,0,0,0,0,0,0
X600690.SH,0,0,0,0.121186851032008,0,0,0,0,0,0,0,0,0,0,0,0,0.00279987519312695,0,0,0,0,-0.0187880163861726,0,0,0,0,0,0.0728946234195228,0,0,0,0,0.0395293819714469,0,0,0,0,0,0,-0.131531828936429,0.117884354433849,0,0,0.0648722820621995,1.73472347597681e-18,0,0,0,0,0,0,0.00199157201046277,0.0138403646224814,-0.037353814506377,0,0,0,0,0
X000651.SZ,0,0,0,0.0305765051996767,0,-1.73472347597681e-18,0,0,0,0,0.0205065190758135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.133670060641975,0,0.0892730055303434,0,0,0,0.128516125086428,0,0,0,0,0,0.0841724511049633,0.176607875312861,0,0,0.245425033679622,-0.110397352415053,0,0,0,0,-0.00944769228931716,0,0,-0.00517402202115806,0,0,0,0,0,0
X002475.SZ,0,0,0,0.104727354605403,0,0.127134882794674,0.0625216190116476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435902553246337,0,0,0,0,0.587174985829222,-0.0882160607401872,0,-0.154175898882625,0,0,0,0.105073453063305,0,0,0,0,0,-0.00835106175491859,0,0,0.119487953866884,0,0,0,0,0,0,-0.0244709003834173,0,-0.151732543915077,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.0133619215597522,0,0,0,0,0,0.153630866636373,0,0,0,0,0,0,0,-0.12825058330476,0.0710088922377425,0,0.368574969865633,0,0,0,-0.146852704674917,0,0,0,0,0.00120020420371307,-0.165984221448908,0,0,0,0,0,0,0.0368946717715588,0,0.192782852670692,0,0.260136333144268,0,0,-0.162669479891043,0,0.0863955719084999,0,0,-0.0453206485460963,0,0,0,0,0,0,0
