,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600276.SH,X600690.SH,X002475.SZ,X000651.SZ,X300014.SZ,X600104.SH,X002129.SZ,X000625.SZ,X300124.SZ,X600031.SH,X000725.SZ,X002371.SZ,X003816.SZ,X002049.SZ,X000596.SZ,X000063.SZ,X600703.SH,X002241.SZ,X000338.SZ,X002179.SZ,X600089.SH,X000661.SZ,X600522.SH,X601877.SH,X002180.SZ,X300142.SZ,X002074.SZ,X600741.SH,X600884.SH,X000733.SZ,X600460.SH,X600702.SH,X000100.SZ,X000157.SZ,X000799.SZ,X601799.SH,X600563.SH,X002236.SZ,X600584.SH,X002176.SZ,X000800.SZ,X002414.SZ,X600487.SH,X600779.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.282423191583632,0,0,0,0,0.0352610886314064,0,0,0,0,-0.0103851308365262,0,0,0,0.04489047833729,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0108427047040419,0,0,0,0.0663603900792965,0,0,0,0,0,0,0.0560211621118354,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0171613421840278,0,0
X000858.SZ,0,0,0.149817080239247,0.388530193834789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374314888604103,0,0,0,0,0,0,0,0,0,0,0,-0.0164714785242942,0,0,0,0,0,0.119934680406728,0,0,0.0564822126967554,0,0.029561272928034,0,0,0.0115831347230494,0,0,0,0.0758979105359614,-0.10048885214284,0.014428109405968,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.667782169658345,0.0292133821450274,0,0,0,0,0,0.00587287682736124,0,0,-0.0347135374835921,0,0,0,0,0,0,0.0425763520415525,0,0,0,0,0,0,0,0,0,0,0,0.0716052996397227,0,0,0,0,0.040429799664628,0,0,0,0,0.0141747950799926,0,0,-0.214331623219871,0,0,0,0,0,0,0,0,0,0,-0.00487885943538725,0,0
X000568.SZ,0,0.265674770493841,0,0,0,0.0527481839219765,0,0,0.00137386160968824,0,0,0,0,0,0,0,0,0,0,0,0.0633108218200899,0,0,0,0,0,0.0209601227832759,0,0.00530853326573321,0,0,0,0,0,0,0,0,0.373648180759647,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0219046483488165,-0.0130613827550104,0,0,0,-0.0442789985159807,0,0
X002415.SZ,0,0,0.126713113581749,0,0,0.390521992861969,0,0,0,0,0,0,0,-0.133122745927875,0.11059695488735,0,0,0,0,0,0,0,0.0441913012476951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.710148437410854,0,-0.02433284841546,0,0,-0.0434701702652974,0,0,0.132767348285109,0,0,0,0,0,0,0
X002304.SZ,0,0.111136409945861,0.0187174074053921,0.221013049907334,0,0,0,0.0616326210800295,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0393300297707065,0,0,0,0,0,0,0,0,0,0,0.0386759937191733,0,0,0,0,0,0,0.0381022338521939,0,0.166392475313428,0,0,0,0,0.0104453577677173,0,0,0.0304400387314016,0,0,0,0,0,0,0,0,0,0,-0.011094621657854,0,0
X600276.SH,0,0,0,0,0,0,0,0.196874869679534,0,0,0,0,0,0.0546326936461487,0,0.0762051904490006,0,0,0,0,0,0,0.131003744117152,0,0,0,0.0301219710683986,0.0912398249645926,0,0,0,0.154551006968745,0,0,0,0,0,0.00674434702000389,0,0,0,0,0.113174185689973,0,0,0,0,0,0,0.156921112794355,0,0.0862366847899402,0,0,0,0,0.0158301268671111,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0.188900077442168,0,0,0,0,0,0.0551514617182369,0,0.139098395649954,0,0,0,0,0,0,0,0,0,0,0,-0.00779082921980408,0,0.0287473343565927,0,0,0,0,0,0.0301658516267743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168977824642783,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084186553474851,0,0,0,0,0.0678915973510961,0.0641295325297444,0,0,0,0,0,0,0,0,-0.0175276265437805,0,0,0,0,0.269190695727616,0,0,0,0.0623465287870849,0,0.202194902558434,0,0,0,0,0,0,0,-0.0556575152635996,-0.00498101840328972,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0264150803550296,0,0.139708914891976,0,0,0,0,0.0357709191586436,0.0183563292724201,0.0594444229881941,0.10915936699751,0,0,0,0,-0.0809237593165589,0,0,0,0,0,-0.0991538002623841,0,0,0,0,0,0,0,0.103175581756976,0,0,0,0,0,0,0,0,0.00126276661193878,0,0,0,0,-0.0115367870869669,0,0
X300014.SZ,0,0,0,0,0,0,0.088519794956189,0,0.128379537274343,0,0,0,0,0.00247001786736356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168097824103347,0.203687902044742,0.0156909514509186,0.013826061259705,0,0.112253388757916,0,0,0.0482649067455678,0,0,0,0.115609943300376,0.0398391517392626,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.0371232167393927,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0722203323232474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224637746135673,0,0,0,0.140328374400098,0,0,0,0,0,0,0,-0.0152373234707381,0.20938616454966,0,0.0169294796978761,0,0,0.00202338486532788,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.0512882152990285,0,0,0,0,0,0.0321070596202068,0,0,0,0,0,0.0283372307756045,0,0,0.0240240215768278,0,0.333078283659759,0,0,0,0,0,0,0,0.141967609109237,0,0,0.126516531284107,0,0,0,0,0,0.0273841480027349,0,0,0,0,0.109687357047604,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108231103037356,0,0,0,0,-0.0743329206086614,0,0,0,0,0.0573390423049336,0.0327719173432223,0.419357635589691,0,0,-0.0333629236677844,0,0,0,0,0,0,0,0,0.459237059788745,0,0,-0.190219464198367,-0.028083542582847,0.0222659123591825,0.00384495661459226,0,0,0,0.0591172858649658,0,0
X300124.SZ,0,0,0,0,0.171684249207424,0,0,0,0,0,0.15479888958428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052548728676141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190329295189935,0,0,0,0,0,0.139508403313728,0,0,8.67361737988404e-19,0,0,0,0,0.0159311482426642,0,0
X600031.SH,0,0,0,0,0,0,0.260432177636209,0,0,0,0,0,0.117344096588675,0,0,0,0,0,0,0,0,0,0,0,0.0959340120278064,0,0,0,0,-0.062476405398701,0,0,0,0,0,0,0,0,0.17734372539438,0.257933297562553,0,-0.019615481714972,0,0,0,0,0,0,0,0.0502833529939994,0,0,0,0,0,0,0.0241222004616637,0,0
X000725.SZ,0,0,0.0219552917312083,0,0.0626225021709498,0,0,0,0,0,0,0,0,0,0,0.0536423097369685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129617343217324,0,0,0,0,0.31835803395037,0,0,0,0,0,0,0,0,0,0,0.0405046039763113,0,0,0,0,0,0,-0.021939558607454,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0.240340275926134,0,0.000266173200474263,0,0,0.0631356235228754,0,0,0,0,0,0,0.212039644724227,0,0.411000909301246,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370515417252265,0,0,0,0,0,0.00224517106192847,0,0,0,-0.173002573588932,0,0,0,0,0.0241972611501547,0,0.256727543979381,0,0,-0.0257398721509962,0,0
X003816.SZ,0,0,0,0,0.00728815711494154,0,0,0.197200139383847,0,0,0,0,0,0,0,0.102285375606555,0,0,0,0,0,0,0.0131173945689114,0,0,0,0,0,-0.00422932220872494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363884292483653,0,0,0,0,0,0.033836388864998,0,0.0319597089227592,0,0,0,0,0.0133315599484782,0,0
X002049.SZ,0,0,0,0,0,0,0,-0.056711962557721,0.0148667632672781,0,0,0,0,0,0,0,0,0,0,0,0,0.0638712755584319,0,0.172818696352002,0,0,-0.0932201761859361,0,-0.100775578171352,0,0,0,0.0239899136188557,-0.207414572641154,0,0.231525816161252,0,-0.0374550864959976,0,0,0,0,0,0,0,0.158772530860327,0.222380045126237,0,0,0,0,0,0,0,0,0,-0.00652808768936527,0,0
X000596.SZ,0,0.393733281044092,0,0.078996187161685,0,0,0.0698810432411884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136425417514686,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.103545599969173,0.143241154500248,0,0,0,0,0,0,0,0,-0.0194677918423555,0,0,0,0,-0.0181645963342226,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.132872014338492,0,0.110625802213106,0,0,0,0,0,0,0,0,0.0323668047443613,0,0,0.138195182548922,0,0,0,0,0,0,0,0,0,0,-0.0932473123265721,0,0.0284252681365482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00417760580274089,0.0384252598984147,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0.143486094203224,0,0.0531788561448161,0,0,0,0,0,0,0.0122166772012886,0,0,0,0.214486025194472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260940127982788,0,0,0,0,0,0,0,0,0,0,0.101331766161315,0.0557852356572661,0.155362797912258,0,0,0,0,0,0,-0.0496626278545439,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0.494555826847269,0,-0.105226523024145,0,0,0,0,0,0,0.370220089916895,0,0,0,0,0,0,0,0.377347155963884,0,0.424521408289046,0,0,0,0.0015569736860068,-0.122290778929293,-0.0430391107750266,0,-0.143146122171471,0,0,0,0,0,-0.120961229272616,0,0,0,0,0,0,0,0,0,0,-0.0256974103149471,0,0,0,0.152836769852367,0,0
X000338.SZ,0,0,0,0,0,0,0.0992107488631846,0,0,0,0.100578118749768,0,-8.67361737988404e-19,0.0452863093313864,0,0.256449453560787,0,0,0,0,0,0,0.0797900846527364,0.0163869089958642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339419474290779,0,0,0,0,0,0,0,0.150418325207759,0,0.029244066895559,0,0,0.0148572826184922,0,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0884131554367451,0,0,0,0,0,0.0531529216772638,0.0866901255119762,0,0,0,0.153508433324019,0.0255414927739375,0.113984580125377,0,0,0,0,0,0,0.0333352019600422,0,0,-0.109419741711718,0,0,0,0,0.0623785078135639,0,0,0.129791611243782,0,0,0,0
X600089.SH,0,0,0,0,0.0648167943264129,0,0,0,0,0,0,0,0,-0.00887069629674037,0,0,0,-0.240798537889633,0,0,0,0,0,0,0,0,0,0,0.237936273306681,0,0,0,0,-0.0600216869451293,0,0.28275853831582,0,0,0,0,0,-0.0133280449572793,0,0,0,0,0.324303428548501,0,0,0.0931862965322483,-0.363422519594331,0.0219495860589921,0,0,0,0,0.037713762074323,0,0
X000661.SZ,0,0,0.192400473943418,0,0.0637061957494454,0,0.22050674591195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276963271825073,0,0,0.0645764401441789,0,0,0,0,0,0,0,0.186279869700403,0.123491843410358,0,0,0,0,0.0096362436910041,0,0,0.000109536292303865,0,0,0,0,0,0,0,0,0.126485881429745,0,0,0,0,0,0,0.0198075363920659,0,0
X600522.SH,0,0,0,0.175207274858874,0,0,0,0,0,-0.202946488954035,0,0,0,0,0,0,0,0,0,0,0,0,0.100284637718883,0,0,0,0.276935056835403,0,0,0,0,0,0,0,0.0175664388277691,0,0,0,0,0,0,0,0,0,0,0.0142588105200232,0,0,0.591584242706599,0,0,-0.0496875217361997,0,0,0,0,0,0,0
