,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X000063.SZ,X002475.SZ,X003816.SZ,X600031.SH,X000725.SZ,X002304.SZ,X000568.SZ,X000338.SZ,X000661.SZ,X600690.SH,X600703.SH,X600809.SH,X300003.SZ,X600183.SH,X000100.SZ,X600741.SH,X002371.SZ,X002007.SZ,X000977.SZ,X000596.SZ,X300014.SZ,X002241.SZ,X000625.SZ,X002236.SZ,X601877.SH,X600498.SH,X300142.SZ,X000157.SZ,X002463.SZ,X002129.SZ,X300124.SZ,X002456.SZ,X600271.SH,X000066.SZ,X002179.SZ,X600487.SH,X300136.SZ,X600118.SH,X600584.SH,X600522.SH,X002414.SZ,X600177.SH,X002049.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.397255559066078,0.220299889278666,0,0,0,0,0.090809055167083,0,0,0,0,0,0,-0.0820299052760164,0,0,0.14967213990993,0,0,0,0,0,0,0,0.0687562510807637,0.117802975196287,0,0,-0.319848527266373,0,0,0.0921618201068359,0,-0.0222983694901172,0,0,0,0,0.0850299354806092,0,0,0,0,0,0,0,0,0,0.0642363242367339,0,-0.0297384068297038,-0.0164024844539729,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.00742228882132381,0,0,0,0.0636769438390552,0,0.0556754109839406,0.393379337112208,0,0.0519478004517572,0,0,0.0789625927922393,0,0,0,0,0,0,0,0.146179794117449,0,0,0.0669702161785053,0,0,0,0.0264250140446115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193274616590606,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422405357629918,0,0.0944057963233555,0,0.141281068666008,0,0,0,0,0.00486546167068525,0.00463885505745447,0,0,0.00954671831025072,0.0789540835057672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431961344733356,0,0,0,0,0,0,0,-0.0116293533897271,0,0,0,0,0,0,0
X000651.SZ,0,0.059632647188866,0,0,0,0.0357253650119089,0,0,0,0,0,0,0.196947195484758,0.174353641507113,0,0.0111182335832292,0,0,0,0,0,0,0,0,0.00839638246341034,0.0237621594896376,0,0,0,0,0,0,0.170654808028285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00431299026443564,0.0100822832512229,0,0,0,0.0449321819156313,0,0
X002415.SZ,0,0,0,0,0,0.00817804939331064,0,0.0893702802736476,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0802643830154277,0.164679561190237,0,0,0,0,0,0,0,0,0,0,0.110796582704598,0,0,0.0232011608901844,0,0,0,0,0,0,0,0,0,0.0313353311510048,0,0,0,0,0,0
X600104.SH,0,0.074875547422994,0,0,0,0,0,0,0,0.0205843483683807,0,0.239024176526528,0.0455000204947452,0.0976464677614305,0,0.0694810330305684,0,0,0,0,-3.46944695195361e-18,0,-3.46944695195361e-18,0,0.0883683020403696,0.0378102421436099,0,0,0,0,0,0,0,0,0,0.0129186162830732,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.204248372331566,0.0659873823860794,-0.057685860046925,0.0450207672517607,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.0501422280860308,0,0,0,0,0,0,0,0,0,0,0,0.0826307132173124,0,0,-0.111492300401305,-0.019494322470363,0,0,0.194936567445548,0,0.0511979948023522,0,0,0.510895393397537,0,0,0,0,0,0,0,0,0,0,0.173752540776841,0.0186263096980622,0,-0.186234072677169,0.0440296706181133,0,0,0,0,1.0842021724855e-19,0.0481078497404887,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.213633488067608,0,0,0,0,0,0,0,0,0.0657788953088008,0,0,0,0,0,0,0,0.21960380482336,0,0,0,0,0,0.362474141197402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128594307490899,0,0,0,0,0,0,0.0442269020974539,0,-0.000852293157838607,0.0114339890704048,0,0,0,0.0238591114750145,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102602187215838,0,0,0,0,0,0,0,0,0,0,0.215870590476246,0.0439442311841701,0,0.245343308852325,0,0,0,0,0,0.0424679267199946,0,0,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0151065649201603,0,0,0,0,0,0,0,0.0958535367686461,0.0327268805205593,0,0,0,0,0,0.0723201333200991,0,0,0,0,0.124586101114966,0,0,0.10230288007621,0,0,0,0,0.41307750191937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00765768252529934,0,0,0,0,0,0
