,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000858.SZ,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X002475.SZ,X600703.SH,X600031.SH,X000568.SZ,X600741.SH,X000338.SZ,X000063.SZ,X300003.SZ,X600271.SH,X002236.SZ,X601877.SH,X002456.SZ,X002008.SZ,X600809.SH,X300124.SZ,X600867.SH,X600487.SH,X000596.SZ,X000100.SZ,X000625.SZ,X000977.SZ,X000661.SZ,X600566.SH,X600066.SH,X002294.SZ,X600498.SH,X300136.SZ,X000157.SZ,X300142.SZ,X002179.SZ,X002180.SZ,X000981.SZ,X002007.SZ,X300146.SZ,X002241.SZ,X000050.SZ,X002049.SZ,X600522.SH,X000869.SZ,X600779.SH,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.396048438360416,0,0,0,0,0,0,0,0.0271456119780771,0,0,0,0.0366451048385483,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0594615731816139,0,0,0,0,0.0690735259467991,0,0,0,0,0,0,0,0.0566540879329649,0,0,0,0,0.00849791990532567,0,0,0.00389272614921528,-0.000312098965835708,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.067806358792563,0,0,0,0,0,0.1431867124496,0,0.217474842030447,0,0.020645606900125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206263266149595,0,0,-0.029737229868261,0,-0.0841015758391675,0,0.030521726961108,0,0,0,0,0,0,0,0,0.0751175005616466,0.0118446699988386,0.0440094187263049,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.157038968437008,0,0,0,0,0,0,0,-0.111776784014163,0,0,0.250935584470214,0,0,0.00456998373282037,0.0181877746730448,0,0,0,0,0,0,0.0502825701130627,0,0,0,0,0.146807018518649,0.0406985596328017,0,0,0,0,0,0,0,0,0,0,0,0.0245207949065526,0.100198405331692,0,0,0.0179903026848984,0.0401704063248526,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0303071888837358,0,0,0,0,0,0,0,0,0,0,-0.0754423410804073,0,0,0,0,0,0,0,0.121153918386516,0,0.0761827288413627,0.00507084774454232,0,0,0,0.189712611324591,0.102728300644403,0,0.230244805930702,0,0,0,0,0,0,0,0,0.161277451564141,0,0,0,0,0,0.109183597276044,0,0,0.0189486718741651,0.026341534795766,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.272921179574589,0,0.0703436994580346,0.0981449909453337,0,0,0,0,0,0,0,0,0.143083876097667,0.0311352451658999,0,0,0,0,0,0,0.155424661814236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182135514242233,-1.35525271560688e-20,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.262539836831905,0,0,0.0321919225083321,0,0,0.187610155399217,0,0,0,0,0,0,0.128608108008043,0,0.0102215546515148,0,0,0,0,0,0,0,0,0.043204406186861,0,-0.0245821834076607,0,0,0,0,0,0,-0.0196171339133083,0,0,0,0,0,0,0,0,0,0.00545219979224014,0.0175418089447166,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.374373013821853,0,0,0,0,0,0,0,0.213141937952389,0,0,-0.0897945798790844,0.320880799443,0,0,0.0638960984053925,0,0,0.142189544535288,0.151760754151826,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.089909597962784,0,0,0,0,-0.0845228101855536,0,0,0,0,0,0.0377021966547922,0,0,0.0141007651613667,0.0136494230684472,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165550262060085,0,0,0,0,0,0,0,0,0,0,0.401796955691553,0,0.118143914769505,0,0,0,0,0,0,0,0.0824341018769402,0,0,0.0821402486097307,0,-0.113192611896843,0,0.00748959454462872,0.0047989247374967,0.228623444072258,0,0,0,0,0,-0.00507935018337009,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.442173650538134,0.217351293921493,0,0,0,0,0,0,0,0,0,-0.103602724349082,0,0,0.0458202362573565,0,0.08748591663921,0,0,0,0.117446807030749,0,-0.00519287962487217,0,0,-0.0694457499761779,0,0,0,0,0,0,0,0,0.239864612824345,0,0,0,0,0,0,0,0,0,-0.0304435024736811,0,0,0.00748523750181428,0.00672039549305327,0,0,0,0,0,0
X002475.SZ,0,0.144370878997679,0,0.0162765508424808,0,0.0855186168031258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.604068697726414,0,0,0.0954257153478695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115360507093238,0.0754857318465731,0,-0.105754248456527,0,0,0,0,0,0,0.00870736390663458,0.0102515620747981,0,0,0,0.123216049019523,0,0
