,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X000651.SZ,X002304.SZ,X002475.SZ,X600690.SH,X600104.SH,X600031.SH,X000725.SZ,X300014.SZ,X000661.SZ,X300124.SZ,X000063.SZ,X000338.SZ,X003816.SZ,X002241.SZ,X600703.SH,X000596.SZ,X000625.SZ,X002371.SZ,X000100.SZ,X300142.SZ,X002129.SZ,X000799.SZ,X600741.SH,X002049.SZ,X000157.SZ,X002179.SZ,X600702.SH,X002007.SZ,X601877.SH,X002236.SZ,X300146.SZ,X600779.SH,X600584.SH,X002414.SZ,X601799.SH,X600460.SH,X300003.SZ,X600183.SH,X000800.SZ,X002074.SZ,X600089.SH,X000066.SZ,X002508.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.040317658659393,0.0862786250229758,0,0,0,0,0,0,0,0,0.0169141901326106,0,0,0.0326183639880654,0.0625168467288707,0,0.101910572616989,0,0,0,0.138497370882294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471135456029896,0,0,-0.143875396320566,0,0,0,0,0,0,0,0.00582681106740245,0,0
X000858.SZ,0,0,0,0.183626970571423,0,0.395501016344942,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061949500902987,0,0,0,0.00142566515164869,0,0,0,0.103509663112571,0,0,0,0.0406534313945564,0,0,0,0,0.055143235880485,0,0,0,0,-0.0462025097673545,0,0,0,0.0580325323231217,0,0,0,0,0,0,0,0,0,0,-0.00938878758916806,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.139670660387314,0,0,0,0.0100317316623749,0,-2.16840434497101e-19,0,0,0,0,0,0,0.158095116852388,0,0.0193634115199753,0.0308204333892651,0,0.058986454601176,0,0.0347272867016406,0,0,0,0,0,0,0,0,0,0,0,0.088515834380246,0,0,0,0,0,0.0299760618226321,0,0,0,-0.0411876502750687,0,0,0,0,0.00153651687953297,0,0
X600276.SH,0,0,0.0260530135417529,0,0,0,0,0.088941531104874,0.17383410472703,0,0,0,-0.122646540689555,-0.0169652183344482,0,0,-1.38777878078145e-17,0,0,0.04537003739842,0,0,0,0,0,0.0423154849558747,0,0,0,0.0337975268401887,0,0,0,0,0,0.101128868915711,0,0,0,0,0,0,0,0,0,0,0,0,-0.0536164349538895,0,0,0.144176248149554,0,0,0,0,0.0225243293315257,0,0
X600809.SH,0,0,0,0,0,0.183407239862413,0,0.083031360176791,0,0,0,0,0,0,0.0781848291472655,0.205221786380682,0,0,0,0,0,0,0,0,0,0,0.0227345896511557,0.422225611681757,-0.0340255630354984,0,0,0,0.079121650358903,0,0,0,0,0.0518115538885841,0.0772721180495126,0,0,0,0,0,0,0.0200568201953241,0,0,0,0,0,0,0,0,0,0,0.0114040127543047,0,0
X000568.SZ,0,0.703053078518219,0,0,0.0802245364345631,0,0,0.210888851665586,0,0,0,0,0,0,0,0,0,0,0,-0.00665332258360079,0,0.00189098111733121,-0.100781788824665,0.0238016379729913,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000878580488706695,0,0,0,-0.0476785892299489,0,0,0,0.239896501790333,0,0,0,0.108508509726022,0,0,0,0,0,0,0.00762660229427161,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.0701530450992558,0,0.0246261372547407,0,0,0.0478602705647705,0,0,0,0,0.00696844204450239,0,0,0,0,0.220755754465375,-0.046801969686797,0,0,0,0,0.106826082714874,0,0.0448217733521014,0,0,0,0,0.0516659839694812,0,0,-0.0737088879859428,-0.0516109142531387,0,0,0,0,0,0,0,0,0,0,-0.0103905841904633,0,0,0,-0.0151725441885374,0,0
X002304.SZ,0,0,0,0,0,0.0918619787710591,0,0,0,0,0,0,0,-0.121841669116051,0,0,0,0,0,0,0.5452036544016,0.0378906462482932,0,0,-0.0153523988945025,0.0464646856701226,0,0,0,0,0,0,0,0,0,0,0.28470240918752,0,0,0,0,0,0,0,0,0,0,0.0766224209019475,0,0,0,-0.110904404168366,0.127799220712114,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0728589515503881,0.0320541897829021,0,0.0935280085553049,0,0,0.0488454630385865,0.367392298559292,0,-0.0212512253742851,0,0.0948850599927938,0,0.0627984595215533,0,0,0,0,-2.16840434497101e-19,0.00688673223871666,0,0,0,0,0.00914645112649754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0434302301548898,0,0
X600690.SH,0,0,0.21671964464072,0,0,0,0,0,0,0,0,0,0.436625472369542,0,0,0,0.0465670177810168,0,0,0,0,0,0,0,0,0,0,0.00970558417791859,0,0.00561663041804259,0,0,0,0,0.0304941960585601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158239451438211,0,0,0,0,0,0,0.00927891265402533,0,0
