,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X003816.SZ,X000725.SZ,X000063.SZ,X000625.SZ,X000596.SZ,X002371.SZ,X600031.SH,X000338.SZ,X300014.SZ,X002179.SZ,X002129.SZ,X600703.SH,X000100.SZ,X600089.SH,X002236.SZ,X600372.SH,X002049.SZ,X002241.SZ,X600741.SH,X000157.SZ,X000661.SZ,X600584.SH,X600522.SH,X601877.SH,X000977.SZ,X601799.SH,X000800.SZ,X002007.SZ,X002074.SZ,X600183.SH,X002463.SZ,X000066.SZ,X002028.SZ,X300142.SZ,X600702.SH,X002180.SZ,X002456.SZ,X000921.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0516815204665577,0,0.204017365977074,0,0.238356139675818,0,0.0541293061734459,0,0,0.179170140201047,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-0.0046044978680758,0,-0.0843452748653388,0,0,0,0,0,0,0,0,0.0911583905877781,0,0,0,0,0,0,0.0848392330548087,0,0.0049173131179429,0,0.0780834638182209,0,0,0.0441245579286607,0,0,0,0,0,0,0
X000858.SZ,0.0750640642853504,0,0,0.0615750176727386,0,0,-0.0411362966021389,0,0,0,0,0,0,0,-0.0283481241603887,0.137687008587867,0.303439271894189,0,0,0,0,0,0,0,0,0,0,0,-0.0547343889769322,-0.00948404576111132,0,0,0,0,0,0,0.0578145631762005,-0.168895369877429,0,0,0,0,0,0,0.0880656866408105,0.156210560838472,0.0331418504607387,0,0,0,0,0,0.0134604543017331,0,0,0,0,0,0
X002415.SZ,0,0,0,0.111358089925186,-0.149061045578022,0,0,0,0,0,0,0,0,0,0,0.143566811517414,0,0.0590131953785895,0,0,0.0516181848791008,0,0.03191586260979,0,0,0,0.123414336259304,0,0,0,0,0,0,0,0,0,0.0637629585662529,0,0,0,0,0,0,0,0,0,0.0923777100101406,0,0,0,0,-0.0127832492011843,0,0,0,0,0,0,0
X000568.SZ,0.401704609575604,0,0.0592367770076602,0,0.00440967386319336,0,0,0,0,0,0,0,0,0,0,0,0.279210202976807,0.0186254233536995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471359296869584,0,0,0,-0.0404174900233514,0,0,0,0,0,0,0,0,0.0182922627176836,0.0599839041526338,0,0,-0.0967566561262756,0,0.0118559528853478,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,-0.300080318837068,0,-0.142453453116835,0,0,0,0,0.153370620214672,0,0,0,-0.244897741086468,0,-0.0844665126433154,0,0,0,0.566558316136732,0.0389932478739612,0,0,0.0173631048294035,0,0,0,0,0,0.0751735101653061,0,0,0.0584045826147454,0,0,0,0.202706493933758,0,-0.0313972066285311,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.334943572944803,0,0,0.181550153117717,0.0834567234298007,0,0,0,0,0,0,-0.0274025788954284,0,0,0,0,0,0,0,0,0,0.13204714606176,0,0.0908614482601817,0,0,0.0234650150676812,0,0,0,0,0,0,0,0.0759780976490756,0,0,0,0,0,0,0,0,0.140692084354847,-0.259478609107193,-0.0527849225362581,-0.141423576279662,0,0.0129503593239869,0,0.00543413179994546,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.128752062999363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116765073728133,0,0.329087488989425,0.115874842751816,0.0212864775691123,0.00222132354464556,0,0,0,0.0857140959973885,0,-0.0750459132019779,0.0821589699084885,0,0,0,0,0,0
X600690.SH,0.0269607127677448,0,0.0106665051535414,0,-0.00754068138078232,0,0,0,0,0,0,0.0436478510491838,0,0,0,0.0439343447955612,0,0,0.217651237653585,0,0,0,0,0,0,0,0,0,0,0,0.0139819335002027,0.0357388877188376,0,0,0,0,0,0,0,0,0.0650336671025748,0.0257743958123497,0.0172503716613564,0,0,0,0,0,0,0,0,0,0.0113480683770837,0,0,0,0,0,0
X000651.SZ,0,0,-0.0107846682321003,0,0,0,0.0828936476486104,0,0,0,0,0.119090151039253,0,0,0,0,0,0,0.305967178848603,0,0,0,0.0516717616650689,0,0,0,-0.0595148059792818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143805476160556,0,0.0536333629606424,-0.0531771970087589,0.131797179079692,0,0,-0.0200975700402393,0,0,0,0,0,0
X002304.SZ,0,0.100028777214002,0,0,0,0.199639471952822,0,0,0,0,0,0,0,0,0.00898130811066184,0.208705110847709,0,0,0,0,0,0,0,0,0,0,0,-0.0489381151355925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120066360765851,0,0,0,0.0998129699401818,0,-0.145956986523094,0,0,-0.00178890986855816,-4.33680868994202e-19,-0.0078646528925818,0,0,0,0,0
