,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000063.SZ,X000625.SZ,X002292.SZ,X600703.SH,X600690.SH,X002506.SZ,X002241.SZ,X000100.SZ,X000559.SZ,X600271.SH,X600031.SH,X600118.SH,X600066.SH,X600741.SH,X600372.SH,X002236.SZ,X000157.SZ,X002475.SZ,X000338.SZ,X300124.SZ,X600089.SH,X000568.SZ,X600177.SH,X002049.SZ,X002465.SZ,X002456.SZ,X601877.SH,X002074.SZ,X002129.SZ,X300003.SZ,X000977.SZ,X002294.SZ,X600498.SH,X002426.SZ,X600867.SH,X000869.SZ,X600582.SH,X002085.SZ,X300001.SZ,X002276.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387573301628847,0.0590237999293052,0.0106332309805901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242105208810538,0,0,0.0396515983906497,0,0,0,0,-0.0577928950139988,0,0,0,0,0,-0.0137591625621653,0,0,0,0,0,-0.0049932735178348,0.0106089205403212,0,0,0,0,0,0
X600104.SH,0,0,0,0.00950802564852325,0,0,0,0,0,0.217690848225016,0,0,0,0,0.10888329946388,0,0,0,0,0,0,0,0.065379519517827,0,0.0240791092973347,0,0,0,0,0,0,0,0,0,0,0,0,-0.0813376044321385,0,0,0,0,0,0.0558963606761824,0,-0.0386224923031973,0,0,0,0,0.00132572231897379,0.0202904272036875,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060257946751715,0.00691448400395946,0,0,0,0,0.0347427314963653,0,0,0.193318777302678,0,0,0,0,0.0462759609690899,0.293056814256467,0,0,0.00282498225789592,0,0.050723736144274,0,0,0,0,0,0,0,0,0,0,0,0,0.0198785077263219,0,0.0374127812017516,0,-0.00416533377799191,-0.0118680317075297,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.244045878433633,0,0,0,0,0,0,0,0,0.141424877662123,0,0,0,-0.0235188669115935,0,0,0,0,0,0,0,0,0,0,0.311518042481661,0,0,0,0,-0.0894805879894391,0.0236625004660268,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00520722278473008,0.0269919417272178,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557840181077629,0,0,0,0,0,0,0,0.0939942821872832,0,0,0,0,0,0.0790467581077657,0,0,0.144294099119196,0,0.0132544634782949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.1113455369224,0,0,0.0525571036853492,0,0,0,0,0,0.0434341603172605,0.22307748452461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026105084146606,0,0,0,0,0,0,0,0,0,0,0.0235003122478451,0.064688146516158,0,0,-0.00738291373293934,-0.000223058021840798,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.116865910783026,0,0,0,0,0,0,0,0,0,0,0.0897483679393757,0,0,-0.0510137334357052,0,0,0,0,0,0,0.176476532566593,0,-0.0412806150412758,0,0,0,0,0,0,-0.0108834991399462,0.114624559479442,0,0,0.0209312796716391,0,0,0,0,0,-5.42101086242752e-20,0,0.0121657758417208,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0318050449122919,0,0,0,0.174640032826341,0,0,0,-0.0480251370708423,0,0,0.11716283944918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0700050067364582,0,0,0,-0.127262600126327,0,0,0.0519157810159715,0,0,0,0,0.0892096093911633,0.0598919777683899,0,0,0,0,0,-0.0263976552455345,0.0201684416420475,0,0,0,0,0,0
X000063.SZ,0,0,0.0195282987224801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435976388843115,0,0,0,0,0,0,0,0.112512412639669,0,0,0.142976069376683,0,0,0,0,0,0,0,0.0739000376951937,0,0.241190646805667,0,0,0,0,0,0,0,0.0448826680521175,0,0.0258272509302983,-0.00381909352101761,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.027927731622614,0,0,0,0,0,0.233073257532282,0,0,-1.73472347597681e-18,0,0,0.0607615810960715,0,0,0,0,0,0,0,0.177015195337729,0,0,0,0,0.0219213940804838,0,0,0.0451766617967754,0,0,0,0,0,0,0,0,0.0273889933416495,0,0,0.00834186242295093,0,0,0,0,0,0,0
