,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X002304.SZ,X600276.SH,X000858.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600118.SH,X600703.SH,X000559.SZ,X600031.SH,X600271.SH,X000100.SZ,X600066.SH,X600372.SH,X002241.SZ,X000157.SZ,X002236.SZ,X600089.SH,X600741.SH,X002475.SZ,X002292.SZ,X000338.SZ,X300124.SZ,X002465.SZ,X002506.SZ,X600177.SH,X300003.SZ,X000568.SZ,X002074.SZ,X002129.SZ,X600839.SH,X002049.SZ,X000977.SZ,X002294.SZ,X002276.SZ,X600582.SH,X000547.SZ,X300001.SZ,X600867.SH,X002085.SZ,X002180.SZ,X000800.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.185482039286817,0,0.118260383385822,0.0447653837299072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703998184304971,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0264570551044713,0,0,0,0,0,0,0,0,0,0,-0.064630534614331,0.0782852013408921,0.0153855770932706,0,0,0,0,0
X600104.SH,0.0747019958154511,0,0,0,0,0,0,0,0,0.324967494689831,0.306916960267471,0,0.119849720525054,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.00660983285842024,-0.0428543456557106,0,0,0,0,0,0,0,0,0,0,0,-0.00184083345665873,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129187596363234,0,0,0,0,0.0953479521167432,0,0,0,0,0.0806396744049985,0.0292984384883032,0,0.172754617435372,0.0200364353102171,0.0336662293892685,0,0,0,0,0,0,0.0145462914445764,0.133132562190405,0,0,0,0.0137530958400467,0,0,-0.103497916211191,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.124714374283248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507514773774993,0.0202189991120255,0,0,0.0606861761082792,0,0.0278253285800786,0,0,0,0.00737371283538571,0,0,0.0413061167074329,0,0,0,0.169905070945246,0,0.0455079650868956,0,0.0794672233094278,0,0,0,0,-0.00297942032330211,0.0235184819983597,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258845152788431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219070414722272,0.0347632108240261,0,0.0298183451636364,0,0,0.074800882820171,0,0,-1.73472347597681e-18,0,0,0,0,0.027899667703377,0,0,0,0.00922322942825376,0.338579915254286,0,-0.0419968811254442,0,0,0,0,0,0,0
X002304.SZ,0,0.12993778048291,0,0.0226822100010232,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124713824961242,0.114547062484597,0,0,0.133617903917855,0,0.172520920316833,0,0,0,0,0,0,0,0.040628650823368,0.103475364614048,0,0,0,0.01589733068396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.219898560528202,0,0,0,0,0,0,0,0,0,0,0,0.0178282399374268,0,0,0,0,0,0,0,-0.0974619624815685,0,0,0,0,0,0,0,0,0.142369882279089,0,0,0,0,0,0.147123255921047,0,0,0.055248567538675,0,-0.0677895706063526,0.0795539266606001,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349763184882226,0,0,0,0,0,0,0,0,0,0,-0.0266605675243712,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289001090200715,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.101670389602455,0.167331433111365,0,0,0,0.175487477817768,0,0,0,0,0,0,0.0369537484112525,0,0,0,0,0,0.0046881126798954,0.036245639595235,0,0,0,0.0543930519560548,0,0.0472329892274293,0.071035250049666,0,0,0,0,0,0,0,0,0,0.168926285880367,0,0,0.00489782411496724,0,0,0,0,0,0
X000625.SZ,0,0.0383836634624003,0,0,0,0.0496420741258877,0,0,0,0,0,0,0,0,0,0,0,0,0.0517054420164897,0,0,0,0,0.188761224957349,0.0358756834427249,0,0,0,0,0,0,0,0,0,0.114378598147086,0,0.0863662052910416,0,0.0287859203757826,0,0,0,0,0,0,0,0.162369223416989,0,0,-0.010414019408115,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0583481789300909,0,0,0,0,0,0,0.106505981718964,0,0,0,0,0,0,0,0.0255953816021232,0,0,0,0.00379063130130017,0,0,0,0,0.0477226198560092,0,0,0,0,0,0,0,0,0,0,0,0,-0.116278003371824,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2365187654981,0,0.101008980730324,0,0,0,0,0.0671239183792459,0,0,0,0,0,0,0,0,0.0371884789280397,0,0,0.117942086961911,0,0.0186343042282924,0,0.199669186517044,0,0,0,0,0.174901974515299,0,0,-0.0300547334410151,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358363109207276,0,0,0,0,5.42101086242752e-20,0,0,0.273969959703187,0,0,0,0,0,0.142760636501674,0,0.176854085838596,0,0,0,0,0,0.0353286253803043,0,0,0,0,0,0,0,0.029963508321067,0,0,0,0,-0.0175559785803745,0,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668929642310052,0,0,0,0,0,0,0,0.00641510517799432,0,0.0513429259845615,0,0,0,0.154861702160394,0.0636799020374978,0,0,0.157470185834128,0,0,0,0,0.117754982995985,0,0,0,0.149867302836014,0,0,-0.00979344273137814,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0351495527373355,0,0,0,0,0,0,0,0,0,0,0,0.319550284143226,0,0,0,0,0,0,0,0.0150005641279055,0.0136541382587183,0,0,0,0,0.131913302107398,0,0,0.0125242217670419,0,0,0,0,0,0,0,0,0.109127677712851,0.0066342576584926,0,-0.0421822891291282,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00821635612003398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154892597692609,0.0768691761782568,0,0,0,0,0.0743565883217448,0,0.0944565807444718,0,0,0.0727224012939547,0,0,0.0761658452570757,0,0,0,0,0,0,-0.0674753074397774,0.0282920932626368,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.332923836441785,0,0,0,0,0,0,0.191202495031594,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184296088257604,0,0.0540874407672367,0,0,0,0,0,0.0110184978400617,0,0,0.0414116602705089,0,0,0,1.73472347597681e-18,0,0.0275194183923025,0.103817080724153,0,-0.0213230731509748,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0.0609916065134194,0,0,0,0,0,0,0,0,0,0,0,0.0623341301335246,0,0.0859903318318175,0.144922814254328,0.0759467729838116,0,0,0,0,0,0,0,0.0278814450336175,0,0,0,0,0,0,0,0.0488183028009695,4.33680868994202e-19,0,0.0911533283720697,0,0.132264366248377,0.0449664851929828,0,-0.023532640980038,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0.267321685781313,0,0.620001352921183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188486510013781,0,0,0,0,0,0,0.0904051128504581,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225176289515285,0.0554022156611578,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,-0.142388910688809,0,0,0,0,0,0,0.223080830492942,0,0,0,0,0,0,0,0,0,0,0,0,0.375533141879999,0,0,0,0,0,0,0,0.175122245891825,0.10420362152329,0,0.0947930717084318,0,0,0,0,0,0,-0.0649008972282845,0,0,0,0,0,-0.0172676670030298,0,0,0,0,0,0
