,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X002475.SZ,X600690.SH,X600276.SH,X000625.SZ,X300014.SZ,X600104.SH,X000651.SZ,X300124.SZ,X002129.SZ,X000725.SZ,X002371.SZ,X600031.SH,X003816.SZ,X000596.SZ,X002049.SZ,X000063.SZ,X002241.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X000661.SZ,X600522.SH,X601877.SH,X002180.SZ,X002074.SZ,X600741.SH,X300142.SZ,X600884.SH,X000100.SZ,X000733.SZ,X600460.SH,X600702.SH,X601799.SH,X000157.SZ,X600418.SH,X000799.SZ,X600563.SH,X002236.SZ,X600584.SH,X002414.SZ,X002176.SZ,X000800.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.323326061092801,0,0,0,0,0,-0.0149556547254657,0,0,0.0194332018587015,0,0,0,0.0536343351907545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179428706615245,-0.0745597642422533,0,0,0.0700287884905588,0,0,0,0,0,0,0.0241167410989495,0,0,0,0,-0.0259881625578308,-0.00176013209157852,0,0.00469102037570026,0,0,0,0,0,0,0
X000858.SZ,0,0,0.180067216799488,0,0,0.0474737132090061,0,0,0,0,0,0,0,0,0,0,0.0537465147547884,0,0,0,0,0,0.0212475649230452,0,0,0.116248272014949,0,0,0,0,0,0,0,0,0,0,0,0,0.187475251005109,-0.0237918525600012,0,0,0,0,0,0,0,0,0,0,0,-0.0141690524296782,0,0,0,0,0.0122593841905826,0,0
X600809.SH,0,0,0,0.614237369263402,0.0197647783239602,0,0,0.0337851288838337,0,-0.0266008248084222,0,0,0,0,0,0,0,0,0,0.0115916943909345,0,0,0,0,0,0,0,0,0,0,0,0.0451669850309522,0,0,0,0,0,0,0.0939195595385757,0,0,0,0,0.0376068426323058,0,0,0,-0.220098804073199,0,0,0,0.00260110142583132,0.00859724714386455,0,0,0,0,0,0
X000568.SZ,0,0.111479210191119,0.246702181082015,0,-0.0217906013749066,0,0.0103504907428197,0,0,0,0,0,0.032085036845693,0,0,0,0,0,0,0,0,0,0,0,0.0848471599607391,0,0.065255436372757,0.035858448337942,0,-0.0227901468280626,0,0,0,0,0,0,0,0,0.280467097080213,0,0,0,0,0,0,0,0,0,0,0,0,-0.0233861362514556,0,0,0,0,-0.0475958969121926,0,0
X002415.SZ,0,0,0,0.0844865563731846,0,0.221285190191726,0,0,0,-0.102129178683976,0,0,0,0.111077462037573,0,0,0,0,0,0,0,0,0,0,0.0955082599202571,0,0,0,-0.012668687507249,0,0,0,0,0,0,0,0,0,0,-0.0250998125212299,0,0,0.111989339249096,0,0.680568268928586,0,0,-0.0271881052797136,0,0,0,0.143624136441763,0,0,0,0,0,0,0
X002304.SZ,0,0,0.0631859799768702,0.170685651434114,0.00060626612213084,0,0,0.0538284958565444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695782039192172,0,0.23575225722545,0,0,0.0241106095066163,0,0.0262245861456793,0,0,0,0.0295411587783739,-0.0214890481085859,0,0,0.0124672349697426,0,0,0,0,-0.0152896335614029,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.00326312399441196,0,0,0,0,0,0,0.0246389618305181,0,0,0,0,0,0.0704213047810946,0.225464379556288,0,0,-0.0473243898929586,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0555737549270799,0.103902048643771,0.0248127135537463,0,0,0.106626308603548,0.137603226725052,0.166171927563225,0,0,0,0,0.0930830025424209,0,0,-0.175042988979865,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,-0.0593074799703742,0,0.347531983882941,0,0,0,0.0901511798236289,0,0,0,0,0,0,0,0,0,0,0,0,-0.0536014461498038,0,0,0,0.114737935184866,0,0.0298416903823587,0,0,0.0289060034014773,0,0,0,0,0,0,0,0,0,0,0.104936355964517,0,0.00170001956139896,0,0,0,0,-0.00231807730960035,0,0
X600276.SH,0,0,0,0,0.0332039412147864,0,0,0,0,0,0,0,0,-0.16455433722369,0,0,0,0,0,0,0,0,0,0,0.129432512685221,0,0,0.077086187663392,0,0,0,0,0,0.166353058115616,0,0,0.0116603257541582,0,0,0,0,0,0,0,0,0,0,0,0,0.426838751633874,0.191601015254318,-0.0894126947942144,0.267990808014622,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0480956094076555,0,0,0,0,-0.113445680167726,0,0,0,0,0,0,0,0,0,0,0,0,0.266187708085849,0,0.514864596498699,0,0,0,-0.118601418703734,0,0,0,0,0,0,0,0,0,0.193221885880829,0,0,0,3.46944695195361e-18,0,0,0,0.0676023540782657,0,0
