,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X000725.SZ,X003816.SZ,X002304.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X600703.SH,X000661.SZ,X600741.SH,X000100.SZ,X002241.SZ,X600809.SH,X300014.SZ,X002371.SZ,X000596.SZ,X600183.SH,X002236.SZ,X300003.SZ,X601877.SH,X000977.SZ,X002007.SZ,X000625.SZ,X300124.SZ,X002129.SZ,X000157.SZ,X002456.SZ,X002180.SZ,X600584.SH,X300136.SZ,X600118.SH,X000066.SZ,X300142.SZ,X002008.SZ,X600271.SH,X002463.SZ,X002179.SZ,X002414.SZ,X002049.SZ,X002185.SZ,X000050.SZ,X002156.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0488378833683949,0,0,0,0,0,0,0,0,0,0,0.017134908252755,0,0,0,0,0,0,0,0.391966854447383,0.00703413401790944,0,0.0568413206260024,0,0,0.150790568309605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.0830534880855887,0,-0.189342672096461,0,-0.0400333295992521,-0.0478035142150651,0,0,0,-0.130423894030842,0,0
X000858.SZ,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.0232470491994339,0,0.495609378092601,0,0,0,0,0,0.0179066794615915,0,0.0201756403893123,0,0,0,0,0,0,0,0,0.0568071363472227,0,0,0,0,0,0,0.0112665467560299,0,0.114591280719389,0,0,0,0,0,0,0,0,0,0,0,-0.00149603265266461,0,0,0,0,-4.33680868994202e-19,0,0
X600276.SH,0.176063272565736,0,0,0,0,0,0.0257737056878553,0,0,0,0,0,0,0,0,0,0.12439109959043,0,0,0,0,0,0.0213618145899678,0,0,0,0.151089535042126,0,-0.0891228343947228,0.10458161822221,0,0,0,0,0,0,0,0,0,0,0.0216608393460193,0,0,0,0,0,0,0,0,0,0,0.0139349710181382,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.00906125213910681,-1.73472347597681e-18,0,0,0.174663975233219,0,0,0,0.0152008921500075,0,0,0.0957356851319411,0,0,0,0,0,0,0,0,0,0,0.0761831617682657,0.0564399794383027,0,0.0668822432388968,0,0,0,0,0,0.0159715600251365,0,0,0,0,0,0,0,0.0400524710708287,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.110774336975027,0,0,0,0,0,0,0.0488844089595794,0,0,0,0,0.0546476559504627,0.123727178630231,0,0,0,0,0,0.303701343317994,0,0,0,0,0.157508425677896,0.0111122758771843,0,0,0,0,0,0,0,0.0158647976181233,0,0,0,0,0,0,0,0,0,0.0252435682306295,0,0,0.0216728767700078,0,0,0,0.00527844385708976,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.211564066192414,0,0,0.0551627776461721,0,0.0207668526125579,0,0,0,0,0.143983590329659,0,0,0,0,0,0.0294724974688194,0,0,0,0.150119270472057,0,0,0.164076440006267,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289715662815262,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.0407979069649245,0,0,0,0,0,0,0,0.105540461768917,0.0760867103752072,0,0.337298814957756,0,0.0335301858438424,0,0,0,0,0,0,-0.0725993326905646,0,0,0,0,0,0,0,0,0.153105161637363,0,0,0.125255204552306,0,0,0,0,0,0,0.0609857447518585,0,0,0,0,0,0,0,0,0.0174010298402985,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117390910915717,0,0,0,0,0.00919391096315603,0,0,0,0,0,0,0.0652061486942694,0,0.0491651048216119,0.0568147055578141,0,0,0.0781793349552575,0,0,0,0,0,0,0,0.381465889140344,0,0,0,0,0,0,0.0797029733639944,0,0,0,0,0,0,0.00641521983838129,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0972192211477948,0,0,0,0,0,0.0394858080366542,0,0,0.44500739630343,0,0,0.0450611883238561,0,0,0.0121789267399179,0,0,0,0,0,0,0,0,0,0,0.00851701479350107,0,0.166051494134358,0,0,0,0,0,0,0,0,0,0,0,0.0104050707590922,0,0,-8.67361737988404e-19,0,0,0,0.0175540619090414,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.247476004386157,0.0402064237106922,0,0,0,0,0,0,0,0,0,0.0438870335818689,0,0,0,0,0,0,0,0,0.0362707376302427,0,0.209820509597737,0,0,0,0,0.206146345380117,0,0,0,0,0,0,0,0.00324975659825155,0.00226240074021916,0.0456194729046177,0,0,0,0,0,0,0,0,0
