,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X002304.SZ,X000568.SZ,X600809.SH,X600104.SH,X600031.SH,X600690.SH,X000725.SZ,X000661.SZ,X300124.SZ,X300014.SZ,X003816.SZ,X000063.SZ,X000596.SZ,X000338.SZ,X002241.SZ,X600703.SH,X000625.SZ,X600741.SH,X000100.SZ,X002371.SZ,X002129.SZ,X601877.SH,X002179.SZ,X002049.SZ,X002007.SZ,X000157.SZ,X002414.SZ,X600183.SH,X600584.SH,X300142.SZ,X002236.SZ,X000800.SZ,X000066.SZ,X601799.SH,X002074.SZ,X300003.SZ,X000799.SZ,X000547.SZ,X002008.SZ,X600089.SH,X300146.SZ,X600118.SH,X002508.SZ,X600779.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.39640943678947,0,-0.25164046057951,0,0,0,0,0.0524032790118824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357206909237933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101000282193872,0,0,0.0443914317765896,0,0,0,-0.00265784065420821,0,0
X000858.SZ,0.101267989525235,0,0,0,0,0,0.0962255008808368,0.314150501766581,0.0463810561464267,0,0,0,0,0,0.00903228999450208,0,0,0,0,0,0,0,0,0,0,0,-0.00449148811613974,0,0,-8.67361737988404e-19,0,0,0,0.080759409070297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0.00367692201038888,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.0443839312964726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0433229645546132,0,0,0.233037236929079,0.0623460650583698,0,0,0.0549759152636991,0,0,0,0,0,0,0,0,0,0,0.0172889210549716,0,0,0.0278553348767484,0,0,0,0,0,0,-0.0100313402857795,0,0,0,0,-0.00831124344097207,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0715914452505282,0,-0.00161918434003736,0,-0.0755890929827501,0,-0.0733490443710851,0,-0.034040335883626,0,0,-0.0117746448463692,0.0111458492158693,0,0,0.150358070097806,0,0,0,0,-0.197461488901469,0,0,0,0,0.134385408862925,0,0,0,0,0,0.0848772304977248,0,0,0,0,0,0,0,0,0.00983036198378917,-0.0228451083916291,0,0,0,-0.0143156039098226,0,0
X002475.SZ,0,0,0,0,0,0,0,0,-0.0521951897238961,0,0,0,0,0,0,0,0,0,0.174769177426538,0,0.533287288180996,0.142500115968766,-0.0672137321902506,0,0,0,0,0,0,0,0,0,0,0,0,-0.0242038763272774,0,0,0.0863414517044488,0,0,0,0,0,0,0,0,0,0,0.0391520271858647,0,0.0172293096274421,0,0,0,0,-0.00590729226339362,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.0687807252453463,0,0.0740229830407784,0,0,0,0,0,0,0,0,-0.111706792547542,0,0,0,0,0,0,0,0,0,0,0.252555047202942,0,0.0103684043884685,0,0.05920628384225,0,0,0,0,0.133509529743728,0,0,0,0,0,0,0.01747854180052,0,0,0,0,-0.0125955291601694,0,0,0,-0.0217284232267037,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.331120599802603,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0365059326971544,0,0,0,0,0,0.0166105185331632,0,0,0,0.127340354763458,0,0,0,0,0,0,0,0,0.206386756262041,0.217277983331491,0,0,0,0,0,0,0,0,0.0149158492334625,0,0,0,0,0,0,0
X000568.SZ,0,0.0953363086620323,0,0,0,0,0.0573029056800603,0,0.414903633167906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00555803804338603,0,0.104360769339017,0,0,0,0,0,0,0,0,0.154705037822038,0,0,0,0,0,0,-0.00181966236843854,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0.0735608909760242,0,0,0,0.146037765881696,0,0,0.0300492685538812,0,0,0,-0.148178960579666,0,0,0,0,0,0,0,0,0,-0.198027397765576,0,0,0,0,0,0,0,0,0,0.189670814766496,0,0,0,0,0,0.0307257932700124,0,0,0,0.090837606037844,0,0,0,0.00602675660923445,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.066433836586036,0,0,0,0,0,0,0,0,0,0,0.032659443023011,0,0,0.170482046449132,0.210790616961042,0,0.0790486117348011,0,0,0,0.0630894750530738,0,0,-5.42101086242752e-20,0,0,-3.46944695195361e-18,0,1.73472347597681e-18,0,0,0,0,0,0,0.134342163112242,0,0,0,0,0,0,0.00871814951715214,0,0,0,0,-0.0310801486012377,0,0
