,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000568.SZ,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X600703.SH,X000661.SZ,X002241.SZ,X000596.SZ,X300003.SZ,X600183.SH,X000100.SZ,X002236.SZ,X601877.SH,X300124.SZ,X000157.SZ,X300014.SZ,X002007.SZ,X300142.SZ,X000066.SZ,X002179.SZ,X000625.SZ,X002463.SZ,X000977.SZ,X002371.SZ,X600271.SH,X300136.SZ,X002008.SZ,X002456.SZ,X600584.SH,X600177.SH,X002506.SZ,X000050.SZ,X600066.SH,X002180.SZ,X600498.SH,X002508.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.166728575575037,0,0,0,0,0.178898447890923,0.466770699809588,0,0,0,0.0589336709762976,0,0,0,0.0956843987655913,0.0101867053087172,0,0,0,0,0,0,-0.114376703782279,0,0,0,0,0,-0.0391783629305909,0,0,0,0,0,0,0,0,0,0,0,0.0697416732573131,0,-0.0637835087176195,0,0,-0.00448703693406659,-0.00838955924124565,0,0,0,0.0206787623312793,0,0
X000858.SZ,0,0,0,0,0,0,0.0944206368571796,0,0,0,0.0244038494320429,0,0.558924202083664,0,0,0,0.0497840437029872,0.015021141100673,0,0,0,0.0153625838677619,0,0,0,0,0,0,0,0,0,0.0010455637462167,0,0,0,-1.73472347597681e-18,0.0200987919652774,0,0,0,0.0228839501261868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229275815420587,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,-0.0647357825100672,0,0.0243474844761967,0,0,0,0,0,0.467168872880415,0,0.121007369674201,0,0,0,-0.0138143676844742,0,0,0,-0.0418197482177779,0,0,0.00681737372620478,0,0.131529361512787,0,0,0,0.0952108868808324,0,0.0623174336616718,0,0,0,0,0,0,0,0,0,0,0,0.0211264913524673,-0.0203146494498311,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431295998496801,0,0,0,-0.164996127621946,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816860723041643,0.0267280484298459,-0.214474802803697,-0.0680177055420004,0,0,0,0,0,0.0877414004411981,0,0,0,0,-0.00798030231150586,0.0328869635663517,0,0.0729378579697917,0.0307951415379365,0,0,-0.020617178763956,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.0193141909830533,0,0,0,0,0,0.026618544284392,0,0,0,0,0,0,0,0.0647188057136046,0,0,0.512797663476194,0,0.059245655936377,0,0,0,0,-0.0294125134740029,0,0,0,0,0,0,0,0,-0.0091212659206951,0,0,0,0,0,0,0,-0.0284138272342218,0,0,0.0730420130132267,-0.0867596056127129,0,0,0,0,0,0
X600104.SH,0,0,0,0,-0.0364097281411839,0,0,0,0,0,0,0,0,0,0,0.213174760156459,0,0.0455338951974078,0,0,0,0,0,0.0501836815827101,-0.00292427041442802,0,0,0,0.0293329346832084,0,0,-0.0253512467325821,0,0,0.0500507815714007,0,0,0,0,0,0,0,0,0,0,0,-0.0443637920344183,0,0,0,0,0.00441616809980096,5.42101086242752e-20,0,0,0,-0.0174477475949797,0,0
X002475.SZ,0.325998573641809,0,0,0,0,0,0,0,0.0433757778389088,0,0,0,0,0,0,0,0,0,0,0.0808527413754917,0,0,0,0,0,0,0,0,0,0,0,0.2576804023109,-0.144585815736774,0,0,-0.0800422360921627,-0.14103466127346,0,0.0901689545221525,0.355119158760417,0.0257583798191238,0,0,0,-0.025838220614589,0,0,0,-0.00287752280711087,0,0,2.16840434497101e-19,0.0153851058196292,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.206216485332054,0,0,0,0,0.195406746712774,0.0686023325149859,0,0,0.117240557500187,0,0,0,0,0,0.00845234618295856,0,0,0,0,-0.117653447840534,0,0,-0.068773607749097,0,0,0,-6.93889390390723e-18,-0.127732585808863,0,0.129604262296095,0,0,0,0,0,0.100913566807759,0,0,0,0,0,0,0.0619438627443093,0.086545179843567,0,0,0,-0.0213843554573403,0,0
X002304.SZ,0.0128806686709677,0.166130328096293,0,0,0,0,0,0.122078668424303,0,0,0,0,0,0,0,0,0,0.0463914251179039,0,0,0.176719115891366,0,0.0626679108860073,0,0,0,0,0,-0.00769259629794345,0.0448218690346164,0,0,0,0,0,0,-0.0284583935806822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00801401109270664,0.0461221295496438,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055040607713888,0,0,0.0386528074506352,0,0,0,0,0,0.190227863235439,0,0,0,0,0,0,0,0.0308778681184888,0,0.0546976643522523,0.0350774258961,0,0,0,0.0107322974483885,0,0,0.104990956202199,0,0,0,0,0,0,0,0,0,0.0369835319553165,0.0214174338831091,0,0,0,0,0,0
X000063.SZ,0,-1.38777878078145e-17,0,0,0,0,0.0464493147814783,0,0,0,0,0,0.0911278957575647,0,0,0,0,0.0997018280667655,0.0673755054202605,6.93889390390723e-18,0,0,0.0208865168947677,0,0,0,0,0,0.0281686235787864,0,0,0,0,0,0,0,0,0,0.231010139146998,0,0,0,0,0,0,0,0,0,0.135241947234461,0.168953800640093,0,0,0,0,0,0,-0.0616522458785194,0,0
X600031.SH,0,0,0,0,0,0,0.0826700824575708,0,0,0,0,0,0,0,0.23969462546442,0,0.258174327168817,0,0,0.0108065490700939,0.0125288364642787,0.000604019615238881,0,0,0,0,0,0,0.0165901466997516,0,0,0,0,0,0,0,-0.0547838874547677,0,0,0,0,0,0,0,0,0,0.0240936193146937,0,0,0,0,-0.0126973945908155,0.00189413680180563,0,0,0,0,0,0
X000568.SZ,0.276623363759062,0.328400793702528,0,0,0,0,0,0,0,0,0.0519103795802216,0,0,0,0,0,0.118940862034915,0,0.0121547181984182,0,0,0,0,0,0,0,0,0,0,0,0.0170843974128954,0,0,0.0826561388525857,0,0,0,0,0,-0.0634931442272018,0,0,0,0,0,0,0,0,0,0,0,0.0117651699763866,0.00720440585859631,0,0,0,0,0,0
