,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X000063.SZ,X002304.SZ,X300124.SZ,X600104.SH,X000725.SZ,X003816.SZ,X002371.SZ,X600031.SH,X000625.SZ,X000596.SZ,X002129.SZ,X300014.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X000100.SZ,X002049.SZ,X600372.SH,X002236.SZ,X000977.SZ,X600584.SH,X002241.SZ,X000157.SZ,X601877.SH,X000661.SZ,X600741.SH,X600522.SH,X000733.SZ,X002074.SZ,X002180.SZ,X002463.SZ,X600460.SH,X600702.SH,X000988.SZ,X000800.SZ,X300142.SZ,X000066.SZ,X002028.SZ,X300003.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.179038817241783,0.198828315206569,0,0.0706126742519923,0.0258775224965559,0,0,0.135032316832835,-0.0561441126770387,0,0,0,-0.0211133346202199,0,0.0484950434400992,0,0,0,0.0296341348812403,0,0,0,0,0,0,0,0,-0.00263566653644204,0,0,0,0,0,0,0,0,0,0,0,-0.0333819176940602,0,0,0,0,0,0,0,0,0,0,-0.0180700468185687,0.0639797858986704,0,0,0,0,0,0
X000858.SZ,0.082059886619607,0,0.399342272862149,0,0,0.0182096578432326,0,0,0.0772975567647564,0,0.0630962588469987,0,0,0,0,0,0.0821420801308897,0,0,0,0,0,0,0,0,0,0,0,-0.0122821582842244,-0.0188214439135652,0,0,0,0,0,0,0,0,0,0,0,0,0.175335530728065,0,0,0,0,0.0111035654592563,0,0,0.0448598764972227,0,0.00697160395308858,0,0,0,0,0,0
X000568.SZ,0.306882865585947,0.370127379520791,0,0,0,0,0,0,0,0,0.217690201776617,0,0,0,0,0.0185537693778031,0,-0.038567062535954,0.0280326209367349,0,0,0,0,-0.0372163143353544,0,0,0,0,0,-0.00689535361757675,0,0,0,0,0,0,0,0,0,0,0,0,0.149182084849842,-0.0409628221581979,0,0,0,0,0,0,0,-0.00465226805742097,-8.67361737988404e-19,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.146198049332928,0.231620436695515,-0.103543202728002,0,0,0.290308888974794,0,0,0.259787766056136,0,0,0,0,0.275609163001646,0,0,0,0,0,0,0,-0.116222681585606,0,0,0.168324125893293,-0.0493811538504687,0,0,-0.0456287645805582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.00652759681647301,0,0,0,0.0338131181540818,0,0,0,0,0,0,0,0,0,0.0959527717062798,0,0,0,0,0,-0.19360667589023,0,0,0.0584587142377856,0,0,0.0725328539332502,0,0,0,0,0,0,0.178722925582996,0,0,0,-0.25171193252322,0,0,0.0707509737553983,0,0,0,0.0996444175284756,0,0,0,0.0100468178993974,0,0,0,0,0,0,0
X600809.SH,0,0.0779448737420524,0,0,0,0,0,0,0.0116075109166543,0,0.184509132128736,0,0,0,0,0.0293167950675514,0,0,0,0,0,0,0,0.0226725666129185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0308350547504106,0.0841128786291028,0,8.67361737988404e-19,0,0,0,0,0,0,-0.355331223879609,0.403456591660786,-0.00340589095907448,0.075666440662266,0,0,0,0,0,0
X002475.SZ,0,0,0,0.142430289889227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590662913753544,0,0,0,0.0366924177604313,0,0,0,0,0.0212276873758313,0,0.373244913701511,0.4168997475735,0,0,0,0,0,0,0,0,0,0,0.0355890005677038,0.161948523898505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.139267587191752,0,0,0,0.160599601700115,0,0,0,0,0.0623467364308755,0,0,0.207973502097225,0,0,0,0.0310015400680897,0,0,0,0,0,0,0,0,0.0513952255494929,0,0,0,0,0,0,0,0,0,-0.0198594067823865,-0.0764102196182117,0,0,0,0,0.201689093410779,0,0.0171552481496369,0,0,0,0.0549257158043433,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.216532672416756,0,0.0849044148432132,0,0,0,0,0,0,0,0,0,0.0477572028624243,0,-0.60915295094532,0,0,0,0,0.0886257004888067,0,0,-0.0643913896487454,0,0,0,0,0,0,0,0,0,0,0,0,0.200067320960203,0.0549484645620735,0,0,0,0.120942776722611,0,0,0,0.0287772864281822,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0060478623363631,0,0.117312468733812,0,0,0.0486907586742717,0,0,0,0.0747687116010793,0,0,0,0.180409424237842,0.0644034846891118,0,0,0,0,0,0,0,0.107843328532196,0.174047612605437,0,0,0,0,0,0,0.162428434283374,0,0,0,0,0,0.0468578088782041,0.0917971690411643,-0.290902631082855,0,0.135936020270096,0,0,0,0,0.0197598054200759,0,0,0,0,0,0,0
X002304.SZ,0,0.100319066119438,0.340972363605369,0,0,0.0457916708794907,0,0,0,0,0,0,0,0.000133095234731592,0,0,0,0,0,0,0.00576907868546393,-0.0653327191045812,0,0,0,0.0518145968883288,0,0,0,-0.00364344957860551,0,0,0,0,0,0,0,0,0,0,0,0,0.0652542300836141,0,0,0,0.00124698447023904,0.0621200517195443,0,0,0.0296412191821442,0.00513269984951536,0,0,0,0,0,0,0
