,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X300124.SZ,X600104.SH,X003816.SZ,X000063.SZ,X000725.SZ,X000625.SZ,X000596.SZ,X002371.SZ,X600031.SH,X000338.SZ,X300014.SZ,X002129.SZ,X002179.SZ,X600703.SH,X000100.SZ,X002049.SZ,X002236.SZ,X600089.SH,X600372.SH,X600741.SH,X002241.SZ,X000157.SZ,X000661.SZ,X600584.SH,X000977.SZ,X601877.SH,X600522.SH,X601799.SH,X002463.SZ,X002007.SZ,X600702.SH,X000800.SZ,X002074.SZ,X000733.SZ,X300142.SZ,X002028.SZ,X002180.SZ,X600183.SH,X600460.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0367703269259851,0.301693619037079,0,-0.0084841471833582,0,0.0126996123743481,0,0,0,0.197842621614957,0,-0.0242011101594929,0,0,0,0,0,0,0,0,0,-0.0384531543762534,0,0,0,0,0,0,-0.00488025246069835,0,0,0,0.0564255105758644,0,0,0,0,0,0,0,0,-0.0145022676999286,0,0,0,0,0,0,0.0700289931392017,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,-0.0481063926471055,0,0,0,0.00972487532327675,0,0,0,0,0,0.16268485498805,0.27195229445419,0,0,0,0,0,0,0,0,-0.0257101126399703,0,0,0,0,-0.0753681991440334,0,0,0,0.0695652759671346,0,0,-0.181035965905597,0,0,0.12112747922692,0,0,0,0.0953913314353815,0,0,0,0.0691565281617543,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.00513664977167656,0,-0.105817575787402,0,0,0,0,0,0,0,0.0718116500038943,0,0.12152887753919,0,0.118356569627746,0,0,0.0970085216902161,0,0,0,0,0,0.0657781681675862,0,0,0,0,0,0,0,0.043823147705441,0,0,0,0,0,0.156269721340961,0,0,0,0,0.0370230841624459,0,0,0,0,0.061478989527536,0,-0.00454703468938653,0,0,0,0,0,0
X000568.SZ,0.523926682404411,0,0,0,5.97623862284916e-05,0.0402724336902166,0,0,0,0,0,0,0,0,0,0,0.125867032148721,0.0112173056614453,0.0377808385140895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0522090771218882,0,0,0,0.0399456573070697,0,0.205907188497237,0,0,0,0,0,0,0,0,0,0,0.0176925489390634,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.418592395729573,0,0,0.0433812661792661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126836158825678,0,0,0.0152260657570319,0.0503578949128709,0,0,0,-0.0365227595349923,0,0,0,0,0,0.207456698225038,0,0,0,0,0,-0.119226292533848,0,0,0,0,0,0.000449680609763984,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.214284427603305,0,-0.264829226430622,0,0,0,0,0,0,0,-0.0525001655413912,-0.349490958574083,0,0,0,0,0,0.50764816081935,0.178750693447294,0.0579592156781968,0,0,0.078092275967432,0.064455880964295,0,0,0,0,0,0,0,0,0,0,0,0,-0.0336523068281559,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.202517015246515,0,0,0,0,0,0,0,0,0.26273210474597,0,0,0,0,0,0,0,0,0,0,-0.0514926944431918,0.0601219101822288,0.0399528916984527,0,0,0,0,0,0,0,0,0,0,0,0.135237203386728,0,0,0,0,0.103331072711781,0.0157356677799048,0,0.0533586327511441,0,0,0,0,-0.119551948806941,0.174324935006231,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.0194277672312814,0,0,0.0762978986410536,0,0,0,0,0,0,0,0,0,0.0400202664162764,0,0,0,0,0,0.0652778546674411,0.0247163763705095,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0406569343953776,0.0403645332568103,0.0861615504393013,0,0,0,0,0,0,0,0.0110413189590937,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0726781073512303,0,0,0,0.154054968419853,0,0,0,0,0,0,0,0.270827184998859,0,0,0.0692287042035947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00534142858438829,0.21221570040619,0,0,0,0,-0.0562672959923232,0,0.0100524667789807,-0.0419082478277969,0,0,0,0,0,0
X002304.SZ,0,0.541553185370132,0,0.0445572173837152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135780159295839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106363700834214,0,0,0,0,-1.73472347597681e-18,0,0.00490744173449017,0,0,0,0.0701031020758458,0,0,0,0,0.0241031927545001,0,0.000141434726122282,0,-0.0692012507522958,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.0138706492255035,0,0,0.239718160512162,0,0,0,0,0,0,0,0.305850552924263,0,0.0779851478433336,0,0,0,0,0.0134746977739141,-0.179726640210075,0,0.0766924234704894,0,0,0,0,0.23589373868914,0,0.149500951496601,-0.0589901034038576,0,0,0,-0.0436064834513606,0,0,0,0,0,0,0,0.217037808188036,0,0,0,0,0.000858941794459318,0,0.045681530688834,0,0,0,0,0
