,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X002304.SZ,X000063.SZ,X000858.SZ,X000625.SZ,X600690.SH,X600031.SH,X600276.SH,X000100.SZ,X600271.SH,X600118.SH,X600372.SH,X000157.SZ,X600703.SH,X000338.SZ,X002129.SZ,X002241.SZ,X600089.SH,X000559.SZ,X600741.SH,X600839.SH,X600177.SH,X002456.SZ,X600066.SH,X600582.SH,X300124.SZ,X002236.SZ,X002292.SZ,X000800.SZ,X002475.SZ,X002465.SZ,X600060.SH,X000977.SZ,X600198.SH,X600435.SH,X300003.SZ,X000050.SZ,X000568.SZ,X601877.SH,X300146.SZ,X000623.SZ,X600498.SH,X000581.SZ,X000869.SZ,X000727.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.0940269404522595,0,0,0,0.0115137937709894,0,0,0.0439380233623902,0,0,0.0900976682809256,0.0159443944988889,0,0,0,0,0,0,0,0.0558710809686048,0,0.0613112649127352,0,0,-0.0208255952558175,0,-0.0162509383423135,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.207373793592439,0,0,0,0,0,0,0,0,0,0,0.0121651264100009,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103423791613144,0,0.0764243462024818,0,0,0,0,0,0,0,0,0.0463477988953812,0,-0.0107522600620487,0,0,0,0,0,0.0106389895979685,0,0,0,0,-0.00786829155150343,0,0,0,0.293167592586876,0,0.039099311155628,0.105565663650956,0.034727422527833,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0328797899148557,0,0,0,0,0,0,0.103153876013755,0,0,0,0,0,0,0,0.0186578508044797,0,0,0.060971224552683,0,0,0,0.0155670223322882,0,-4.33680868994202e-19,0,0,0,0.242282136442781,-4.33680868994202e-19,0.0576501581933689,0,0,0,0,0,0,0,0,0.0193430035047829,0,0,0,0,0,-0.0235186972934948,0,0,0,0,0,0,0
X000651.SZ,0,0,0.0368294652934902,0,0,0,0.0302854402056631,0,0,0,0,0,0.0480356515620914,0.0330398025043703,0,0,0,0,0,0,0,0,0,0,0,0,0.0326806055427486,0,0,0,0.00265509317797474,0,0,0,0,0.0759118223212356,0,0,0,0,0,0.105048360150193,0,0,0,0,0,0,0,0,0,-0.0106177468202237,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.121539454945802,0,0,0,0.0967478716429104,0,0,0.0943090745438455,0,0,0,0.0170737494120427,0,0,0.0711803593175539,0,0,0,0.306380363681102,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0726926543406453,0,0,0.203414030529274,0,0,0,0,0,0,-0.00372361094606421,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0.0291582840292352,0,0,0,0,0.0572388345349658,0,0.122244194672031,0,0,0,0,0,0,0,0,0,0,0,0,0.0563680419853779,0,0,0,0,0,0.0633799455214457,0,0.0090646847553377,0,0,0.12261795198471,0,0,0,0,0,0,0.070565841304471,0.0492861537512676,0,-0.00465744885353272,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.123686565623109,0,0,0,0,0,0,0,0,0.0773775109427938,0.0312058513268536,0,0,0,0,0,0,0,0.203564916003035,0,0,0.0498573805020818,0,0,0,0,0,0,0,0,0,0,0,0.125531304247493,0,0,0,0,0.161175137165665,0,0,0,0.127322896900043,0,0,0,0,0,-0.0016019149471164,0.0081247118538285,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0331137288130342,0,0,0,0,0,0,0.0716202166131506,0,0,0.0808538082194233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315387689860097,0,0.0456239162150104,0,0,0,0,0,0,0,-0.00188662856345913,0,0,0,0,0,0,0
X000625.SZ,0,0,0.0601915922885862,0,0,0,0,0,0,0,0,0,0,0,0,0.0416445920344773,0,0,0,0,0,0,0.0413139720675202,0.0635116381552671,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0385730547394113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00609837523363306,0.0517667421805593,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206321539680033,0,0,0,0,0,0,0,0,0.0305009060763258,0,0.111074305845116,0,0,0,0,0,0,0,0,0,0,0.062434536261814,0.0157938734701839,0,0,0,0,0,0,0,0.105620868675464,0.015978141263045,0,0,0,0,0,0,0,0,0,0,0,0,0
