,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X002415.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000725.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600741.SH,X601877.SH,X600703.SH,X000100.SZ,X600271.SH,X000596.SZ,X000661.SZ,X002236.SZ,X600809.SH,X300003.SZ,X300124.SZ,X002008.SZ,X000625.SZ,X600487.SH,X000157.SZ,X300142.SZ,X002007.SZ,X002456.SZ,X600498.SH,X002506.SZ,X600776.SH,X000977.SZ,X600867.SH,X600177.SH,X600066.SH,X002241.SZ,X002179.SZ,X000050.SZ,X600522.SH,X002508.SZ,X600089.SH,X600183.SH,X002371.SZ,X300136.SZ,X002180.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.210357856988724,0,0,0,0.162260087600989,0,0.0335676144379591,0,0,0,0,0,0,0,0,-0.0828292320876457,0,0,0.0384589767163693,0,0,0.0472870997554103,0,0,0,0,0,0,0,0,0,0,0,0,-0.0274049605058697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,-0.00771568536404246,0,0
X000858.SZ,0,0,0,0,0,0,0.148871946232797,0,0,0,0,0,0.0516959063171298,0,0,0,0,0,0,0,0,0.0946822358736558,0.256332417605922,0,0,0.0340651918862815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012023819442612,0,0.164321309516109,0,0,0,0,0,0,0,-0.00982435063386058,0.0317984093581457,0,0,0,-0.0831106325290625,0,0
X000651.SZ,0,0.112392433682003,0,0,0,0,0.136375836167891,0,0,0,0,0,0.0729116428871371,0,0.114736393596451,0,0,0,0,0,0,0.0965635586000156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320805479838456,-4.33680868994202e-19,0,0,0.00384547354925678,0,0,0,0,0.0141353332541098,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.196025210446546,0,0.192490785528045,0,0,0,0,0,0,0.0152304548881588,0,0,0,0,0.0575552333925728,0,0,0,0,0,0,0,0,0.0501207656966921,0,0,0,0,0,0,0,0,0,0,0,0.173304458652857,0,0,0,-0.0287652393892394,-0.00895173460832399,0,0,0,0.0350390260445535,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0334532227847046,0,0.0349347295310949,0.0407711548932004,0,0,0.0635358790516746,0,0,0,0,0,0,0.273035301047249,0.0450177855164655,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0336435909365868,0,0.0504257490278031,0,0.0222945428130019,0,0,0,-0.0245780241629541,0.00707864319060512,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0876659449903343,0,0,0,0,-0.354698090387223,0,0,0,0,0.314516251681179,-0.0271350097699672,0,0.0989355833013047,0,0,0,0.458424373837963,0,0,0,0,0,0.070818215527567,0,0,0,-0.0180672713937542,-8.67361737988404e-19,0,0,0,0,0.0335538982070483,0,0,0,0,0,0,0,-0.0745391157970469,0,0,0,0.0304950063851248,0,0,0,0,0,0,0
X002304.SZ,0,0.0983046945206164,0.0136280179843454,0,0,0,0,0,0,0,0.0772687330472164,0.0166608565531612,0,0.365934168632595,0,0,0,0,0,0.258659771419117,0,0,0,0,0,0,0,0,0,0.0051119801271216,0,0,0,0,0,0,0.0455031091034614,0,0,0,0,0,0,0,0,0,0,0,0.0585229313174363,0,0,8.67361737988404e-19,-0.00262929415462568,0,0,0,-0.0192333740680372,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143556927888199,0.638434160378807,0,0.0789915795314458,0.0580169536291897,0.0321918773604121,0,0,0,0,0.0130288420084747,0,0,0,0,0.0206051854921946,-3.46944695195361e-18,0,0,0,0,-0.0655887309884564,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.135994394505552,0,0,0,0.114786597517321,0,0,0,0,0.011460915553575,0.214477504069422,0,0,0,0.0527063605687036,0,0,0,0,0,0,0,0.079445981452627,0,0,0,0,0,0,0,0,0,0.00526820050048056,0,0.21927380696145,0,0,0,0,0,0,0,0,0,-0.0485439614652733,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.108667627864473,0,0.0687678132925437,0,0,0,0,0,0,0.0385478195186438,0,0,0,0,0.033421255707442,0,0.0191199601932569,0,0,0.0603834815519466,0,0,0,0.0573566041891839,0.0852287603327105,0,0,0,0,0,0,0.318997537725669,0,0,0,0,0,0,0,-0.00510010569800952,-0.0393778396443498,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.0352464634578149,0,0,0,0.0638093699341219,0,0,0.0600341606189748,0.26312237887987,0,0,0,0,0,0,0,0,0.0364613170320521,0,0,0,0,0,0,0,0,0.276216052170394,0,0,0,0,0,0,0,0,0,0,0.0315525099071157,0,0.0367193307178908,0,0,0,0,0,-0.0699277881441113,0,-0.0101432775458333,0,0,0,0,-0.0516232517362378,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.156774960099978,0,0,0,0,0,0.13074639123364,0,0,0,0,0,0,0,0,0,0.00653453809546307,0.127235773424264,0,0,0,0.00583421154354957,0,0,-0.0438468136846816,0,0,0,0,0.0888947159092987,0,0.046056195474978,0,0,0.000640608394374634,0.0425141196060425,0,0.178980796241902,0,0,0,0.0189018031078104,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0.255965140208852,0,0,0,-0.0749631855556158,0,0,0.281879085552685,0,0,0.0548493172928489,0.102627996322514,0,0,0,0,0,0,0.126759912228159,0,0,0,0,0.0301567432186245,0,0,0,0,0,0,-0.167001733251153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0450428022950842,0.116144380573161,0,0,0,0,0,0
X000568.SZ,0,0.115301869942142,0,0,0,0,0.273075045127759,0,0,0,0,0,0.0182162949529327,0,0,0,0.101104330674682,0,0,0,0,0,0.166087466444823,0,0,0,0.00399666305699741,0,0,0,0.0683945922667267,0,0,0,0.0276067135436421,0,0.0356793676267776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0189665035680867,0,0,0,0,0,0,0
X600741.SH,0,0,0,0.59681243233224,0,0,0,0,0,0.0829538530325294,0.0582271508071748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712497620371028,0,0,0,0,0,0,0.0335172570522828,0,0,0.0707466937611178,0,0.130467424325126,0,0.198202789507375,0,0,0,0,0,0,0,0,0,0,0,0.0290275030202583,0,0,0,-0.0544797591671639,0,0
