,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X000725.SZ,X000625.SZ,X003816.SZ,X000596.SZ,X002371.SZ,X600031.SH,X000063.SZ,X000338.SZ,X300014.SZ,X002179.SZ,X000100.SZ,X002129.SZ,X600703.SH,X600089.SH,X002236.SZ,X600372.SH,X002049.SZ,X000661.SZ,X002241.SZ,X000157.SZ,X600741.SH,X600584.SH,X600522.SH,X601877.SH,X000800.SZ,X000977.SZ,X600418.SH,X002007.SZ,X600183.SH,X601799.SH,X002074.SZ,X002028.SZ,X600702.SH,X002463.SZ,X300142.SZ,X002294.SZ,X002456.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.00952307784924433,0,0,0.325784979289325,0.0352773392656323,0.0412191918087614,0.0134963358013815,0,0,0.249400266555647,0,0,0,0,0,0,0,0,0,0,0.129041884778009,0,0,0,0,0,0,-0.086072587852547,0,0,0,0,0,0,0,0,0,0.0248724354266706,0,0,0.00474630495955016,0,0.213894648351359,0,0,0,0,0,0,0,0.0235666055537943,0,0,0,0,0,0,0
X000858.SZ,0.179204838900642,0,0,0,0,0,0,0,0,0,0,0,0,0.165102281837378,0,0,0,0,-0.0332577211479126,0,0,0,0,0,0,0,-0.0262859118675913,0,-0.0585080828140943,0,0,0,0,0,0,0,0,0.10987265995423,8.67361737988404e-19,0,0,-0.127047942391293,0,0.0558396188460531,0.161919528426273,0,0.0793988372864766,0.142827376361462,0,0,0,-0.0108192721887951,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,-0.017390267241109,0,0,0,0,0,0,0,0,0,0,0.0691539829764113,0,0,0,0,0,0,0.112083801788374,0,0,0.160245864479886,0,0,0,0,0,0,0,0,0,0,0.107277184360133,0.0658979782020926,0,0,0,0,0,0.0278790673515927,0,0,-0.0824115709023794,0,0,0,-0.00873037333780547,0,0,0,0,0,0,0
X000568.SZ,0.0321764822835123,0,0,0,0.28271061294518,0,0.00646766944668857,0,0,0,0,0,0,0,0,0.324858357366056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432454302262117,0,0,0,0,0,0,0,0.0189373806480322,0,0,0,0,0,0
X600809.SH,0.0600151628760636,0,0,0.699528985102342,0,0,0,0,0,0,0,0.0743392123307382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119581677303632,0,0,0,0,0,0,0,-0.105300784645021,0,0,-0.0298508537678634,0,0,-0.124220029590686,0,0,0.0566770974067807,0,-0.0158288726045825,0,0,0,0,0,0.00823320392689519,-0.0320588082079054,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.205652642963614,0,0,-0.079034429520689,0,0,0,0,0,0,0.0875198380953102,-0.0698980463322266,0,-0.210626557248435,0,-0.0217255964065637,0.163140988951316,0,0,0,0,0,0,0,0.0616496047954827,0,0,0,0.0136097739048405,0,0,0,0,0,0.657856804637288,0,0,0,-0.0169801954262549,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181657470456845,0,0,0,0,0.160217648715623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309469445382208,0,0.055835820625202,0,0,0,-0.0608316169344883,0.065437016510564,0,0,0,0,0,0
X600690.SH,0.095191226126936,0,0,0,0,-0.0023675047453102,0,0,0,0,0,0.0486202720264987,0,0.0304538636745131,0,0,0,0.219646675991702,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00933543914260944,0,0,0,0,0,0,0,0,0,0,0.0793869116335009,0,0,0.0432069731671334,0,0,-0.00902519869994354,0,0,-0.0114091494801751,0.0204964066295293,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0720101094766087,0,0,0,0,0.199967915663174,0,0,0,0,0,0.173187680332629,0,0,0,0,0,0.0800475314885045,0,0,0,0,0,0,0,0,0,0,0.020512297427569,0,0,0,0,0,0,0,0,0,0,0,0.0797734400327428,0,-0.0702923013152235,0,0,0.00150839510873187,-0.0218885704283969,0,0,0,0,0,0
X002304.SZ,0,0,0,0.195389476027547,0.00731631726570021,0,0,0,0,0,0,0,0,0.274707282186205,0,0,0,0,0.0766421592093925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131363926811517,0.0156775792259377,0,0,-0.116105540751644,0,-0.0352517352891752,0,-0.00171339197667886,0,0,0,0,0,0
X600104.SH,0.0636205378474359,0,0,0,0,0,0,0.112469032530874,0,0,0,0.0112778984003732,0,0.172016620888908,0,0,0,0,0,0.117205047347975,0.0621533390501687,0,0,0,0,0,0,0,0,0,0,0.106688557002746,0.102420116691664,-0.0737966166632721,0,0,0.0407912851911957,0.00133424149041574,0.00477909757202747,0,0,0,0,0,0,0,0,-0.0523270996728298,0.0118034945727062,0.0253527178747842,0,0,0.00382305802072139,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.305667753864663,0,0,0,0,-0.0727043257542279,0,0,0,0,0,0.260446343291746,0,0,0,0,0.0193093070202295,0,0,0,0,0,0,0,0,0.0833864641585641,0,0,0,0,0,0,0,0,0,0,0.0631234797358028,0,0,0,-0.0480960701185987,0,0,-0.0416833177912277,0.100283615160135,0.126983194804712,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.00784514876213387,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261158293754051,0.337425075955104,0,0,-8.67361737988404e-19,0,0.125010633596805,0.0666125350935157,0,0,0,0,0,0.031685539338485,0,0,-0.00988575044781681,0.0964365340315197,0,0,0,0,0,-0.0132093457402303,0,0,0,0,0.0202474786980902,0,-0.0306744395991693,0.048349182500709,0,0,0,0,0,0
X000625.SZ,0,0.0865071465409018,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.233591604211131,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.354924777855833,-0.0765875712264087,0,0.580432137241824,0,0.155665453162036,0.23847046024111,0,0,0,0,0,0.020812258258581,0,0,0,0,0,0,-0.00993517207050449,0.00795831950217188,-0.215322458973785,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0958719609289878,0,0,0,0,0,0,0,0,0,0,-0.0310399443293555,0,0,0,0,-0.0825925884222352,-0.0514349992778281,0,0,0,0,0,0,0,0.0340117179603364,0.0680972413857886,0,0,0,0,-0.0321499185403755,0,0,0,-0.0424640862276206,-0.0838709223132975,0,0,-0.0020664227245214,0,0,0,0,0,0,0
X000596.SZ,0,0,0,0.553243652282312,0,0.0121217229201988,0,0,0,0,0,0,0,0,0,0,0.066752533236548,0,0,0,0,0,0.0415371181425428,0,0,0,0,0,-0.0285094130315177,0,0,0,0,0,0,0,0,0.0269230682857915,0.00660716630758684,0,0,0,0,0,0,0,0,0,0,0,0,-0.00996574454535333,0,0,-0.0409051576788767,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0.124486886873979,0,0,0,0,0,0,0.175244197228819,0,0,0,-0.13345390071875,0,0,0,0,0.0839089621228984,0,0,0,0.0561101298031781,0,0.245511796563153,0,0,0,0,0.239518291816142,0,0,0,0.0264680404653447,0,0,0,0,0,0,0,0,0,0.0827544395562334,0,0,0.0333751794705636,-0.0558072795700917,0.0705729948686975,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482119343073268,0,0,0,0.0278567694473508,0,0,0.0691104737141108,0,0,0,0,0.550556368054695,0.1563875088175,0,0.0552999280890707,0,0.0698025666072468,0,0,0,0,0,0,0,0,0,-0.0854970289035328,-0.0207832438613925,-0.000910928030617592,0,0,0.0138170322918261,-0.058939261496224,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.090018393012595,0,-6.93889390390723e-18,0,-0.260687905093222,0,0,0,0,0,0,0,0,0,0.0671941643627246,0,0,0,0,0,0,0,0,0,0,0.181209593587428,0,0.0579117186861705,0,0,0.298706072382582,0,0.458721825211429,0,0,0.646666433408133,0,0,0,0.0236896690444797,-6.7762635780344e-21,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0.0862814679660176,0,0,0,0.418811626473911,0,0,0,0,0,0,0.294178235185098,0,0,0,0,0.0908051275770571,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0223898165029363,0,0,0,0,0,0,0,0,0,0,0,0,-0.0226969301610418,-0.010658712405211,0.0194582292550483,0,0,0,0,0,0
X300014.SZ,0.0303840323303765,0,0,0,0,0,0,0,0,0,0,0,0,0.016452385278475,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.308426576320703,0,0,0.0520333676975678,0,0.0420162294689485,0,0.1233140054862,0,0,0,0,0,0,0.024680389706098,0,0,-0.0600228231510869,0,0.179529784911448,0,-3.46944695195361e-18,0,0,0,-0.0464803004471523,0,0,0,-0.012967583844325,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.199019672928176,0,-0.0234290788467291,0,0,0,0,0,0,0,-0.0482374799991559,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0442623072941662,0,0,0,0,0,0.220485416450559,0,0,0,-0.0975687014123359,0.0341279683831806,0,0,0.0370590553805441,-0.0703766635650068,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.443707884325009,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0174880087802673,0,0,0,0,0,0,0,0,0,0,-0.0179420383545951,0.0672294997225149,0,0,0,0,0,0,0.138875435923837,0.173195563829941,0,0.0346361710631907,0,0,0,-0.00590169197725502,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0.0694285298580451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132411814702656,0,0,0,0.141499236182156,0.247730374563096,0,0,0,0,-0.0705622960528523,0,0,0,0.442828097899693,0,0,0,0.0996090202781211,0,0,0,0,-0.000155856924656893,-0.00783374100183308,0,0,0,0,0,0
