,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600690.SH,X600031.SH,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X000661.SZ,X601877.SH,X600809.SH,X000100.SZ,X600271.SH,X300003.SZ,X002007.SZ,X600703.SH,X000157.SZ,X002236.SZ,X300124.SZ,X300142.SZ,X002008.SZ,X002179.SZ,X000625.SZ,X600776.SH,X600177.SH,X002371.SZ,X000977.SZ,X000066.SZ,X600498.SH,X300146.SZ,X600487.SH,X002506.SZ,X600183.SH,X600867.SH,X600066.SH,X000050.SZ,X600522.SH,X002129.SZ,X600118.SH,X002049.SZ,X600566.SH,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0103329564427053,0,0,0,0,0,0.198289456255181,0,0.0181470756096056,0,0,0,0,0,0.104131673520452,0,0,0,0,0,0,0,0,0,0.0561756589511239,0,0.150035127608914,0,0,0,0.0253266349842527,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138463161703022,0,0,0,0,0,0,-0.0468790017807609,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.233890871538445,0,0,0,0,0,0.400436158461834,0,0,0,0,0,0,0.0581239098346224,0,0.119131125618327,0,0,0,0,0,0.0935349034871419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206418683149029,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.356422893976485,0,0,0.0279796800193758,0.0648403832599494,0.0393709003404449,0,0.0594735667122789,0,0,0,0,0,0,0,0,0.0225892872752979,0,0,0,0,0,0,0,-0.0136638213833947,0,0,0,0.0658589960888688,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0912722769497634,0,0,-0.0517442729400192,0,0,0,0,0,0,0
X600104.SH,0,0,0.0578550796583536,0,0,0.129836165334068,0,0,0,0,0,0.106146779908931,0,0,0.0511452509584312,0,0,0,0.00672147973993101,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.121739165919965,0,0,0,0.0274330728084022,0,0,0,0,0,0,0,0,0.103325634987534,0,0,0,0.0223979662798583,0,0,0,-0.0290772368319911,0,0,0,0,0.0206814559382825,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.00233547006324182,0.182652668443547,0.0680635923125051,0.0517778388901211,0.118366489994843,0,0,0,0,0.100539417988815,0,0,0,0,0,0,0.126186371197146,0,0,0.0126106951951503,0,0,0,-0.027017059884969,0,0.0310432354011381,0,-0.0861492958303098,0,0,0.0096763489036847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0126392496865089,0,0,0.124274795970184,0.16400108294616,0,0,0,0,-0.0260747278306198,0,0,0,0,0,0.365682596012542,0,0,0,0,0,0.0146232242070135,0,2.16840434497101e-19,-0.0423454599742106,0,0,0,0.165700207675928,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157864937150994,0,0,0,0,-0.057335523743943,0,0
X002304.SZ,0,0.186175051455749,0.195860203159477,0,0,0,0,0,0,0,0,0.0196140799812973,0,0.0295623503381075,0,0.193069878462338,0,0,0.107844232021015,0,0,0,0.090355607826104,0,0,0,0,0,0,0,0,0,0,0,0.00736778502281795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256943554217777,0,0,0,0.003804535881361,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.0294212163582264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176218595409787,0,0.00513572434254788,0,0,0,0,0,0.164756875168746,0,0.0870408611584991,0,0,1.73472347597681e-18,0,0,0.0770591278232648,0.189360535358946,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,-0.0529531158162245,-0.0709244829153238,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0605424614418156,0,0,0.214592917772989,0,0,0,0,0,0,0,0,0,0,0.00370837822771905,0,0,0,0,0,0,0,0.0624521994340246,0,0.163717406113163,0,0,0.247443959479828,0,0.0833369493097975,0,0,0,0.103306131565361,0,-0.0240721756965826,0,0,0,0,0.0461835875078595,0,0
X000568.SZ,0,0.322770375567208,0,0,0,0,0,0,0,0,0,0,0.166827511922035,0,0,0.0571515804954694,0,0,0.114045586444483,0,0,0,0,0.043124838349749,0,0,0,0,0,0,0.101886857416345,0,0,0,0,0,0,0,0,0,0,0.0137715753105057,0.0327406167723225,0,0,0,0,0,0,0,0,-0.0205464796076952,0,0,0,0,-0.0329676181759862,0,0
