,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002475.SZ,X600690.SH,X002304.SZ,X600276.SH,X000651.SZ,X600104.SH,X300014.SZ,X002371.SZ,X002129.SZ,X300124.SZ,X003816.SZ,X000625.SZ,X000725.SZ,X600031.SH,X002049.SZ,X000596.SZ,X000063.SZ,X600703.SH,X002241.SZ,X002179.SZ,X000338.SZ,X600089.SH,X600522.SH,X000661.SZ,X300142.SZ,X601877.SH,X002180.SZ,X000733.SZ,X002074.SZ,X600741.SH,X000100.SZ,X600460.SH,X600884.SH,X000157.SZ,X600702.SH,X002414.SZ,X600487.SH,X600584.SH,X000799.SZ,X002236.SZ,X601799.SH,X600563.SH,X600418.SH,X002176.SZ,X300003.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.247721686873978,0,0,0,0,0,0,0,0,0,0,0,0,-0.0042107614160715,0,0,0,0,0,0.0458662613155257,0,0,0,0.0439580608297064,0,0,0,0,-0.0301807273962643,0,0,0,0,0,0,0,0,0,0,0,0.00618328840527445,0,0,-0.00363965720544312,-0.00302455411799596,0,-0.0431211558630974,0,0.0350176806933913,0.0270322259754905,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.00815489374338915,0.0972707469411508,0,0,0,0,0.0180919650643563,0,0,0,0,0,0,0.0288481762206673,0.0258973716422495,0,0.0152679625833849,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071726535529179,0,0,0.34391843750819,-0.0615576227993086,0,0,0,0,0,0,0,0.0208623783636512,0,-0.0356260780558492,0.0328497001089056,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187456467242703,0,0,0,0,0,0,0,0,0,0,-0.0475071130623689,0,0,0,0,0,0,0,0.0904266495894502,0,0.0338341478387257,0,0,0,-0.0955421389042155,0,-0.0856405830139607,-3.46944695195361e-18,0,0.318092654620576,0,0,0,0,0,0,0,0
X000568.SZ,0,0.17930469121885,0.00678826242289432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.022841253040267,0,0.00692527062110358,0,0,0,0.0221463488827671,0,0.00196571353876041,0,0,0,0,0,0,0,0,0,0,0.420278367116226,0,0,0,0,0,0,-0.0547650205205319,-0.00318104993237553,0,0,0,-0.0340947685846522,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.114439575401602,0,0,-0.0616836996858567,0,0,0,0,0,0,0,0,0,0,0.104774448570243,0,0,0,0,0,0,0.056501154197029,0.0325391932421505,0,0,0,0,0,0,0,0,0,0,0,0.0282813127915057,0,0.608140065637248,0,-0.0382520668521873,0,0,0,0,0,0.0369542891990593,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333475188235684,0,0.0325257786247902,0,0,0,0,0,0,0.160856593071847,0,0,-0.0941022951948485,0,0,0,0,0,-0.0796004454432331,0,0,0,0.210053685699448,0,0,0,0,-0.0124561360886685,0,0,0,0,0,0,0,0,0,-0.105223797784346,0.0102928015068054,0,0,0,0,0,0
X600690.SH,0,0,0.0399052462894679,0,0,0,0,0,0,0,0,-0.0217598528201122,0,0,0,0,0,0,0,-0.0842682989105194,0,0,0,0,0,0,0.233212543050046,0,0,0,-0.179579547102138,0,0,0,0,0,0,0,0,0.0993408243289894,0,0,2.16840434497101e-19,0,0,0,0,-0.0390310607908629,0,0.244427457862509,0,0,0,0,0,0,-1.0842021724855e-19,0,0
X002304.SZ,0,0.241781652022924,0,0,0,0.00512472858080676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132025786620602,0,0.022665420154871,0,0.0162997959481004,0,0,0,0.0866674331711934,-0.0653658069045353,-0.0267288270835591,0,0,0,0,0,0,0,0,0,0,0.0557458140944706,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.144734477439945,0,0,0,0,0,0.0247337709741965,0.103647286242746,0,0.0933507869992777,0,0,0,0.137478609581653,0,0,0,0,0,-0.0291714692845899,0,0,0,0,0,-0.000441532696274645,-0.186300247159708,0.179478984764884,0,0,-0.0045349518108652,0,0,0,0.0255855337963942,0,0
X000651.SZ,0,0,0,0,0,0.0444820028105331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559173487474657,0,0.0480940190029143,0,0,0.0845351327774535,0.166603283593237,0,0,0,0,0.0510617827506462,0,0,-0.0955065850048385,0,0,0,0,0,0,0,0,0,-0.0714127708440781,0.114670582317176,0.0825405262031622,0,0,-0.0464279794122084,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.151523667735589,0,0.0624416446739457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838790127805814,0,0,0.223011866741092,0.0219880031951666,0,0,0,0.168784990147066,0,0,0.14773184373912,0,0,0,-0.101483879329535,0.119573201712122,0.0160215134988867,0,0,0,0,0,0,0,-0.0877051288100629,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0878242877296922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228098743279584,0,0,0.291973928411449,0,0,0,0.056576421078374,0,0,0,0.0594586575431702,0,0,0,0,0,0.00787475482471365,0,0,0,0,-0.00984814280511879,0,0,0,0,0,0
X002371.SZ,0,0,0.0191677591865634,0,0,0.0737705919797549,0,0,0,0,0,0,0,0,0,0,0,0,-0.0442716911007456,0,0,0,0.332590061260382,0,0,0,-0.14274132060642,0,0.159614330866457,0.162564668753872,0,0,0,0,0,0,0.507418121394203,0,0,0,0,-0.00159569831230014,0,0,0,0,0,0,0,0,0,0,-0.0408484815822806,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,-0.00783240139907884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32784469171538,0.093357027943834,0,0,0,0,0,0,0.0210716540468408,0,0,0,0,0.102272441926471,0,0,0,0,-0.0518417461269755,0.0753498699112949,0,0,0,0,0.0137773361867051,-0.0305563347439409,0,0,0,0,0,0
X300124.SZ,0,0,-0.145138620657582,0,0,0.314724561835807,0,0,-0.0608886357761826,0,0,0.0055359396994611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136022044956743,0,0,-0.0570366716300589,0,0,0,0,0.201175395213838,0,0,0,0,0,0,0,-0.013975305185845,0,0,0,0,0,0,0,0,0,0.0414797329454067,0,0,0,0,0,0
