,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X000063.SZ,X003816.SZ,X000725.SZ,X000625.SZ,X000596.SZ,X002371.SZ,X600031.SH,X000338.SZ,X300014.SZ,X002129.SZ,X002179.SZ,X600703.SH,X000100.SZ,X600089.SH,X002236.SZ,X600372.SH,X002049.SZ,X002241.SZ,X600741.SH,X000157.SZ,X000661.SZ,X600584.SH,X000977.SZ,X600522.SH,X601877.SH,X601799.SH,X002074.SZ,X002463.SZ,X000800.SZ,X600702.SH,X002007.SZ,X300142.SZ,X000066.SZ,X600183.SH,X002180.SZ,X002028.SZ,X000733.SZ,X600460.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0254189061332821,0.331887221620622,-0.0200143654914038,0,0,0,0,0,0.114179121027101,0,-0.0261656291560422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636497729759377,0,0,0,0.0654081164930001,0,0,0,0,0,0,0,0,0.00421204685298727,-0.0233442855979261,0,0.059907322680764,-0.00264194577160423,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,-0.0481923856239499,0,0,0,0,0.00861598015652808,0,0,0,0,0,0.163017069970121,0.27216465126181,0.000446883658859288,0,0,0,0,0,0,0,0,0,0,-0.0263853868152193,-0.0749732915697732,0,0,0,0,0.0695348001396353,0,0,-0.181246020589959,0,0,0,0.121402400914495,0,0.0944904364129834,0,0,0,0,0,0.0694599860350981,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0535365646057093,-0.121346436678232,0,0,0,0,0,0,0,0.0243439812991102,0.00710459350501426,0,0.108048659470375,0,0.113365376902901,0,0,0.095784872088997,0,0,0,0,0,0.11673602556737,0,0,0,0,0,0,0,0.0567581721790103,0,0,0,0,0,0,0.14351821991112,0,0,0,0,0,0,0,0,0.0747166491557821,0,-0.00176862550787384,0,0,0,0,0,0
X000568.SZ,0.527984609113161,0,0,0,0.0370056369596592,0,0,0,0,0,0,0,0,0,0,0,0.105333121477707,0,0.032884503963338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0534278008782374,0,0,0,0,0.0461374876597046,0,0.226898053398436,0,0.00446421656454709,0,0,0,0,0,0,0,0.0160315254971782,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.195624520846625,0.0565315536833769,-0.251656111698485,0,0,0,0,0,0,0,0,-0.309525637030078,0,-0.10850827508544,0,0,0,0.530394639373809,0.208246775346394,0.112885999570611,0,0,0.120363426649034,0,0.00304710397368094,0,0,0,0,0,0,0,0,0,0,0,-0.0294147654225211,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.578958546471788,0,0,0,0,0,0,0,0,0,0,0,-0.00397377724811812,0.173797118260437,0,0,0,0,0,0,0,0,0,0.100354167761,0,0,0,0,0,0,0.0352672345696359,0,-0.150406400069231,0,0,0,0,0,0,0,0,0,-0.0374226588853927,-0.069600253035534,0,0.0339772835840023,0,0,0.00655506857481554,-0.0425056593393062,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.108425693202618,0,0,0.0929869523781472,0,0,0,0,0,0,0,0,-0.0561308345686093,0,0.0516515775076149,0,0.0868068260659818,0.103834077768591,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.214767833389623,0,0,0,0.152614434112806,0,0,0,0,0,0,0,-0.0838488256893884,0.102764337395081,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.0154517873819777,0,0,0,0,0,0,0,0,0,0,0,0.0331242635876576,0.152240037062604,0,0,0,0,0,0,0.00408350615525191,0,0.0601425027176207,0,0,0,0,0,0,0,0,0,0,0,0,0.0485362405302872,0.0223926460654728,0,0,0.0425311884009209,0,0,0,0.0976742294783083,0,-0.00151148016124857,0.0177798950958471,0,0,0,0,0,0
X000651.SZ,0,0,-0.0446317586110301,0,0,0,0.166493950502722,0,0,0,0,0.0715231330097255,0,0,0,0,0,0,0.284790688176687,0,0,0.0509904841078483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0768171698011294,0,0,0,0.195518738992706,0,0,0.030084314535365,0,0.00777832362552741,0,0,0.0317996428245001,-0.0599927280464362,0,0,0,0,0,0
X002304.SZ,0,0.401007860624802,0,0.155535885021214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085145440450866,0,0,0,0,0,0,0,0,-0.0212596302049092,0,0,0,0,0,-0.0844008785515157,0,0,0,0,0,0,0,0.0422705555669751,0,0.0942703860466222,0,0,0,0,0,0,0,0.00147338544617334,0,-0.102524388272929,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0801367578052283,0,0,0.0724010235378416,0,0,0,0,0,0.106881650144784,0,0,0.11392577108177,0.11055548131697,0,0,0,0,0,0,0,0,0.00577619199815662,0,0.10998428049322,0,0,0,0,0,0,0,0.0652973064051213,0,0,0.00308572824539602,0,0.00599813897202826,0,0,0,0,0,0,0,-0.0102339129436669,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0.00761648645329077,0,0,0,0.151362151587805,0,0,0,0,0,0.139561766215064,0,0,0,0,0,0,0,0,0,0,0,0.087626030717849,0,0,0,0,0.312230902538812,0,0,0,0,0,0,0,0,0,0.0389133652594298,0,0,0,0,0,0,0,0,0,0,0.0577692762368874,0.120846880127413,0,0,0,0,0
X000063.SZ,0,0,0,0,0.157258009470991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223262370729035,0,0,0,0,0,0.147375645267001,0,0.0275679697442565,0,0,-0.21042586692234,0,0.121589165205929,0,0.139150033153631,0,0,0.119027005580697,0,0,0,0,0,-0.151835869349357,0,-0.00793844380994565,0,0,0,0,0,0
X003816.SZ,0,0,0.0547377789169173,0,0,0,0,0,0,0,0.233442388501009,0,0,0,0,0,0,-0.15739888587324,0,0,0,0,0,-0.0840701204326485,0,0,0,0,0,0,0,0,-0.157904094262483,-0.0190894663526469,0,0,0,0,0,0.0681940059664949,0,0,0,0,0,0,-0.0102351502751306,0,0,0,0,0.0103421690142536,-0.00329770444726016,0,0,0,0,0,0
X000725.SZ,0,0,0,0,-0.0505729525928319,0,0.257165197936958,0,0,0,0,0.13363024291066,0,0,0,0,0,0,0,0,0,-0.0420552209625726,0,0,0,0,0,0,0.0151231493847793,0,0,0,0,0,0,0,0,0,0,0.0114462751105883,0,0,0,-0.0550219154531302,0,0.173431775815081,0,0,0,0,0,0,-0.0508127563963267,0,0,0,0,0,0
X000625.SZ,0,0.154428033783914,0,0,0,0,0,0,0,0,0,0,0,-0.144011844149312,0,0,-0.337349906902996,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401537732663068,0,0,0,0,0,0.520725998757494,0.119359743283127,0,0.0089925043376838,0,0,0,0,0,0.221105937727996,0,0,0,0,0,-0.0837245542656756,0.0709867817770663,-0.0420291753971471,0,0,0,0,0
X000596.SZ,0,0,0,0.42622530875303,0,0,0,0,0,0,0,0,0,0,0.0291842549005189,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,-0.113891261418703,0,0,0,0,0,0,0.0801475574997152,0,0.0252545158156903,0,-0.0237905728905277,0,0,0,0.0302887147163932,0,0,0,0.0331143648689858,-0.0303002922612759,0.125318708267492,0,-0.0047290525228859,-0.000192433232360085,0,0,0,0,0,0
X002371.SZ,0,0,0.0907716815462487,0.111449749484338,0,0,0,0,0,0,0,0,0,0,0,0.238427465443058,0,0,-0.194716250480331,0,0,0,0,0,0,0,0,0,0.428953927948807,0,0,0,0,0.0336956772282224,0,0,0,0,0,0,0,0,0,0,0,0,0.089336952721459,0,0,0.27663519840406,0,-0.0368350565799282,0.0118060238913368,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.156535425973776,0,0,0,0.065991653230953,0,0,0,0,0,0,0,0,0,0,0.146931349522589,0,0,0,0,0.413198322694714,0,0,0,0,0,0.0409575332789,0,0.0247067768493315,0,0.0172831298156114,0,-0.0138117812746058,0,0,-0.107253121565844,0,0,0,0,0.0292126669364766,-0.0869771381070139,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167437656769971,0,0,0.0694126354956741,0,0,0,0,0,0,0,0.0608249080203564,0,0,0,0,0.146017989922659,0,0,0.0175405041547011,0,0,0,0,0,0.302925509999637,0.139874797536806,0,0,0,0,0,0,-0.118422726965706,0,-0.0231357778221793,-0.0156848447085507,0,0,0,0,0,0,0
X300014.SZ,0,0,0.0447798099166484,0,0,0,0,0,0,0,0,0,0,0,0,0.00224488510856147,0,0,0,0,0,0.214799381288983,0,0.0346478546765523,0,0,0,0,0.0780622577154523,0.170216203475148,0,0,0,0,0,0,0,0,0.304482943977487,-0.0332942081109076,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.00353369715539786,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152986388915147,0,0.118912550559447,0,0,0,0,0.099332501512564,0,0,0,0.0629415336574245,0,0,0,0,0.125696424578657,0,0,0,0.303562347412951,0.0036374592264508,-0.00925356922355766,0,0,0,0,0,0,0,0,0,0,-0.0283955623228663,-5.42101086242752e-20,0,0,0,0,0,0
X002179.SZ,0,0,0,0,-0.0388834832075281,0,0,0,0,0,0,0,0,0,0,-0.0844762420622023,0,-0.0303113489829696,0,-0.146645069870599,0,-0.0216235957666467,0,-0.0610253349267347,0,0,0,0,0,0,0,0,-0.0414776408061523,0,-0.027929335977211,0,0,-0.00702393105888118,0,0,0,0.066074674759944,0,0,-8.67361737988404e-19,0,0,0,0.355022085335345,0,0,-6.7762635780344e-21,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,-0.0993626917387823,0,0,0,0,0,0,0,-0.0471693910318131,0,0,0,0,0,0,0,0,0,-0.265720148166346,0,0,0,0.0358247942320511,0,0,0.0609728818718229,0,0,0.0967328278810684,0.0226331465745682,0.177044918668646,0,0,0,0,0.041532930692095,0,0.0676696725502598,0,0,0.369083986014647,0,0,0,0,0,0,0.0196096030310739,-0.0727194108080975,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0.046871140530839,0,0,0,0,0,1.73472347597681e-18,0,0.257951936095758,0,0,0,0.146472908033688,0.0340215958814719,0,0.0880290403475621,0,0,0,0,0,0,0,0,0,0,0,0,0.0801410650864095,0,0,-0.0196361684054661,0,0.110846897715899,0,0,0,0.0821994948513786,0,0,0,0,0,0,0.0795461267511873,-0.028460642960924,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0623626354058542,0,0,0,0.182440586352613,0,0,0,0,0,0.222597029602534,0,0,0,0,0.0658780137020454,0,0,-0.0113280425260792,0,0,0,0,0.0393666205839199,0,0,0,0,-0.0259318692424213,0,0,0,0,0,0,0.0973961391013661,0,-0.0275658576529119,0,0,-0.0167088767031367,-0.0103921626522494,0,0,0,0,0,0
