,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X000338.SZ,X002236.SZ,X600031.SH,X300003.SZ,X002008.SZ,X600809.SH,X300124.SZ,X600867.SH,X002456.SZ,X601877.SH,X600271.SH,X600066.SH,X000625.SZ,X600487.SH,X000596.SZ,X002294.SZ,X000100.SZ,X600566.SH,X000981.SZ,X002241.SZ,X000661.SZ,X002508.SZ,X300142.SZ,X000050.SZ,X300136.SZ,X002180.SZ,X000157.SZ,X002179.SZ,X002038.SZ,X002007.SZ,X600522.SH,X000977.SZ,X000869.SZ,X600498.SH,X600177.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0527852214571742,0.268910536633661,0.0808089641662695,0.118136316683796,0,0,0.0646802284726814,0,0,0,0.0444477356770306,0,0,0,0,0,0,0.0979548127594104,0,-0.0194845718283663,0,0,0,0,0,0,0,0,0,0.00469155424786317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00353204770898804,0,0,0,-0.00977480880859409,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.0398386515266523,0,0,0.214482519229191,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0225216172811206,0,0,0,0,0,0,0,0,0,0,0.0817821756421043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0469045483144075,0,0,0,0,0,0,-0.0333546014421124,0,0,-0.0568718499641331,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.155629650652032,0,0,0,0,0,0,0,0,0.183690539817294,0,0,0,0,0,0,0,0,0,0,0,0.164830315228254,0,0.0167712351307358,0,0.214563644452863,-0.0416655292324443,0.0916742600415029,0,0.209236250861896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0185889221294797,-0.0254341514103384,0,0,0,0,0,0
X000858.SZ,0.25236332575155,0,0,0,0.198539312193828,0,0.0204686560012461,0,0,0,0.262470929825493,0,0.0505736470733995,0,0,0,0,0,0,0.103187517176465,0,0,0,0,0,0,0,0,0.0258967386219577,-0.111462041629179,0,0,0,0,0,0,0,0,0,0,0,0,-0.00395461259997745,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.00332093832700494,0,0,0,0,0,0
X000651.SZ,0,0,0,0.460545813255342,0,0,0,0,0.25094176419001,0,0,0.0612907009138332,0,3.46944695195361e-18,0,0,0,0,0,0.0536932918377473,0,0,0.12472797370107,0,0,0.0790112259086369,0,0,0,0,0,0,0,0,0,0,0,0.260154843177925,0,0,0,0,0,-0.0771309178487115,0.0544386762186512,-0.0797694521880656,0,0,0,0,0,0,0.0624931742351549,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.151871919262434,0,0,0,0,0,0,0.235966380979668,0,0.112541314166265,0,0,0,0,-0.0539825476001377,0,0,0,-0.0534725423976479,0.139979228540698,0,0.218559657240617,0,0,0.161403553332885,-0.0168914834249616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0559858262765742,0.00380286879797358,0,0,0,0,0,0
X002304.SZ,0,0,0.106292870673412,0.204996111947722,0,0,0,0,0.22910564888949,0,0,0,0.083760731062659,0,0,0,0,0,0,0.196536764109722,0.092696033849235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0274698895059971,0,0,0.0260446225751183,0,0,0,0,0,0,0,0,0,0,0,0.0193811151983599,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.0596903424735257,0,0,0,0.0144174434678787,0,0,0,0,0,0,0,0,0,0,0,0.0611060139316695,0,0,0.153783422875087,0,0.127762434209923,0,0,0,0,0,0,0,0,0,0,0.0411703148602066,-0.0973855390772429,0,0,0,0,0,0,0,0.0563528443195467,0,0,0,-0.0158707205541132,0.02175614924068,0,0,0,0,0,0
X600690.SH,0,0,0,0.390727681334079,0,0,0.062052977111347,0,0,0,1.38777878078145e-17,0,0.0570667357177464,0,0,0,0,0.0239087225508627,0,0.140805156954479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0191713438703938,0.0103880380642221,0,0,0.0529444144619549,0,0,0,-0.0752865788758559,0,0,0,0,0,0,0,-0.0152521525509395,-0.0283097712550997,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0506993756071334,0,0,0,0,0,0.0547856717088803,0,0,0,0,0,0,0,0,0,0,0.176327787082321,0,0,0,0.0126250550394956,0,0,0.109757008674757,0.28095868811717,0.0619057246717063,0.09840156862084,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0545389341249722,0,0,0,0,0,0,0
