,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X000568.SZ,X600809.SH,X600690.SH,X600031.SH,X000725.SZ,X002475.SZ,X600104.SH,X002304.SZ,X000661.SZ,X000338.SZ,X003816.SZ,X300014.SZ,X300124.SZ,X000063.SZ,X000100.SZ,X000596.SZ,X000157.SZ,X600703.SH,X002241.SZ,X002129.SZ,X002179.SZ,X600741.SH,X000625.SZ,X002371.SZ,X002007.SZ,X300142.SZ,X002236.SZ,X601877.SH,X002049.SZ,X600584.SH,X000799.SZ,X002414.SZ,X600183.SH,X000800.SZ,X601799.SH,X300003.SZ,X300146.SZ,X600779.SH,X002074.SZ,X002008.SZ,X600089.SH,X600707.SH,X000977.SZ,X600118.SH,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.163966329844883,0,0,0.0248335647256308,0,0,0,0.101133372634387,0.0183997203484841,0,0,0,0,0,0.0300168762118704,0.0232357917988096,0,0,0,0,0,0,0,-0.0407053949427428,0,0.0166586984514554,0,0,0,0,0.146886252204365,0,0,0,0,0,0,0.0532284201941548,0,0,0,0,0,0,0,0,0.0504758644480788,-0.0854551053157152,0,0,0,-0.00800941080699477,0,0
X000858.SZ,0,0,0,0,0,0.283016816956821,0.155504996184518,0,0,0,0,0,0.140836125727537,0,0,0,0,0,0,0,0.01292002313831,0.0192586436407375,0,0,0,0.0457660425730089,0,0,0,0,0,0.044612427698861,0,0,0,0.129627673647128,0,0,0,0,0,0,0,0.0314414204371337,0,0,0.0150863471905387,0,0,0,0,-0.021469323935256,0,0,0,0,-0.017164839437821,0,0
X002415.SZ,0,0,0,0,0,0.140529127535508,0,-8.67361737988404e-19,0,0,0,0,0.0383152624145414,0,0,0,0,0.0292343500623663,0,0,0,0.0382536388095831,0,0,0,0,0,0,0,0.260437855214677,0,0.119473958919035,0,0,0,0.0200944845388852,0,0,0,0,0,0,0,0.0230846960602644,0,0,0,0,0.0466796233047414,0,0,0.0759461303639128,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0809287155537643,0.0712628879632012,0,0,0,0.0839812058800744,0,0,0.00470017120230244,0,0,0,-0.0635616078362419,0,0,0,0.0367725324388433,0,0,0,0.217968888915457,0,0,0,0,0.030545977929003,0,0,0,-0.0274406045857996,0,0,0,0,0,0,-0.131152752062354,0,0,0,0,0,0,0,0,0,0.00191599105731351,0.00338586716987255,0,0,0,0.0498969722731082,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0612353857720261,0,0,0,0,0.085720585926492,0.196041002770589,0,0,0,0,0,0.0633274358253283,0,0.0154658361053821,0,0,0,0,0,0,0,0.0401062100695909,0,0,0,0,0,0,0,0,0,-0.11902389259325,0,0,0,0.0086611858347082,0,0,0,0,0,0,-0.0560472286136274,-0.0253568327556204,0,0,0,0,-0.024701244030126,0,0
X000568.SZ,0.014225499162563,0.416600267809217,0,0.0246515398994666,0,0,0,0,0,0,0,0,0,0,0,0,0.0816578798023892,0.0645540157822296,0,0,0,0,-0.0638177376797686,0,0,0,0,0,0,0,0,0,0,0,0,0.209497694625106,0,0,0,0,0,-0.0136306997438444,0.175529830487844,0,0,0,0,0,0,0,0,0,-0.0368204046530759,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.0484756772045636,0,0,0.231199055329589,0,0,0,0,0.100587779185692,0,0,0.160793627891051,0.0463964518184359,0,0,0.161300290476471,0,0,0,0,0,0,0,0.11527296182236,0,0,0,0,0,0,0.209875849696632,0.0516453612381206,0,0,0,0,0.0092206964047949,3.46944695195361e-18,0.0281543265974337,0,0,0,0,0,0,0,0,-0.0551603082163584,0,0,0,-0.0259079361719975,0,0
X600690.SH,0,0.149461011942741,0.0781256237696364,0,0.249239798329754,0,0.120998528641833,0,0,0,0,0,0,0.101922826672729,0,0,0,0,0,0,0,0,0,0,-0.0556552422983888,0.111519357459461,0.193829374092773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0273990594671887,0,0,0,0,0.00464727560672846,-2.16840434497101e-19,0,0,0,-0.0160386366503701,0,0
X600031.SH,0,0,0,0,0,0,0.103408821566744,0,0,0,0,0,0,0,0,0,0,0.119975931573725,0,0,0,0.0705270563014461,0.121766053698252,0.0684708895169944,0.336006426293725,0.156954478736092,0,0,0,0,0,0,0,0.029977383523336,0.0123845110626495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616024699343898,0,-0.0236992105117099,0,0,0,0,0.0325335136226819,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253757248460522,0,0,0.0710215367653667,0.0898802373863228,0.0843444586232957,0,0,0,0,0,0,0,0,0,0.0512404072324866,-1.73472347597681e-18,0,0,0,0,0.138271476248271,0,0,0,0,0.00104789388197786,0.00864889984949352,0,0,0,0,0,0.0303863014249428,0,0,0,-0.0533382944784629,0,0
