,X600519.SH,X000858.SZ,X002415.SZ,X002475.SZ,X600690.SH,X600809.SH,X600276.SH,X003816.SZ,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X000338.SZ,X600031.SH,X300124.SZ,X000063.SZ,X000625.SZ,X002304.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X002179.SZ,X600089.SH,X002463.SZ,X002241.SZ,X000157.SZ,X600703.SH,X600372.SH,X600066.SH,X600584.SH,X600522.SH,X000977.SZ,X002028.SZ,X600741.SH,X002236.SZ,X600183.SH,X000921.SZ,X002049.SZ,X601877.SH,X600487.SH,X002223.SZ,X002180.SZ,X000661.SZ,X000800.SZ,X000400.SZ,X002129.SZ,X600418.SH,X002074.SZ,X002156.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.151108600452988,0,0,0,0.185522566084486,0,0,0,0.212287531923047,0,0,0,0,0,0,0,0,0,0.0592700377430835,0,0,0,0,0,0,0,-0.0503034728923103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176483144858928,-0.0466378672347172,0,0,0,-0.0314594759252763,-0.00922488965524528,0.0347034196479786,0,-0.0341137941713041,0.000362032364826282,0,0,0,0.0111657885038212,0,0
X000858.SZ,0,0,0,0,0,0.00224459454528935,0,0,0,0.449795247054743,0,0,0.0159085715075155,0,0,0,0,0,0.136046054523031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309917582596796,0,0.0340302514845591,0,0,0,0,0,0,0.0322365788433636,0,0,0,-0.0463454372494763,0,0,0.00286851385540594,0.105395027292921,0,0,-0.0336604523771155,0,0,0,0.0480018570992421,0,0
X002415.SZ,0,0,0,-0.00964731258984654,0,0,0.151320831674572,0,0,0,0,0,0,0,0,0,0,-0.133591449544897,0,0,0,0.0377016378272241,0.0182084985976889,0,0,0,0,0,0,0,0,0,0.0135321527083525,0,0,0,0.127429444055707,0,0.0154267436524631,0,0,0,0,0,0,0,0.128038389047311,0,0,0,0,0,0,-0.198948079543399,0,0,0.0337241947209121,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0818157999601048,0,0,0,0,0,0,0,0,0,0,0.0659823967694499,0,0,0,0,0.378891691167041,0,0,0,0,0,0,0.179759514507189,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584804399948803,0.0329463911905753,0,0.0297339025567719,0,0.102332781676782,0.0136835302599628,-0.10180314732834,0,0,-3.46944695195361e-18,0,0
X600690.SH,0,0,0,0.0420618541722132,0,0,0,0,0.152695655243065,0,0,0,0,0,0.0291219845183048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00980048907491064,0,-0.0288332297932049,0.00433352246290681,0.161607435531415,0,0,0,0,-0.151387379992483,0,0,0,0,0,0,0,0,0.0335514681555527,0.0441120355564862,0,0,0,0.131336952278729,0,0
X600809.SH,0.141454252570733,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0890798344012607,0,-0.0394668471017537,0,0,0.184560934994714,0.0238270215670742,0,0,0,0,0,0,0,0,0.0298744861031037,0,0,-0.0045268815666698,0,0,0,0,0,0,0,-0.0143776106543835,0,0.0166567601837379,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0.0103189822904989,0,0
X600276.SH,0,0,0,0.0964205224245315,-0.15392045753616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100251813281778,0.0900342145581594,0.128078947356617,0.33747703498809,0,0,0,0,0,-0.357258395139294,0,0,0.0864244983446334,0,0,0,0,0,0,0.0906730140620495,0,0,0,0,0,0,0,0,0,0,0,0,-0.069964596350594,0,-0.0679862938118384,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.188748662371772,0,0,0,0,0,0,0,0,0,0,0,0,-0.195795145101442,0,0,0,-0.00396868264006738,0,-0.0113965580221165,0.0513235491650003,0,0.0525761026771401,0,0,-0.0522291945825933,0.0182471391711159,0,0,0,0,0,0,0,0.0934865173387222,-0.0509267973914411,0,0,0,-0.0562098602649606,-8.67361737988404e-19,-0.0419045348268542,0,0,0,-0.0115090124725151,0,0
X000651.SZ,0,0,0,0,0.341858939225313,0,0,0,0,0.136429032148946,0,0,0,0,0,0.0268459656598804,0,0,0,0,0,0.0255967029553343,0,0.173920120561436,0,-0.00604628743478128,0.183942136113127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0453241885741739,0,-0.0508480229228762,0,0,0.0318349678532074,-0.0309202793810869,0.102504971329329,0,0,-0.0405561436464085,0,0
X000568.SZ,0,0.862363086340573,0,0,0,0,0,0,0,0,0.0502284244172371,0,0,0,0,0,0,0,0,0.133070634599086,0.00931565897848475,0,0,0,0,0,0,0,0.00766632107251265,0.0722666381897669,0,0,0,0,0,0,0,0,0,0,-0.129466770892621,0,0,0,0,0,0,0,0.153721205596258,0.00412705367398268,0,0,-0.0307147386131717,0,0,0,-0.00221849890667754,0,0
