,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X600690.SH,X002475.SZ,X002304.SZ,X000651.SZ,X300124.SZ,X600104.SH,X000063.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X002371.SZ,X600031.SH,X000625.SZ,X000338.SZ,X002129.SZ,X300014.SZ,X002179.SZ,X002049.SZ,X600703.SH,X000100.SZ,X600089.SH,X600372.SH,X002236.SZ,X000157.SZ,X600741.SH,X600584.SH,X000661.SZ,X000977.SZ,X002241.SZ,X601877.SH,X600522.SH,X600702.SH,X000733.SZ,X002074.SZ,X601799.SH,X000800.SZ,X002028.SZ,X002180.SZ,X002007.SZ,X002463.SZ,X300142.SZ,X600460.SH,X600183.SH,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0629938231481409,0.214132345655893,0,0.114275174477791,0,0,0,0,0,0.0122437420671156,0,0,0,0,0,0,0,0,0,0,0,0,0.191287478641001,0,0,0,0,-0.0992901798389253,0,0,0,0,-0.00107744494143396,0,0,0,0.0266895831367231,0.0238652374459992,0,0,0,0,0,0,0,0,0,0,0.00552924655202421,0,-0.03754891328099,0.0393676677033057,0,0,0,0,0,0
X000858.SZ,0,0,0.491643146502367,0,0,0,0,0,0,0,0,0,0,0,0,0.0307707296540518,0.030566514853434,0,0.0850457816270196,0,0,0,0,0,0,0,0,0,-0.0342046512406315,0,0,0,0,0,0,0,0,0.124358534582113,0,0,-0.196179150609832,0,0,0.160003292159365,0,0,0.0715953824482863,0,0,0,-0.00992391390044562,-0.0181661061445369,0,0,0,0,0,0,0
X000568.SZ,0.0942340553745167,0.226448808728437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416330367268443,0.115232234057029,0,-0.0144329263812814,0,0,0,0.0166751817945052,0,0,0,0,0,-0.0467453067719293,0,0,0,0,0,0,0,0,0.179811350366429,0,0,0,0,-0.100877877533575,0,0,0.0242241843367018,0,0,0,0,0,0.0408808796818729,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.376159849599494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113550903486,0,0,0,0.465390125024104,0,0,0,0.0501961622362449,-0.0186062808522879,0,0,-0.221262336193732,0,0,0,-0.17016278618431,0,0,0.00780685191351693,0,-0.103423348965284,0,0,0,0,0,0,-0.00354665067106468,0,0,0,0,0,0
X600809.SH,0,0,1.73472347597681e-18,0.0496258806467549,0,0,0,0,0,0,0,0,-0.183198312491979,0,0,0,0,0,0.0913816502518782,0,0,0.161044903093141,0,0,0,0,0,0.0879949393493941,0.0300643625564808,0,0,0,0,0.00126639509202209,0,0,0,0.357810689570406,0.028346040761865,0,-0.0851945701144803,0,0,0,0,0,0,0,0,0,0,0,0.0332170471330162,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111308168320122,0,-0.170373980466587,0,0,0,0,-0.189584257896846,0,0,0,0,-0.309404198874357,0,0,6.93889390390723e-18,0.579730451906585,0.268505943946638,0,0,0,0,0,0,0.0971775031972779,0,0,0,0,0,0,0,0,0,0,-0.016531767964343,-0.0329668931419246,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.10607968690453,0,0,0,0,0,0,0.0235680037138088,0.0897362783468904,0,0,0.109347453964844,0,0,0.0257387754178684,0,0,0,0,0,0,0,0,0,0.00954321492186333,0,0.129609079501221,0,0.0692168939647909,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.102754830766965,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.384515678731247,0,0,0,0.264360779324612,0,0,0,0,0,0.0151246919387678,0,0,0,0,0.00594792673882577,0,0,0,0,0.122651401440585,0,0,0,0,0,0,0,0,0.0187308898835757,0.197509810584403,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435474880431265,0,0,0,0,0,0
X002304.SZ,0,0.435997712630302,0.0398709380864571,0,0.0874914918696264,0,0,-0.00452924501901222,0,0,0,0,0,0,0,0,0,0,0.0620610400215835,0,0,0,0,0,-0.0361060182318529,0,0,-0.0221011473030153,0,0,0,0,0,0,0,0,0,0.0811832605593037,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146711000575333,0,-0.0947928124487079,0,0,0,0,0
X000651.SZ,0,0.0717971044940126,0,0,0,0,0.285783428998056,0.114214915821916,0,0,0,0,0,0,0,0,0,0.0801219367572763,0.117663383306271,0,0,0,0,0,0,0,0,0,-0.11575354012715,0,0,0,0,0,0,0,0,0,0.00963331681745648,0,0,0,0,0.0805451304291497,0,-0.0244307547920319,0,0,0,0,0,0,0,0,0,0,0,0,0
