,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X000338.SZ,X002236.SZ,X600031.SH,X300003.SZ,X002008.SZ,X600809.SH,X300124.SZ,X600867.SH,X002456.SZ,X601877.SH,X600066.SH,X600271.SH,X000625.SZ,X600487.SH,X000596.SZ,X002294.SZ,X000100.SZ,X600566.SH,X002241.SZ,X000981.SZ,X000661.SZ,X300136.SZ,X300142.SZ,X002508.SZ,X000050.SZ,X002180.SZ,X000157.SZ,X002007.SZ,X002038.SZ,X002179.SZ,X600522.SH,X000977.SZ,X000869.SZ,X600498.SH,X600177.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0596929305048208,0.264988248295699,0.0811431358388687,0.115454682199807,0,0,0,0.0607085720128283,0,0,0.0462392441166561,0,0,0,0,0,0,0.104479276069444,0,-0.0182670793801786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00351678420574786,0,0.00316417481444275,0,-0.0106942587604099,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.0827902904137486,0,0,0.241530935073204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648622260278123,0,0,0,0,0,0,0,0.0554033204976088,0,0,0,0,0,0,-0.0400244819154452,0,0,0,0,0,0,-0.0275424697030101,0,0,-0.0562747343733025,0,0,0,0,0,0
X002415.SZ,6.93889390390723e-18,0,0,0,0,0,0.142146326787726,0,0,0,0,0,0,0,0,0.164413808984416,0,0.0343396360837863,0,0,0,0,0,0.0676008369091105,0,0,0,0.260457998422039,0,0.0161982353076237,0,0.146161057110786,0.16621759764354,-0.126333479239279,0,0,0,0.00907058473099144,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013319331445521,-0.00475711180126668,0,0,0,0,0,0
X000858.SZ,0.250917610362929,0,0,0,0.206748695202437,0,0.0344351284352972,0,0,0.0124111586255383,0.218809908884511,0,0.0662353922245945,0,0,0,0,0,0,0.0985283490190117,0,0,0,0,0,0,0,0,0.0374228694987624,-0.0929651866689433,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109997701697158,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.00190403252419001,0,0,0,0,0,0
X000651.SZ,0,0,0,0.494837625163409,0,0,0,0,0,0.288116125461965,0,0.0708615759372073,0,3.46944695195361e-18,0,0,0,0,0,0.0153567298611787,0,0,0.138747523877021,0,0.171221589071764,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266694478578611,0,0,-0.0532362970173044,0,0,0.000423188625565771,-0.0994253177804066,0,0,0,0,0,0,0.0650917098458208,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.149943628844433,0,0,0,0,0,0,0.31969977110264,0,0.0763226699097332,0,0,0,0,0,-0.0485612494746593,0,0,-0.0346422878157312,0.0829116927297187,0,0.15707607848411,0,0,0.214916134318776,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.056506656787956,0,0,0,0,-0.052366059535492,0.00969433431941195,0,0,0,0,0,0
X002304.SZ,0,0,0.127543471574279,0.309065594714425,0,0,0,0,0,0.114288883700592,0,0,0.048910037956112,0,0,0,0,0,0,0.179602268942594,0.0808771904274654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0563154690457465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214601384691419,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0387181761424241,0,0,0,0,0,0,0,0,0,0,0,0.0225322617511261,0,0.19517497988978,0,0,0.168858741457554,0,0,0,0,0,0,0,0.0801514950780996,0,0,0,-0.0792956660269035,0,0,0,0,0,0,0,0.00113906905281321,0,0,0,-0.0192052881293037,0.0178350233375541,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307620137992799,0,0,0,0,0,0.0666361097123331,0,0,0,0,0,0,0,0,0.128781255144465,0,0.154251913525909,0.0623384010715212,0,0,0,0,0,0,0,0,0.0159397725954549,0,0.00463335741743178,0,0.0184837318373951,-0.0326556818158117,0,0,0,0,0,0
X600690.SH,0,0,0,0.430741453477841,0,0,0.0995299029418485,0,0,0,0,0,0,0,0,0,0,0,0,0.113035555830761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246354885763161,0,0,0,0,0,0,0,0,0,0,0,-0.00713375047137142,-0.0162410772882441,0,0,0,0,0,0
X000568.SZ,0.387661034651251,0,0,0.0852916979799957,0.0390323141728404,0.151762644359988,0,0,0,0.0867532049948948,0,0,0,0.0815473847045022,0,0,0,0.0193922885517924,0,0,0,0,0,0,0,0,0,0,0.11691129648152,0,0,0,0,0,0,0,-0.159021229369806,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.00311849115130252,0,0,0,0,0,0
