,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X002304.SZ,X000725.SZ,X600276.SH,X000858.SZ,X000625.SZ,X000063.SZ,X002292.SZ,X600690.SH,X600703.SH,X000100.SZ,X002241.SZ,X600741.SH,X600066.SH,X002506.SZ,X600031.SH,X002236.SZ,X600118.SH,X002475.SZ,X002049.SZ,X000559.SZ,X600372.SH,X000157.SZ,X000338.SZ,X002465.SZ,X000568.SZ,X300124.SZ,X600089.SH,X600867.SH,X002294.SZ,X002074.SZ,X600177.SH,X601877.SH,X300003.SZ,X002007.SZ,X002456.SZ,X002085.SZ,X002180.SZ,X000050.SZ,X600498.SH,X000550.SZ,X000869.SZ,X600582.SH,X300001.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.179001695698702,0,0,0,0,0,0,0,0,0,0.000748193917837689,0.281677962736954,0,0.0597237272156841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378470253146654,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.243166202439461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135718324191639,0,0,0.021588735535623,0.0146500587098701,0,0,0,0,0.00569142293896759,0,0,0.0824928300051013,0.0807657213046561,0,0,-3.46944695195361e-18,0,0,-0.00165314938136609,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.111442966564458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318332859472616,0,0,0.259886864873505,0.0186064889228284,0,0,0,0,0,0,0,0.0425049835834547,0,0,0,0,0,0,0.00640082768168558,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437116821809298,0.0264299964991242,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129532943898148,0,0,0,0,0,0,0.0347774650939144,0.119036625637915,0,0,0.0379355299337717,0,0,0,0,0.152349359414318,0,0,-0.0128543773852477,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452356368586513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189697629883013,0,0,0.283321304365768,0,0,0,0,0,0,0,0.0503626213431508,0.0771584005209586,0,0,0,0.084750612632264,0.0465204523950097,0,0,0,0,-0.0189608973167349,0,0,0,0,0,0
X000725.SZ,0,0,0,0.209970828177004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197141961886438,0,0.19371311335449,0,0,0,0,0,0,0,0,0,0.10730409518052,0.0628350260221359,0,0,0.0670836339521123,0.00937537068406074,0.014357074766256,0,0,0.0724834844012207,0,0,0,0,0,0,0,0,0,0,0,-0.00228448207225382,0,0,0,0,0,0
X600276.SH,0,0,0.0316337680174133,0,0,0,0,0,0,0,0,0,0.00884927533815234,0,0,0,0,0,0,0,0,0,0,0.0871206526660371,0,0,0,0,0,0,0,0,0,0.059106475523518,0,0.0362527533206606,0,0,0.0442566735904689,0.0148023297602695,0,0,0.0125358634000966,0,0,0.0481045820475077,0,0,0,0,0.00446319658150603,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0301219043489095,0,0.0996681874531937,0,0.0419571265620128,0,0,0,0,0.047253361636846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054457545864685,0,0,0,0.0627796200150355,0,0.0695116753265466,0.0885578734445565,0,0.0682189589790996,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0.18500471601235,0,0,0,0,0,0,0,0,0,0,0,0.0171172638524617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370981018444769,0,0,0,0,0,0.037652485342733,0.00279190706251762,0,0,0,0,0.0382706154472321,0.341224764685992,0,0,-0.01237915394225,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.0149412426709721,0,0,0,0,0,0,0,0,0,0,0,0,0.302994995178141,0,0,0,0,0,0,0,0.031578552472272,0,0.110779729133547,0.0911457661117398,0,0,0,-2.16840434497101e-19,0.0424699694719564,0.064342001693174,0.0538866368952526,0,0,0,0.0904921021808736,0,0,0,0,0,0,0,0,0,0,0
