,X600519.SH,X000858.SZ,X002475.SZ,X002415.SZ,X600276.SH,X600690.SH,X003816.SZ,X600809.SH,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X000625.SZ,X000063.SZ,X300124.SZ,X600031.SH,X000338.SZ,X002304.SZ,X000596.SZ,X002463.SZ,X000100.SZ,X002179.SZ,X002241.SZ,X300014.SZ,X600089.SH,X000157.SZ,X600703.SH,X600584.SH,X000977.SZ,X600372.SH,X600066.SH,X600183.SH,X600522.SH,X600741.SH,X002028.SZ,X002236.SZ,X002049.SZ,X600418.SH,X600487.SH,X002180.SZ,X601877.SH,X000921.SZ,X000661.SZ,X002223.SZ,X000800.SZ,X601799.SH,X002156.SZ,X000400.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0121643114982458,0,0,0,0,0,0.244768952739728,0,0.127473184769175,0,0,0,0,0,0,0,0.0342486514731958,0,0.105430456149498,0,0,0,0,0,0,0,-0.0418167076321336,0,0,0,0,0,0,0,0,0,-0.0636925966370445,-0.0324426348450247,0,0,0,0,0,0,0,0,0.0488240082588478,0,0,0,-0.0306698002785707,-0.00511159671528602,0,0,0,0,0,0
X000858.SZ,0.277082678503098,0,0.0070240208118086,0,0,0,-0.0572699607588241,0,0,0.347250578584468,0,0,0.0295241747199975,0,0,0,0,0,0.0798105288464798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475361326045,0,0,0,0.0334266425985681,0,0,0,0.0182045375473955,0.0551984280886816,0.0877946471711102,0,0,0.0417048208667134,-0.0359900353133271,0,0,0,-0.028607552930408,0,0,0,0.0100602815367817,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426366500856092,0.168330501581934,0,0,0,0.0109609042573495,0.073080821056468,0,0.103541702435657,0,0.0106782718704789,0,0.0757458991010728,0,0,0,0,0,0,0,0,0,0,0,0.0125207897357932,0,0,0,0.0585805295513458,0.0535527576435588,0,0,0,-0.0298042308763066,0,0
X002415.SZ,0,0,-0.03621782545396,0,0,0,0,0,0,0,0,0,0,-0.143612433556772,0,0,0,0,0.0333652516105389,0,0,0,0,0,0.0663754122706322,0,0,0,0,0.0338724034573602,0,0,0.0651808521916501,0,0,0,0.0599550958919837,0.0372350327371494,0,0,0,0,0,0,0,0,0,0,0,0.118061345644645,0,0,0,-0.168015768870006,0,0,0.0432232045632031,0,0
X600276.SH,0,0,0,0,0,-0.160010605475649,0,0,0,0,0,0,0,0,0,0,0.102718278486153,0,0,0,0,0.0396569300186201,0.323286540321217,0,0.204505694474424,0,0,0,0,-0.00748001280974135,-0.323266402374719,0,0,0.0582860123788041,0,0,0,0.0346009687163013,0,0,0,0,0,0,0,0,0.182145711015781,0,0,0,0,-0.0308968179761906,8.67361737988404e-19,0,0,0,0.0581494033044021,0,0
X600690.SH,0,-0.107199758143935,0,0,0,0,0,0,0.00882548656823157,-0.159517775907169,0,0.00357383102713692,0,0,0,0,0.0289316847786699,0.224187290330254,0,0,0,0,0,0,-0.0116438534697467,0,0,0,-0.0193628077036461,0,0,0,0,0,0,0,-0.0898692178710438,0,0,0,-0.0349518601722179,0,0.237252959075981,0,0,0,0,0,-0.0319954310962876,0.00147447999787772,0,0,0,0,0,0,0.0865294993808715,0,0
X003816.SZ,0,0,0,0,0.00164522216339101,-0.00321457281776695,0,0,0,0,0.00528754487481603,-3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.252172729361254,0,0,0,0,0,0,0,0,0,0,0,-0.128634759093987,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0929987494879971,0.0187908296545773,0.0883411755723613,0,0,0.0479401182559066,-0.0525158644781725,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0571037098327891,-0.0738699364057898,0,-0.0781566889595015,0,0,0.402119221692376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816063730713865,0,0,0,0.0807873119773396,0,0,0,0.00184520689529988,0.0770245083415206,0,0,0.0306505973475203,0,0
X000651.SZ,0,0,0,0,0,0.0476150779586892,0,0,0,0,0,0,0,0,0,0,0.00709741417262728,0,0,0,0.018402776704984,0,0,0,0,0.0667554331721933,0.190546704631251,0,0,0,0,0,0,0,0,0.0430103608366623,0,0,0,0,0,0,0,0,-0.0266587487322666,-0.0515989912611223,0,0,0.0229314058435481,-0.00814199270348668,0,0.11651040389864,-0.102733622349218,0,0,0,0,0,0
X000568.SZ,0,0.669289714826373,0,0,0,0,0,0,0,0,0.0451463681866199,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0822061760480877,0,0,0,0,0.0783148564381933,-0.0141518274603614,0,0,0,0,0,0,-0.214732187198571,0,0,0,0.018531819160079,0,0,0,0,0,0,0,0,-0.0596101323866499,0,0,0,0,0,0
