,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X600031.SH,X000625.SZ,X000338.SZ,X002456.SZ,X002241.SZ,X600487.SH,X002008.SZ,X300136.SZ,X601877.SH,X600066.SH,X000100.SZ,X600522.SH,X600809.SH,X300124.SZ,X002508.SZ,X600271.SH,X300003.SZ,X002294.SZ,X600867.SH,X002085.SZ,X600089.SH,X000981.SZ,X600699.SH,X600498.SH,X600177.SH,X000157.SZ,X300142.SZ,X000596.SZ,X000050.SZ,X000661.SZ,X600118.SH,X600566.SH,X002180.SZ,X600584.SH,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.366213668023356,0,0,0.169689688343583,0.114246824365057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711277418804227,0,0.116043786928018,0.10706021485556,0,0,0,0,0,0,0,0,0,0,0.0277253287602446,0,0,0,0,0,0,0,0.0231748514334942,0,0,-0.0171097527995653,0,0,-0.0198502171770946,0.0445948217616136,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0117784793835699,0,0.335177278314426,0,0,0,0,0,0.0911188185437726,0,0,0,0,0,0.0627556621162421,0.129057832488275,0.0887650453743956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037576389583302,0,0.00206565316345219,0,0,0,0.15351916383799,-0.0548754540135572,0,0,-0.0359473039598112,0.0363553795428049,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0566054667053601,0,0,0,0.23027570683674,0,0,0,0,0,0.12267864785067,0.333293000419452,0.0381540877546975,0.0418458986860691,0,0.000252249406964845,0,0,0.0875611397513328,0.0367773536793209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.089250648348612,0,0,0,0.0383286514679213,0,0,0.0476619674042334,-0.028330949325572,0,-0.0173490701173584,0.362245919671549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205180647073587,0,0,0,0,0,0,0,0,0,0.0824784838317402,0,0,0,0,0.0390889439412017,0.104076590740424,0,0,0,0,0,-0.0179678954147776,0,0.00173459177763753,-0.0017880988642055,0,0,0,0,0,0
X000651.SZ,0,0.0271970337027843,0,0.164088677631671,0,0,0,0,0,0.0309291817242952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164494742918329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0944860893567393,0,0,0,0,0,0.116082744837709,0,-0.00515772333305817,0,0.00947299218163411,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.310908120909486,0,0,0,0,0.0630267496672333,0,0.00402305550801954,0,0,0,0,0,0,0.0878595915724432,0.217182686888485,0,0,0,0,0,0,0,0,0,0.294248754040904,0,0,0,0,0,0,0,0,0.121536791249947,0.08435496204689,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0621491254821961,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.110269747968713,0,0,0,0,0.122538274921921,0,0,0.0347289313192347,0.10511618464413,0,0,0,-0.253887918762465,0,0,0.0486965024386178,0,0,0,0,0,0.129434128883335,0.0376481792854633,0,0,0,0.0862481108931087,0,0,0,0,0,0,0,0,0.0940948018017621,0,0,0,0,0,0,0,0,0,-0.00154121213457503,0.00377861317084978,0,0,0,0,0,0
X002304.SZ,0.185020482779817,-0.0496481870836869,0,0.132515142586112,0,0,0,0,0,0,0,0.0959874735605071,0.230327352336944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11007328238361,0,0,0,0,0,0,0.0339358334100724,0,0,0,-0.0192982427382216,0,0,0,0,0,-0.00700623232706092,0.0273802779047567,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.398167310669355,0,-0.161689306890444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15377833729493,0,0,0,0,0,-0.0312156499532449,0,0,0,0,0,0.141358654122395,0,0,0,0,0,0,0,0,0,0.355295060072589,0,0,0,0.0184580194748969,0,0,0,0,0,0
X600690.SH,0,0.0297284497497855,0,0,0,0,0,0.213080816752395,0,0,0.0677192773996374,0,0,0,0.127374000631226,-0.0223760111266544,0,0,0,0.115956987242975,0,0.0803565808676096,0,0,0,0,0.282296256529934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.135121984024799,0,0,0.0184190623246471,0,0,0,0,0,0,0
