,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X000625.SZ,X600031.SH,X600690.SH,X600276.SH,X000100.SZ,X600118.SH,X600271.SH,X600372.SH,X000157.SZ,X600703.SH,X000338.SZ,X002129.SZ,X000559.SZ,X002241.SZ,X600741.SH,X600089.SH,X600839.SH,X002456.SZ,X600177.SH,X600066.SH,X002236.SZ,X600582.SH,X300124.SZ,X002292.SZ,X002475.SZ,X000800.SZ,X300003.SZ,X002465.SZ,X600060.SH,X600435.SH,X600198.SH,X000977.SZ,X000568.SZ,X002223.SZ,X000727.SZ,X000581.SZ,X300146.SZ,X601877.SH,X600498.SH,X000623.SZ,X600166.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.125254875780489,0,0,0,0,0,0,0.0208985551590734,0,0,0.0796689228586288,0.0177234179506392,0,0,0,0,0,0,0,0.0789241467011623,0.0569732740442414,0,0,0,0,-0.0393643134103905,-0.00950103292218918,0,0,0,0,0,0,0,0,0.20752994692043,0,0,0,0,0,0.00128831259946225,0,0,0,0,0,0.0107128249186911,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0774225168513344,0,0,0,0,0,0,0,0,0.0477025354823371,-0.0103690058562317,0,0,0,0,0,0,0,0.00881365135008492,0,0,0,0,-0.00784175183920132,0,0.288627337656019,0,0,0,0.0397122572387788,0,0.0363495403271172,0.105063976928049,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459918302486336,0.113703432288295,0,0,0,0.033400060463751,0,0,0,0,0.0619494475233278,0,0,0,0.0800237398164058,0.022289013580393,0,0,0,0,0,0.28887639184062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00504558219418544,0.0139625215507239,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.123224266113277,0,0,0,0.0975382848037737,0,0,0,0.0931874280703927,0,0,0,0,0,0.0124859687514291,0.0722395493041984,0,0,0,0,0.306022524000158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716520296010915,0.20174627610985,0,0,0.00189267800183573,0,0,-0.00377960651646907,0,0,0,0,0,0
X000651.SZ,0,0,0.0675564412386577,0,0,0,0,0,0,0,0,0,0.022095369489256,0,0.0172202023987511,0,0,0,0,0,0.00445361209079944,0,0,0,0,0.0264607936887791,0,0,0,0,0,0,0,0,0,0,0.0799572886916693,0,0,0,0.0433293221432542,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,-0.00392953404279545,0.00800746911196325,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.0215225049285594,0,0,0,0,0,0.0631607679190488,0,0.119450048876939,0,0,0,0,0,0,0,0,0,0,0.0549299486356563,0,0,0,0,0,0,0,0,0.0127194528374924,0,0.0601174277962959,0.12737099204254,0,0.0943718132490685,0,0,0,0,0.00697223964042979,0,0,0,-0.00573470548033951,0,0,0,0,0,0,0
X000858.SZ,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.0433775324895426,0,0,0,0,0.06814166883371,0,0.043846465915374,0,0.0710338753793176,0,0,0,0,0,0,0,0,0,0,0.0364643830651869,0,0,0.0703265296407497,0,0,0,0,0,0,0,0.319497666072957,0,0,0,0.0125283938320272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577235261836293,0,0,0,0,0,0,0,0.316011860951852,0.0753117587855667,0,0.0457866591818267,0,0,0,0,0,0,0,0,0,0,0,0,0.113517880064717,0,0,0,0,0,0,0.10689910648058,0,0,0,0,-0.000573872379208907,0.00314122187223616,0,0,0,0,0,0
X000625.SZ,0.0275331431757128,0,0.0530522976805731,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.0357997434959654,0.115659638901006,0,0,0,0.0458806753700854,0,0.0683713862176903,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0501446636631068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00174750078255137,0.0514342429705986,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206127489300309,-1.73472347597681e-18,0.00986661360436322,0,0,0,0,0,0.186658587951873,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.00662646956851186,0,0.137995651962679,0,0,0.00745256001539437,0,0,0.0658141812143461,0,0,0,0,0,0,0.00538565905089011,0.0104683759713306,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108317724746874,0,0,0,0,0,0.0410799176486584,0,0,0,0.108639038191569,0,0,0,0,0,0,0,0,0,0,0,0.0725829305890444,0,0,-6.93889390390723e-18,0,0,0,0.0297601295145307,0,0,0.0191550579466818,0.116043617345538,0,0,0,0.00162267875012712,0,0,0,0,0,0,0
X600276.SH,0,0,0.205292287174544,0,0,0,0,0,0,0,0,0,0,0,0,0.043368961925251,0,0,0,0,0,0,0,0,0.070797954600595,0,0.00768811982594388,0,0,0.0124158193927995,0,0,0,0,0,0,0.122316750207779,0,0,0.0330091230270121,0,0,0,0,0,0,0.00347593375550796,0,0,0,0,-0.00638157491013822,0.012628849579279,0,0,0,0,0,0
X000100.SZ,-6.93889390390723e-18,0,0,0,0.016736699533093,0,0,0.142278402330342,0,0.0727773530121492,0,0,0,0,0,0.0580699764055988,0,0,0,0,0,0,0,0,0.282345552228135,0,0.0745991910717805,0,0,0.00857815593074399,0,0,0,0,0,0,0,0,-0.0138636236892981,0,0,0,0,0,0,0,0,0,0,0,0,0.00280449819848957,0.00630430042288971,0,0,0,0,0,0
X600118.SH,0,0,0,0.161537891912937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127722370080622,0,0,0,0,0.0367585050121707,0.0771021519617502,0,0,0,0.157407694701735,0,0,0.285895670329788,0,0,0,0,0,0,0,0,0,0,0.0942173482103064,0.130949044407476,0,0.000499926274297726,0,0,0,0,0,0,0
X600271.SH,0,0,0.0448464127729296,-0.0196265616474233,0.150318395843803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208606489444856,0,0,0,0,0,0,0,0.207668327619228,0,0,0,0,-0.116018734974666,0,0.04488134414976,0,0.0233199395900819,0,0.0352776822408617,0,0,0,0,0,0,0,0,0,0,0,-0.0286449883133801,-0.0189498890452336,0,0,0,0,0,0
X600372.SH,0,0.293134201015322,0,0,0,0,0,0,0,0,0,0,0,0.00620264933996891,0,0,0,0,0,0,0,0,0,0,0.0545484118766452,0,0,0,0.122979929750048,0,0,0,0,0,0,0.0923903423025475,0,0.108964885852087,0,0,0,0,0,0,0.13798395746136,0,0,0,0,0,0,-0.00980334095758392,-0.00101878121989411,0,0,0,0,0,0
X000157.SZ,0,0,0,0.0444924175351376,0,0,0,0,0,0.518232207830056,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15564802982015,0.00592645320670761,0.092524990240165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267329689850022,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245795955134705,0,0,0,0,0,0,0,0,0,0,0.135841410432031,0,0,0,0,0.224901988277892,4.33680868994202e-19,0,0,0,0,0,0,0.0602481784531687,0.0120077564863314,0,0,0,0,0,0,0,0,0,0,0.163565747877497,0,1.05086778972302e-05,0,0,0,0,0,0,0
X000338.SZ,0,0,0.0242297223977198,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199077711540784,0,0,0,0.0325724027418772,0,0,0.0548231106159615,0,0,0.0801223998214917,0,0,0.0348295233320387,0,0,0,0,0,0,0.0374576000288293,0,0,0,0.039216289259622,0,0,0.0225596195365792,0,0,0,0.0773646753190448,0,0,0,0.00455116674516415,0,0,0,0,0,0,0
