,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600031.SH,X600703.SH,X600271.SH,X000100.SZ,X000559.SZ,X600118.SH,X600066.SH,X000157.SZ,X002236.SZ,X002475.SZ,X600372.SH,X002292.SZ,X600741.SH,X600089.SH,X000338.SZ,X002241.SZ,X300124.SZ,X000568.SZ,X600839.SH,X002465.SZ,X600177.SH,X002294.SZ,X000977.SZ,X002074.SZ,X000869.SZ,X600867.SH,X000800.SZ,X300003.SZ,X600582.SH,X002129.SZ,X600525.SH,X002085.SZ,X600498.SH,X000581.SZ,X000550.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.139971457062993,0,0,0,0,0.0882833654220522,0,0,0,0,0,0,0,0,0,0,0.26092083369971,0,0,0,0,0,-8.67361737988404e-19,0.167206702980287,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.0155857297273071,0,0,0,0.0115101290407973,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,-0.060351590888467,0,0.19269124204346,0,0.0824875174624297,0,0,0,0,0,-3.46944695195361e-18,-0.0440100081243169,0.427733447884638,0,0,0.0957570500925883,0,0,0,0,0,0.015220242279013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179072671988773,0,0.0263558668257091,0,-0.0865318558272167,0,0.0709671627808709,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.00684981627244903,0,0,0,0.0116045586192684,0,0,0,0,0.034932307418622,0,0,0,0,0.246230711390657,0,0,0,0.0165368956557146,0.0416550706767528,0,0,0,0.247244180366787,0,0,0,0,0,0,0,-0.172437554116073,0.0355014565683054,0,0,0,-0.0132061337919754,-0.026154246025023,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.216573273738378,0,0,0.179361621070169,0,0,0.1727010594888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00725364291661502,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0103784643147501,0,0.123820312975684,0,0,-0.021298464016727,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.185140987557237,0.192244206309127,0,0,0,0,0,-0.0605150404853437,0,0,0,0,0,-0.111041668422028,0,0,0,0.181437533735362,0,0.012946871660503,0,0,0.0900535729692334,0.00696206779617351,0,0,0,0,-0.0964944628630391,0,-0.000822889477152984,0.0582178865035882,0,0,0,0,0,0,0,0,0,-0.0554274904715288,-0.0614592308642383,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.195379488079314,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232052258401722,0.0609488858744654,0,0,0,0,0.0113055527852394,0,0,0.10798904747787,0,0,0,0,0.0866366669614482,0,0,0,0,-0.0357788171948051,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0365037025586868,0.0808284991695357,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0634284017535318,0.0807358915036929,0,0,0,0,0,0.212772122186636,0.140431183415853,0,0,0,0,0,0,0,0,0,0,0,0,0.00191341726977447,0,0,0,0.128351124510564,0,0,0,0.129055009056221,0,0.00501579390877682,0,0,0,0,0,0,0
X002304.SZ,0,0.334109924169723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179912458921423,0,0,0,0,0,-0.12616008581068,0,0.325646695266603,0,0,0,0,0,0,0,0,0,0,-0.0136899815859995,-0.0581345595113332,0.0356343745845732,-0.000256793363006169,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0127646957894162,0,0.213014709380067,0.0227243195183294,0.0597907548965765,0,0,0,0,0.153559067367132,0,0.38786429363888,0,0,0,0,0,0.108564152785024,0,0,0,0.00202232176895681,0,0.00110238911909172,0,0,0,0,0,0.0307559791934493,0,0,0,0,0,-0.0241816833301959,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0.031327281312688,0,0,0,0,0,0,0,0.0767463422152373,0.0395006132342083,0,0,0,0,0,0,0,0,0.289884395725614,0,0.271144350545942,0,0,0,0,0,0,0,0,0,0,0,0.040995668381062,0,0,0,0,-0.00488542950898157,0,0,0,0,0.0105550112872427,0,0,0,0,0,0,0
