,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000063.SZ,X600372.SH,X600690.SH,X600031.SH,X002241.SZ,X000338.SZ,X600703.SH,X000157.SZ,X600741.SH,X002236.SZ,X600089.SH,X000100.SZ,X002475.SZ,X000581.SZ,X000050.SZ,X600118.SH,X000559.SZ,X601877.SH,X600066.SH,X000550.SZ,X002294.SZ,X600271.SH,X002129.SZ,X000568.SZ,X002456.SZ,X002292.SZ,X600435.SH,X300003.SZ,X300124.SZ,X000400.SZ,X600839.SH,X000800.SZ,X000869.SZ,X002049.SZ,X002038.SZ,X000977.SZ,X600566.SH,X002008.SZ,X000623.SZ,X002007.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.0482457153235547,0,0,0,0,0,0.0131184507675603,0,0,0,0,0,0.341513531755224,0,0.00483309138574867,0,0,0,0,0,0.0102687422973327,0,0,0,0,0,0.0279597879674271,0,0,0,0,0,0,0.250008516518687,0,0,0,0,0,0,0,0.0873232510782915,0,0,0,0,0.00378389325007056,2.16840434497101e-19,0,0,0,0,0,0
X600519.SH,0.14700205863543,0,0,0,0.0319181153538862,0,0.15315359755928,0.216663626770759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410625502484198,0,0,0,0,0,-0.0883520782677605,0,-0.0118813166802339,0,0,0,0,-0.0195973708263248,0,0,-0.0153181298248295,0,0,0,0,0,0,0,0,0,0,0,-0.013054841979828,-2.16840434497101e-19,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104032516768352,0,0,-0.00364281504832514,0.00894661321294108,1.73472347597681e-18,0,0,0.112407897828177,0,0,0.032849240681753,0,0,0,0,0,0.0518247976460563,0,0,0.090016592273973,0,0.0148123399248708,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0339497555417205,-0.0145796832892157,0,0,0,0,0,0
X000651.SZ,0.0575262152355677,0,0,0,0,0,0,0.156999913472632,0,0,0,0.206763195089421,0,0,0,0,0,0,0,0,0,0,0,-0.0133951371213958,0,-0.0660155818467161,0,0,0,0,0,0,0.273478293328469,0,0,0,0,0.0158387029489362,0,0,0,0,-0.0394215562913599,0,0,0,-0.00820896604479305,0,0.0260714294928668,0,0,-0.0117356173666042,0.0217863126942719,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0956289864124143,0,0,0,0,0,0,0,0.322408014521376,0,0,0,0,0,0,0,0,0,-0.032876193308625,0,0,0,0,0,0,0,0.0697575901673497,0.014858841247377,0.037732208071251,0,0,0,0.0232105566655134,0.182968008277315,0,0,0.197662637702914,0,0,0,0,-0.04091719323919,0.0758747420871911,0,0,0,0,0,0
X000625.SZ,0.46240073924184,0,0,0,0,0,0,-0.0296570756967392,0,0,0,0,0,0,0,0.25505184681251,0,0,0,0,-0.00909685437498308,0,0,0,0.0930969966943503,0.018977714308554,0,0.0799243236656347,0,0,0,0,0,0,0,0,0,0,0,0,0.0681681880419719,0,0,0,0.0104117834104298,-0.0531682620573795,0,0,0,0,0,-0.010264582054967,-0.00548193959767286,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0433133110238858,0,0,0,0,0,0,0.185856529719392,0,0,0,-0.103317115762187,0,-0.0600559889102151,0,0,-0.0140920225333792,0,0,0,0,0,0.145815011209212,0,0,0,0.122312514014486,0.0709837129910019,0,0,0,0.295536240586741,0,-0.00941858853144611,0,0,0,0,0,0,0,0.00124913340640365,0,0,0,0,0,0,0
X002304.SZ,0,0.0312117932827654,0,0,0,0,0.409271893561065,0,0,0,0,0,0,0,0,0,0,0.0798204379208622,0,0,0,0,0,-0.0952832415412066,0,0,0,0,0,0,0,0,0.114087543143792,0,0.0498180897129964,0,0,-0.0296215378999189,0,0,0.0687714111660786,0,0,0.266712824630957,0,-0.0654209771511556,0,0,0,0,0,0.0355352941740828,0,0.135375430465141,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407227457596811,0,0,0,0,0,0.0147384400630822,0,0,0,0.124507886939583,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0836446258063514,0,0,0,0,-0.0472096376814135,0,0,0,0.0921895191637405,0,0,0.0139086903847064,0.00441517649256649,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.142102683166258,0.0978892625650056,0,0,0,0,0,0,0,0,0,0,0,0,0.0490228591344003,0,0,0,0,0.0192091654665736,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.0995399386282277,0,0.0422566396669368,0.062650579573381,0,0,0.0110243565195037,0,0,0,0,0,0,0.00345412606518244,0,0.0231479992155319,0,0,0.0073672544308657,4.33680868994202e-19,0,0,0,0,0,0
