,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600031.SH,X600703.SH,X000100.SZ,X600271.SH,X600066.SH,X000157.SZ,X600118.SH,X000559.SZ,X002236.SZ,X600089.SH,X600741.SH,X000338.SZ,X600372.SH,X002241.SZ,X002475.SZ,X002292.SZ,X000568.SZ,X600177.SH,X600839.SH,X300124.SZ,X002294.SZ,X000977.SZ,X600312.SH,X002465.SZ,X002074.SZ,X300003.SZ,X000800.SZ,X600867.SH,X000869.SZ,X600525.SH,X600582.SH,X600498.SH,X002129.SZ,X000581.SZ,X000550.SZ,X000016.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.113541188728733,0,0,0,0,0.262232377616126,0,0,0,0,0,0,0,0,0.0466800297882352,0,0,0,0,0.0225581413255527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0802507302293734,0,0,0.258201116478454,0,0,0,0.00213556981823991,0.0448089364057797,0,-0.0290340934832478,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.146729058361972,0,0,0,0,0,0,0,0.337392246883244,0,-0.00165907643468074,0,0,0,0.0424563240375742,0,0,0.203525727942271,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134078615852336,0,0,0,0.0963776874237911,0,0,-0.0683719667549312,0,0.0627058535855368,-0.0248024509220931,0,0,0,0,0
X002415.SZ,0,0,0,0,0.262187996638882,0,0,0,0,0,0,-0.0561919999536563,0,0,0,0,0,0,0.0276665441715715,0,0,0,0,0,0.119898747076738,0,0.00624496391376588,0.0612494814044982,0,0.0221387258995148,0,0,0,0,0.00260581203993465,0.192722480546096,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0724135464149211,0,0,0,0,0,0,0,0,0,0.229998936377746,0,0,0,0,0,0,0.0771253485285169,0,0,0.293865274681411,0,0,0,0,0,0,0,0,0,0,0,0,0.0448166472800498,-0.00206080363951339,0,0,0,0,0,0.089324621243895,0,0.0813690828632397,0,0,0,-0.000701771488112665,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0765297697984744,0.051927139951671,0,0,0,0,0,0,0.104320012566054,0,0,0,0,0,0,0,0.00763965896991504,0,0,0,0,0,0.273556997356633,0,0.128840854679447,0,0,0.0631142563336947,0,0,0.0296844184787054,0,0.0316247499059642,0,0,0,0,0.0108229247361757,0,0,0,0,0,-0.00787422593856541,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.140727127498026,0.218517974679207,0,0,0,0,0,0,-0.114351141389384,0,0.0102732256355705,0,0,-0.0542451033117738,0,4.33680868994202e-19,0,0,0,0,-0.030268554406047,0.408877520207728,0,0.0386574756623614,0,0,0,0,0,-0.0623714303592853,0,0,0,0,0.0180485804219473,0,0,0,0,0,0,0,-0.00714450835952811,-0.0545497410736371,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.115112447333866,0.0905849159725415,0,0,0,0,0,0,0,0,0,0.286811488696321,0,0.0250879701339326,0,0,0,0.218161710287224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474260302565447,0,0,0.0039756592107065,0,0,0,0,0,0,0
X002304.SZ,0,0.332194985703167,0,0,0,0.170436291628895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0999027146651648,0,0,0,0,0,0.0637807831966919,0,0,0.145151300495719,0,0,0,0,0.0290687325617567,0,0,0,0,0,0,0,0,0,0,0,-0.042619685922186,0,0.0311883736278766,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0.0108915705950029,0.0387779903944519,0,0.0577659611078064,0.234298340328073,0,0.337615341852652,0,0,0,0,0,0,0,0,0.00510684303422855,0,0,0,0,0.0317239770143952,0.0173164412449896,0,0,0,0,0,0,0,0,0.0564241625038708,0,0,0,0.0288556646759627,-0.0350762415744485,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.0165272666102809,0,0,0,0,0,0.0139107239695647,0,0,0.190714928439398,0.03529277113191,0,0.0619766188156792,0,0,0,0,0.166222497672306,0.0881639918154585,0.0586142274579114,0,0,0,0.123260492936024,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0409411335810521,0,0,0,0,0,0,0,0,0.0100041805831809,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0.172957212789898,0,0.100666036651237,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.162695911125691,0.104687872338069,0,0,-8.67361737988404e-19,0,0.0107119446088104,0,0,0.120411024064393,0,0,0,0,0,0,0.0498371539650589,0,0,0,0,0,0,0,0,0,0,0,0.0218640954564567,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155885480727662,0.282543865531541,0.184680593621912,0,0,0,0,0,0,0,0,0,0,0.0103120353816168,0,0,0,0,0,0,0,0.0480117864894758,0,0,0,0,0,0.000648358236314872,0,0,0,0,-0.000766565851341825,-0.0154156704144164,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0.314655695977912,0,0,0,0,0,0.0792005225922846,0,0,0,0,0.1530835735248,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.0124930904932874,0,0,0,0,0,0,0,0,0,0,-0.055883077223517,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0.174218073635064,0,0,0,0,0.207071521141087,0,0.0309864076988717,0,0,0.0560382609401834,0,0,0,0,0,0,0.054188396730234,0.00761954172652479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202427260370418,0,0,0,-0.0178826769728186,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0.172919996360766,0,0,0,0,0,0,0,0,0.0940207096880174,0.0763779311148386,0,0.0883533781541537,0,0,0.21954483395919,0,-0.019756367818534,0,0,0,0,0,0,0.0942247162775137,0,0.0678569346752693,0,0,0,0,0,0,0,0,0.0786137072084978,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0.0544788603730478,0.00860924543429062,0.099618491783577,0.268475812879874,0,0,0,0.0601203296548867,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0980769299643136,0,0,0,0,0,0,0,0,0,0,-0.0262486765058649,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0.137276461184516,0,0,0,0,0,0,0.108753820044873,0,0,0,0,0,0.0140182568161043,1.73472347597681e-18,0,0,0.290196867846718,0,0,0,0.0162351622924606,0,0,0,0.0930646649248329,0,0,0,0,0,0.0698689655130314,0,0.21663147113453,0,0,0,0,0,0,0,0,0,0,0.00148041860477005,0.0337120620612372,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0.0206495194888512,0,0,0,0,0,0,0,0,0,0,0,0,0.043555440747215,0,0.0858527989759539,0,0,0,0,0,0.246299549794121,0,0,0,0,0.299435766146286,0,0,0.213859300080642,0,0,0,0,0,0,0,0,0,0,0.0158575618842704,0,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111737859554031,0,0,0,0,0.012350925460127,0,0,0,0,0,0,0.083113618513293,0,0,0.0590573704347434,0,0,0.0107636670382234,0.00312836671388605,0.0796205572255633,0,0,0,0,0,0.0172470536249043,0,0,0,0,0,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0985700217160688,0,0,0,0,0,0,0,0,0,0,0,0,0.122178097661067,0,-0.0220921334043563,0,0,0.0945244236761493,0,0,0,0,0,0,0,0,0,0,0,0.142402293623101,0,0,0.219406674328702,0,0,0,-0.00952962564759503,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0.520033142182736,0,0,0,0,0,0.103768543617184,0,0,0.0363767164305208,0.0686303156420129,0,0,0,0,0,0.00292389739911566,0,0,0.00328916857626186,0,0,0,0,0,0,0,0,0,0,0,0.000499488086276423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0.0439650873709133,0,-1.73472347597681e-18,0,0,0,0.120298003257052,0,0.132557721223499,0,0,-6.93889390390723e-18,0,0,0,0.280171489884313,0.0371355430311789,0,0,0,0.0189851124280536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155247020925081,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0.0800535007546415,0,0,0,0.0302232453301552,0,0,0,0,0.0345828662941614,0,0.324883007861911,0.00864197050586128,0,0,0,0.0737616327251769,0,0.185292083780836,0,0,0,0.0477202721027768,0,0.0697635020438319,0.00455330472179178,0,0.040821982377467,0,0.0175165647117953,0,0,0.0227922952965893,0,0,0,0,0,0,0,0,0,0,-0.00708362391893476,0.0407293165939298,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,-0.0359190302293149,0,0,0,0,0,0,0,0,0,0,0.31084834054269,0.282623519854277,0,0,0,0,0,0,0,0,0,0,0,0.0664961164239772,0,0,0,0,0,0,0.113940071939787,0,0,0,0,0,0.0479362658280994,0,0,0,0,0.0280391414143004,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106907692309856,0,0.115427226128421,0,0,0,0,0,0,0,0,0.208076837873729,0.0664749055650873,0,0.0430666299924312,0,0.168506790280874,0,0.0399271983972598,0,0,0,0,0,0,0.00431546603170339,0,0,0,0,0.0320956140934565,0,0,0,0,0,0,0
X002475.SZ,0,0,0.052370971666739,0,0,0,0,0,0,0.167000432977788,0,0,0,0,0,0,0,0,0.188426443811341,-0.0120620716162831,0,0,0,0,0,0,0.053616015794478,0,0,0,0.0159427044130134,0.491610393153164,0,0,0,0.00489672728565413,0,0,-0.246178437435041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0832991918015321,0,0,-0.00163698630498075,0,0,0,0,0,0,0,0,0,0,0,0.0612908558950744,0,0,0.0402677803494629,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.149890168212865,-0.00378789166927023,0.099970888681796,-0.0665037969737807,0,0,0,0
X000568.SZ,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0561508769130547,0,1.38777878078145e-17,0,0,0,0,0,0.0539073020182337,0.0826263691563519,0,0,0.138361607736249,0,0.0216024486846531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055988183400116,0,0,0,0,0,0.158497063999788,0,0,-0.0642493544102737,0,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0,0,0,0,0,0.0637733351396947,0,0.126075439849382,0,0,0,0,0,0,0.16300047435802,0,0,0,0,0,0,0.0298561292087136,0,2.16840434497101e-19,0,0.0210611086912137,0,0,0,0,0,0.194310221722923,0,0,0,0,0,0,0,0.0356811784864799,0,0,0,-0.00226245774171419,0,0,0,0,0,0
