,X600519.SH,X600104.SH,X000651.SZ,X000725.SZ,X002415.SZ,X002304.SZ,X000858.SZ,X000625.SZ,X600690.SH,X600276.SH,X000100.SZ,X600703.SH,X000063.SZ,X600031.SH,X000157.SZ,X000338.SZ,X600271.SH,X600741.SH,X600118.SH,X002292.SZ,X002475.SZ,X600066.SH,X600372.SH,X002241.SZ,X600177.SH,X300124.SZ,X002236.SZ,X601877.SH,X600089.SH,X002129.SZ,X002456.SZ,X000568.SZ,X000016.SZ,X300003.SZ,X002294.SZ,X600839.SH,X000559.SZ,X002223.SZ,X600582.SH,X000550.SZ,X002276.SZ,X000869.SZ,X000623.SZ,X000800.SZ,X000066.SZ,X002008.SZ,X600435.SH,X600252.SH,X600312.SH,X600060.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.1480367963317,0.00733025409096055,0,0,0,-8.67361737988404e-19,0,0.287243218151648,0,0,0,0.0601957899166005,0,0,0,0,0,0,0,0.0160307438799753,0,0,0.0709991259127613,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0800718702227599,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142050682291468,0.0250928172025451,0,0,0,0,0,0
X600104.SH,0.108907961489354,0,0,0,0.102610805732047,0.19349578892958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29320517573879,0,0,-0.0130534620177708,0,0,0,0,-0.00177498435612133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283658512366844,0,0,0,0,0,0,0.0315158907467692,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0307380122014827,0,0,0.00809698732343318,0,0,0,0,0,0.0994308592736367,0,0.0413999165812213,0,0,0.0675259774412335,0,0,0,0.0636614558096245,0,0.0297427020002724,0,0,0,0,0,0,0.247677249728149,0,0,0,0,0.104635745809288,0,0,0,0,0,0,0.0430349763753472,0,0,0,0,0,0,0,-0.00603015117224768,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.222852948645564,0,0,0,0,0,0,0.140973628664653,0,0,0,0,0,0,0.155894554707736,0.146488252765544,0,0,0,0,0,0,0,0,0,0,0,0.115075586530553,0,0,-0.0327006368492115,0.113132104039939,0,0,0.0941649677292449,0,0,0,0,0,0.0226951059357431,0,0,0,0,0,0,0.0110216242660477,-0.0115424288021635,0,0,0,0,0,0
X002415.SZ,0,0,0.0846113154273265,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178005186230459,-8.67361737988404e-19,0.0409796057031187,0,0,0,0.116879840260373,0,0,0,0.115899944141415,0,0,0,0,0.0513273808924062,0,0,0,0,0.0680944216735844,0.12191415989648,0,0,0.122476422831734,0,0,0,0.00144311498807072,0,0,0,0,0,0,-0.0304704101380662,0,0,0,0,0,0,0
X002304.SZ,0,0.372256731752217,0,0,0,0,0.218900299742044,0,0.0230526885858748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189956228204272,0,0.088091227432038,0,0,0,0.0543738038614988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,1.73472347597681e-18,0.00657144355336769,0.00454706307550999,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.124976493875679,0,0,0,0,0,0.0196610790795013,0,0,0,0.222760070320274,0.0343482223709411,0,0.00774255585098731,0,0,0,0,0,0,0,0,0,0,0,0,0.498581144630961,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0169502860840199,-0.0151185255687194,0,0,0,0,0,0
X000625.SZ,0,0,0.0397998356852256,0,0,0,0,0,0,0.00482510160539031,0.121841792058802,0,0,0,0,0.0482393012240715,0,0.0505870822235054,0,0,0,0,0.0739735955439806,0,0.134115241529499,0,0,0,0,0,0,0.112758452439058,0,0,0,0.0277111736396757,0.0255407408397025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.0274095209862742,0,0,0,0,0,0.0254265139313682,0,0,0,0.11439174417075,0,0,0.0732315962598287,0,0,0,0,0,0,0,0,0,0,0,0,0.00615717124153769,0,0,0,0.00193613916113989,0.126429588848956,0,0,0,0,0,0,0,0,0,0,0,0,0.122202152840187,0,-0.00481407894342917,-0.016785487781189,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696539285076117,0,0.0798809466734994,0,0,0,0.0450687645153938,0,0.199012143573718,0,0,0,0,0,0,0,0,0,0,0.0527720429133173,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133498935491591,0,-0.00448885796507547,0.0132828419305634,0,0,0,0,0,0
