,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X600809.SH,X000651.SZ,X600690.SH,X002475.SZ,X600031.SH,X002304.SZ,X000725.SZ,X600104.SH,X000661.SZ,X300014.SZ,X300124.SZ,X000338.SZ,X003816.SZ,X000063.SZ,X000100.SZ,X002241.SZ,X000596.SZ,X600703.SH,X000157.SZ,X300142.SZ,X000625.SZ,X002129.SZ,X002371.SZ,X002007.SZ,X002179.SZ,X600741.SH,X601877.SH,X002236.SZ,X002049.SZ,X000799.SZ,X600584.SH,X601799.SH,X300003.SZ,X002414.SZ,X600779.SH,X600183.SH,X000800.SZ,X300146.SZ,X600089.SH,X002074.SZ,X002008.SZ,X600707.SH,X000977.SZ,X600460.SH,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.118088770573916,0,0,0.225865570057291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560339029163027,0,0.0249960794080937,0,-0.021193162179798,0,0,0,0,0,0,0.0906794961851971,0,0,0,0,0,0,0,0,0,0,0,-0.0329251524598539,0,0,0.0367070692582834,0,0.0236616265752053,-0.0511920248098157,0,0,0,-0.00746162154156416,0,0
X000858.SZ,0,0,0,0,0.326299896052738,0.0561718437385873,0,0.0347817010544914,0,0,0.123329494107736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827856200442431,0,0,0.0495245241731459,0,0.185983379567969,0,0,0,0,0,0,0,0,0,0,0,0.00711411468957612,0,0,0,0,-0.0140054372505354,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.159079658504945,0,0,0,0.0609728756408395,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.176544814782959,0,0,0,0.323994328976686,0,0.123470337336596,0,0,0,0.0812704090455294,0,0,0,0,0,0,0,-0.0221032304949232,0,0,0,0.0470626863070949,0.0504882170352549,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.096337505721081,0.091270150716431,0,0,0.0900067670118959,0,0,-0.0189038527527813,0,0,0,-0.157421498236351,0,0,0,0,0,0,0,0.0433293500669169,0.0218743276388171,0,0,0,0,0.200081464295658,0,0,0,0.0331294231908155,0,0,0,0,0,0,0,0,-0.111550439555925,0,0,0,-0.0108190662410314,0,0,0,0,0.00798583045625613,3.46944695195361e-18,0,0,0,0.0354640840210472,0,0
X000568.SZ,0,0.72791295269188,0,0,0,0.00945517931027661,0,0,0,0,0,0,0,0,0,0.00730662982544767,0,0,0,0,0,0,0,0,0,0,0,0,0.245910580887852,0,0,0,0,0,0,0,0,0,0,0.159326750987701,0,0,0,0.0342151748409754,0,0,0,0,0,0,0,0,-0.00641368868981123,0,0,0,-0.00145088954945334,0,0
X600809.SH,0,0,0,0,0.0178719384289222,0,0,0,0,0.229217046893152,0,0,0,0,0.0788372376629747,0,0,0,0,0,0,0.0312751821043079,0,0,0,0,0,0.118051144983257,0,0,0,0,0,0.0572764981402121,0.364706437568799,0,0,0,0,0,0,0,0,0,0.0824933665876297,0,0,0,0,0,0,0,-0.0633582194169564,0,0,0,-0.0357689877237743,0,0
X000651.SZ,0,0.0314251576020336,0,0,0,0,0,-4.33680868994202e-19,0.00226923761340238,0,0.0819361171032872,0,0,0.0207894610530937,0,0.0523800817346674,0,0,0,0.152976865689513,0.0166079316375071,0,0,0.0672584108953636,0,0,0,0,0,0,0.0633805767090421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00200440334074919,0,0
X600690.SH,0,0,0.0772640575774647,0,0,0.221335432723575,0,0,0,0,0.00018588256038017,0,0,0.131124534340094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115684644815816,0.251203691870231,0.0165177690647877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00189237826376816,0,0,0.204351284334901,0,0,-4.33680868994202e-19,0,0,0,-0.0183899507508403,0,0
X002475.SZ,0,0,0.0351276426033792,0.124675095518419,0,0,0.0643428106443612,0,0,0,0,0,0,0.0978321574933509,0.00538755618757927,0.105498784727077,0,0,0,0.0182426577108681,0.521048097249145,-0.0472573292253617,0,0.0307957535899802,0,0,0,0,0.0255104418646222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382460464790712,0,0,0,0.04086079053155,0,0
X600031.SH,0,0,0,0,0,0,0,-0.0456635487461552,0,0,0,0,0,0,0,0.226425055474,0,0,0,0,0.18466548938513,0,0.0727625675551874,0.101334540121982,0.0671965629268919,0,0,0,0,0.237752661214964,0,0,0,0.0806510576048921,0,0,0.182157474945712,0,0,0,0,0,0,0,0.00159047509113036,0,0.0550595255232504,0,0,0,0,-0.0304902610711578,0,0,0,0,0.0122802121675615,0,0
X002304.SZ,0.00750357108623411,0.186504516250754,0,0,0.302975512797209,0.151635560426939,0,0,0.156966124577998,0,0,0,0,0,0,0,-0.271447508837489,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676614296925049,0,0,0,0,0,0,0,0,0,0,-0.100166675031113,0,0,0,-6.93889390390723e-18,0,0,0,0.0294790506622514,0,-0.0252000078299928,0,-0.136438010471072,0,0,-0.00145060524515426,0,0
X000725.SZ,0,0,0.0901143818880468,0,0,0,0,0,0,0.115182848404046,0,0,0,0,0,0,0,0,0,0.174721272951151,0,0,0,0,0,0,0.0732212515099632,0,0,0,0,0.00944012224819432,0,0,0,0.0445002557298966,0,0.042648255136256,0,0,0,0,0,0,0,0,0.0325564111242895,0,0.0386455798751569,0,0,0,0.0504867959436063,0,0,0,-0.0448722135252134,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126718736553515,0,0,0,0,0,0,0,0,0.108430395310941,0,0,0,0,0,0,0,0,0,-0.0434445719992826,0,-0.0798634312664867,0,0,0.0184610708554955,0,0,-0.00674908327891675,0,-0.0065858374720584,0,0,0,0.0480226299683767,0,0,0.0209784403526121,0,0,0,0,0.0160847220061646,0,0
X000661.SZ,0,0,0,0,0,0,0,0.0290187964953909,0.0470155445510721,0,0,0,0,0,0,0.239512694768493,0,0,0,0,0,0,0,0.0607210713026482,0,0,0,0,0,0.0381983158007608,0,0,0,0,0,0,0.0682910246181606,0,0,0,0,-0.093371907436488,0,0.163743931544664,0,0,-0.0304179620724281,0,0,0,0,-0.0325476674419012,0,0,0,0,-0.00933838021492476,0,0
X300014.SZ,0,0,0,0,0,0.0865192879011057,0,0,0.160006751176975,0,0,0,0,-0.01923146128058,0,0,0.633737459721941,0,0,0,0,0,0,0,0,0,0.120507304028249,0,0,0,0,0,0,0,0.144753929913468,0,0,-0.0675252097557136,0,0,0,0,0,0.377278552316248,0,0,0,-0.176561954514934,0,0,0,0,0.0536808524265339,0,0,0,-0.0226828575006858,0,0
X300124.SZ,0,0,0.0148552129264155,0,0,0.227891620404866,0,0,0,0.388077998302937,0,0,0,0,0.0607785320800649,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.00192360239806197,0.0246355575754441,0.210601521039208,0,-0.343363134651631,0,0,0,0,0,0,0,0,0.232008266731501,0,0,0,0,0,0.00432483719103969,0,0.0795882786508999,0,0,0,0,0,-0.0544737995572402,0,0,0,0.000107503507424819,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199107183307396,0,0,0,0,0.0443050463062543,0,0,0,0.130880071494296,-0.05592604433639,0.166586176617157,0,0,-0.0718742994069434,0,0,0,0,0,0,0,0,0,0,0.0338385350540742,0,0,0.0749319080968647,0,0.0493478337036754,0,0,0,0,0,0,-0.0691502189289454,0,0,0,0,0.000770138853877705,0,0
X003816.SZ,0,0,0,0,-0.00504945265850002,0,0,0,0,0,0,0,0,-0.0831913396067181,0.0543201041348588,0,0,0,0,0,-0.00318795408311146,0,0,0.0032522954018902,0,0,0,0,0,0,-0.0395125574669906,0,0,-0.211192972168714,0,0,0,0.0517167338161874,0,-0.0407439317300387,0,0,0,0.0116405345194351,0,0,0.0135585739294402,0.0741236914022935,0,0,0,-0.00186580989731111,0,0,0,0,-0.00520601610527817,0,0
X000063.SZ,0,0,0,0,0,0.0765009536192083,0,0,0,0,0,0,0,0.151647304604266,0,0,0,0,0,-0.0198372650914189,0.0648687930628158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490151002651584,0.147491550499669,0.086567726740211,0,0,0,0,0,0,0,0,0,-0.0581356360685155,0,0.094779530785235,0,0,0,0.0191034596761392,0,0,0,-0.0141242294072486,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,-0.000408420138988033,0.247646751373926,0,0,0,0,0,0,0,0,0,0,0.317018355079744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140429694885138,0,0.0149646586993594,0.236767178939131,0.186820425543487,0,0,0,0,0,0,0,0,-0.0280360488227214,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0.249370463010901,0,0,0.0620804327176414,0,0,0,0,0,0,0,0.198999555544087,0,0,0,0,0,0,0.0297486044797616,0.0179568742873196,0,0,0,0,0.248534836642362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767227673952574,0,0,0,0.0220911649523491,0,0,0,-0.0512452272779235,0,0
X000596.SZ,0,0,0,0,0.21114952384567,0.181139086791711,0,0,0,-0.0190823710978032,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0342119313587446,0,0.0876892045950633,0,-0.0320902719153092,0,0,0,0,0,0,0.0793606342596606,0,0,0,0,0,0,0,-0.0939770175167504,0,0.187988890779463,0,0,0,0,0.0959567446556712,0,0.00631170098387935,-8.67361737988404e-19,0,0,0,0,0,0
X600703.SH,0,0,0.0377576485903875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0772310710186921,0,0,0,0,0,0,0,0.00197727114467446,0,0,0,0,0.00937770283854001,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154361379861192,0,0,-0.0222602578580823,0,0,0,0,-0.0601014075696561,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102540614997522,0,0.14236969981549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142497701184021,0,0,0,-0.0220130114247141,0,0.415680669531934,0,0.0467124133686948,0,0,0,0,0,0,0,0,0,-0.0372662590728796,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18575574784796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227813147475703,0,0,0,0,0,0,0,0,0,0,0.142438978648026,0.0292756838366354,0.0440090161143541,0,0,0.182841577931885,0,0,-0.00363397897820942,0,0,0,-0.0398778594230552,0,0
X000625.SZ,0,0,0,-0.396022440690052,0,0,0,0,0,0,0,0,0,0,0,0.0530257051792731,-8.67361737988404e-19,0,0.0698798861304296,0.232775648856131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.540827623842461,0.0394573382114786,0,0,0,0,0.130590896925639,0,0,0,0,0,0,0,0,-0.0324119775956173,0,0,0,0.0248561778491428,0,0
X002129.SZ,0,0,0,0,0,0.0328363304720191,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00544842618632679,0.153668238728244,0,0,0,0,0.0820608947075916,0,0,0,0,0,0,0,0.544867552630668,0,0,0,0,0,0,0,0.01172851136512,0.0311720026233413,0,0,0,0.01147345706629,0,0
X002371.SZ,0,0,0,0,0,0.0471547282087634,0,0,0,0,0,0,0,0,0.0600439815581429,0.0775368270178784,0,0,0,0,0,0,0.0845854793117572,0,0,0,0,0,0,0,0,0,0.00373258506006192,0.531536440962168,0,0,0,0,0,0,0,0,0,0,0.0163862511741178,0,0,0,0.0583829336161317,0,-0.2881502885877,0,-0.047479428698715,0,0,0,-0.00897591568815074,0,0
X002007.SZ,0.0984088230313341,0,0.152317181880468,0,0.0748540095033256,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,-0.362495551222056,0,0,0,0,0,0.052641357625556,0,0,0,0,0,0,0,0,0,0.121541016078961,0,0,0,0,0,0,0,0,0,0,0.130962717173602,-0.0356915157096863,-0.0708377459179187,4.33680868994202e-19,0,0,0,-0.0154103388610056,0,0,0,-0.0514899975572979,0,0
X002179.SZ,0,0,0,0.046627698451103,0,0.167398590691089,0,0,0,0.157915595386166,0,0,0,0,0,0,0,0,0,0,0,0,0.04770912707498,0.208532065730328,0,0.00450331748301908,0,0,0,0,0,0,0,0,0.0882892147427761,0,0,0,0,0,0,0,0,0,0,0,-0.0768382701374807,0,0,0,0,0,0.0106823450481933,0,0,0,-0.0281363571947973,0,0
X600741.SH,0,0,0,0,0,0,0.629603986500685,0,0,-0.042038126769213,0,0,0,0,0,0,0,0,-0.0760827962818002,0.0483113595413864,-0.00201447469049498,0,0,0,-0.102180939956835,0,0,0,0,0.108287005025123,0,0,0.0105628113794137,0,0.229054892539078,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0464536694879245,0,0.0808894357630792,0,-0.0136188545449095,0,0,0,-0.00871428423599642,0,0
X601877.SH,0,0,0.00141146690569125,0,0,0,0,0,0,0.13252399345877,0,0.167937211739202,0,0.0758820518616499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185475036118127,0,0,0,0,0,0,0,0,0.0221716868119485,0,0,0,-0.020833922528509,0,0
X002236.SZ,0,0,0.354299310946444,0,-0.0898336270469025,0,0,0,0,-0.020670015576144,0,0,0,0,0,0,0,0,0,0,0.0422473125218212,0,0,0,0,0.0604746937372735,0,0,0,0,0,0,0,0,0,0,0,0.156881833829777,0,0.230586972919402,0,0,0,-0.156907552552106,0,0,0,0.0668300418249824,0.0589644244576325,0,0,0.056316671450776,0,0,0,0,0.0506620518429085,0,0
X002049.SZ,0,0,0,0,0,0.0518460774396085,0,0,0,0.287143596741212,0,0,0,0,0.0941080017316501,0,0,0,0,0,0,0,0,0,0,0,0.14292140248434,0,0,0,0,0,0,0,0,0,0,0,0.274482948939043,0,0,0,-0.0255139574023405,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.00334524315291499,0,0
X000799.SZ,0,0.493133186722885,0,0,0.285660118671762,0.128086938975374,0,0,0.0449766243406768,0,0,0,0,0,0,0,-0.0188505538803465,0,0,0,0,0,0,-0.0884870080676216,0,0,0,-0.0288852092222802,0.0449019834744286,0,0.0609613536861829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0209813637764794,0,0,0,0,0.0652967242272339,0,0,0,0,-0.00441376826787684,0,0
X600584.SH,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.198098539713779,0,0,0,0,0,0.0705053003569961,0,0,0,0,0.0409610801697597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171712915050065,0,0,0,0,0,0.0588249697709385,0,0,-0.182391633145924,0,0,0.0718259105793873,0,0.151036033098544,-0.0480322688853386,0,0,0.0133084577770613,0,0,0,-0.0265567317045451,0,0
X601799.SH,0,0,0,0,0.0538791781569612,0,0,0,0,0.0865349455245844,0,0,0,0.13371771050858,0,0.0244171775989799,0,0,0.256453673266197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0880000972100452,0,0,-0.18151590869736,-3.46944695195361e-18,0,0,0,0,0.0863512874302197,0,0,-0.0223049758250878,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0.13735061634971,0,0,0,0.122113214451823,0,0,0,0,0,0,0.0237746961179139,0,0,0,0.0422751134837901,0,0,0.0779095501459013,0.0485840015693476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00887167812533355,0,0,0,0,-0.0201909636958691,0,0
X002414.SZ,0,0,0.108996816307512,0.101869535338914,0,0.0870251666893062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053797350358847,0,0.10854710771428,0,0,0,0,0,0,0,0.12206654405058,0,0,0,0,0,0,0,0,0,0,0,0,0.0500057861889728,0,0.0993511549683531,0,0,0,0,0,0,0,0.00960291658765246,0,0
