,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000063.SZ,X000625.SZ,X600690.SH,X600118.SH,X600703.SH,X600031.SH,X000100.SZ,X600271.SH,X600372.SH,X000157.SZ,X600066.SH,X002292.SZ,X000559.SZ,X002236.SZ,X000338.SZ,X002241.SZ,X600089.SH,X600741.SH,X002475.SZ,X601877.SH,X002129.SZ,X600177.SH,X000016.SZ,X000547.SZ,X600839.SH,X300124.SZ,X000568.SZ,X600435.SH,X002465.SZ,X300003.SZ,X600582.SH,X002294.SZ,X002074.SZ,X002276.SZ,X000066.SZ,X600252.SH,X002456.SZ,X000581.SZ,X000550.SZ,X000977.SZ,X002008.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.221563344143167,0,0,0,0,0,0,0.0903285671047526,0.0364585846910227,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158720249630368,0.0115463799483559,0,0.0411090068253896,0,0,0,0,0,0,0,0.0114944604027144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170112585827595,0,0,0,0,0,0
X600104.SH,0.439377720252975,0,0,0,0,0,0.0208849338013257,0,0,0,0,0,0,0,0,0,0,0,0.213524176052461,0,0,0,0,0.0504863791675532,0,0,0.0243305793297009,0,0,0,0,-0.00688186040403683,0,0.0396146479768171,0,0,0,0.0816563603402498,0,6.93889390390723e-18,-0.0050926544783265,0,0,0,0,0,0,0,-4.33680868994202e-19,0,-0.128523730724922,0.0186734743336532,0.0229735246521939,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.00269481144272518,0,0,0,0,0,0.120722114884091,0.0607005960991792,0,0,0.127989871067194,0,0,0.0402961048784863,0,0,0,0,0,0,0,0,0,0,0,0,0.0295457978181176,0.38726228770896,0,0,0,0,0,0,0,0,0,-0.0144798855494952,0,0,0,0,0,0,-0.0296529743358257,0.00901879332305466,0,0,0,0,0,0
X002415.SZ,0,0,0,0,-0.0084839983134817,0,0,0,0,0,0,0.115033456788897,0,0,0,0,0,0,0,0,0,0,0,0.0304220786554471,0,0,0.065576360957233,0,0,0.228916607952203,0,0,0,0,0,0,0.103397741600607,0,0,0,0.160472516060224,0,0.0200622431295113,0,0,0,0,0.0342733501901228,-0.0840564659942581,0,0,-0.0152112340101448,0,0,0,0,0,0,0
X000725.SZ,0,0,-8.67361737988404e-19,0.0830076085425055,0,0,0,0,0,0,0,0.0919423884244271,0.190285185649923,0.0698194255213067,0,0,0,0.0970921090526901,0,0,0.0986647385104738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0627997901836008,0,0.0652454151027511,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.245678104907559,0,0,0,0,0.0359472853738795,0,0,0,0,0,0.116715619644342,0,0,0,-0.00990771189002356,8.67361737988404e-19,0,0,0,0,0,0,0.0931785734246065,0,0,0,0,0.475885821006057,0,0,0,0,0,0,0,0,0,0,0,0.00840434487537493,0,0,0,0,0,0.0141643865718817,0,0,0,0,0,0
X002304.SZ,0,0.183883519809303,0,0,0,0.411367360132246,0,0,0,0,0,1.73472347597681e-18,0.0360621219862248,0,0,0,0,0,0,0,0.000935693259527869,0,0,0,0,0,0,0,0.00937618499062521,0,0,0,0,0.00361817840907525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313841680721812,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0161666905299554,0,0.0867851164916088,0,0,0,0,0.0478486275647786,0,0.147943861619501,0,0,0,0,0,0.0871539499567909,0.144302627794398,0,0,0,0.134322771329056,0,0,0,0,0.0540628314446489,0,0,0,0,0.0128783317038489,0,0,0,0.0806067772148676,0,0,0.0555009963880268,0,0.0109414326419879,0,0,0,0.0159891749895901,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.212927799603441,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0733483553294253,0.260261106918479,0.139772407812719,0,0,0,0,0,0,0,0.0211448160462234,0,0,0.00764870434361177,0,0,0,0,0,0,0,0,0,0,0.00424547455826543,0,0,0,-0.0057255733988428,-0.0276629331754086,0,0,0,0,0,0
X000625.SZ,0,0,0.0703821349443599,0,0,0.0434937905501251,0,0.0521953056102797,0.00321722339568417,0,0,0,0,0,0.107594552142505,0,0.0729239391602547,0,0,0,0,0,0,0,0.0182012381152352,0.231824710373213,0,0,0,0,0,0,0,0,0.0731002028802247,0,0,0,0,0,0,0,0,0,0,0,0.0416416085903897,0,0.0126906497585274,0,0,0,0,0,0,0,0,0,0
