,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X002304.SZ,X000651.SZ,X600104.SH,X600690.SH,X600031.SH,X000725.SZ,X300014.SZ,X300124.SZ,X000338.SZ,X000625.SZ,X000063.SZ,X002241.SZ,X000661.SZ,X002371.SZ,X600703.SH,X003816.SZ,X000596.SZ,X002129.SZ,X000100.SZ,X002049.SZ,X300142.SZ,X000799.SZ,X600460.SH,X002179.SZ,X600741.SH,X000157.SZ,X600702.SH,X600779.SH,X600584.SH,X002007.SZ,X601877.SH,X002236.SZ,X002414.SZ,X601799.SH,X002074.SZ,X300003.SZ,X600183.SH,X000800.SZ,X300146.SZ,X600089.SH,X002508.SZ,X002185.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.246969234832822,0.00608212041623739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577650354607766,0,0,0,0,0,-0.0403612527117152,0,0,0,0.117514425747714,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252790572085377,0,0.0392707030607669,0,-0.00384863903326293,0,0,0,0,0,0,0
X000858.SZ,0,0,-3.26838809434867e-07,0.0657425737806706,0,0.346112678134993,0,0,0,0,0,0,0,0,0,0,0,0,0.0369751134733958,0,0,0,0,0,0,0,0,0,0.173378210113436,0,0,0,0,-0.0152773917446931,0,0,0,0,0,0,0,0.0329511830515782,0,0,0,0.064061472404142,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.086082827048014,0,0,0,0,0,0,0.169094746925055,0.0407370837755646,0,0.0575749325592377,0,0,0.0570437828970847,0,0.0337007385950364,0,0,0,0,0,0,0,0,0,0.0849530950149682,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0260999672347909,0.0260634862067635,0,0,0,0,0,0,0,0,0.0816226696068803,0,0,0,0,0,0,0.0155746230927171,0,0
X600276.SH,0,0,0,0,0,0,0,0.0687737139153474,0,0,0,0.166952340762303,0,-0.104274086817146,0.190420465804263,0,0,0,0,0,0,0,0,0,0,0,0,0.0663287164260873,0,-0.0171209629523571,-0.189724745195186,0,0,0,-0.122536077193324,0,0,0.0110713512552178,0,0,0,0,0,0,0,0.114476056750652,0,0,0,0,0,0.139573549674618,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.0523593675580629,0,0.13714723780433,0,0,0,0,0,-0.0311847561540092,0.068408716044319,0,0,0,0,0,0,0,0,0.0142380741982936,-0.157905538148188,0,0,0,0.527632535754566,0,0,-0.163484573012151,0,0,0.065717319371844,0,0,0,0,0,0,0,0,0,0,0,-0.0532163793635028,0,0,0,0,0,0.0482246630615975,0,0,0,0,0,0
X000568.SZ,0,0.562652288665203,0,0,0.0167734372277318,0,0,0.0357701412713893,0,-0.214308603735006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226137185918831,0,0,0,0,0,0,0,0,0,0,0,0.0953128083237858,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392158094743604,0,-0.0134601951624729,0,0,0,0,0,0,0
X002475.SZ,0.299365864293823,0,0,0.109696774991043,0,0,0,0.0237255554941516,0,0,0,0,0,0.14641895318701,0,0,0,0,0.0316560287068137,0,0,0.155297979381445,0,-0.173923598790486,0,0,0,0,-0.0265114541502743,0.0032722656984636,0,0,0,0.050542516671626,0,-0.0152108166042726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0942969930934625,0,0
X002304.SZ,0,0,0,0,0.219260744123042,0.0297616103407927,0,0,0,0,0,0,0,-0.180742496173665,0,0,0,0,0,0,0,0.461338192587127,0,0,0,0,0,0.0165952876223632,0,0,0.22035441274861,0,0,0,0,0,0,0,0,0,0,0.169502120065097,0,0,0,0.147182636455917,0,0,0,0,0,-0.188115721703588,0.142810921417829,0,0,0,-0.0381272997699601,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.173334421311491,0,0,0.0913274154125431,0,0,0.0301412886948791,0,0,0,0,0,0,0,-0.0277953975082729,0,0,0,0,0,-0.0926155560798457,0.0238051942525782,-1.73472347597681e-18,0.0806876994255261,0,0,0,0,0,0,0,0,0,0,0,0,0.0678136288800675,0,0,0,0,0,0.0645537742807,0,0,0,-0.0263635624965346,0,0
X600104.SH,0,0,0,0,0,0,0.0312164717547022,0,0,0,0,0.0865867927265054,0,0.0201942129927349,0.0232305664754012,0,0.0649446780029925,0,0,0,0,0,0,-0.0662261704533861,0,0.0749344578112679,0,0.126833536527696,-0.043106730545532,0,0,0,0,0.0742731933658739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0817399657768293,0.0139081680615852,0,0,0,0,0,0
