,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X600809.SH,X000651.SZ,X002371.SZ,X600104.SH,X003816.SZ,X000568.SZ,X300124.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X300014.SZ,X000596.SZ,X002241.SZ,X000100.SZ,X002179.SZ,X600418.SH,X002463.SZ,X600584.SH,X000977.SZ,X600089.SH,X600703.SH,X600372.SH,X000157.SZ,X002028.SZ,X000066.SZ,X002049.SZ,X002236.SZ,X600183.SH,X600522.SH,X600741.SH,X600066.SH,X600839.SH,X601877.SH,X002456.SZ,X600460.SH,X002156.SZ,X600487.SH,X000661.SZ,X000800.SZ,X002129.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.226591518139772,0,0,0,0,0.140076775785117,0,0,0,0,0,0,0,0,0,0,0.174310036053494,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00608091617103374,0,0,0,0,0,0,0,0,-0.0132001702723545,-0.00836973816765793,0,0,0,0,0,0,0,-2.8863091878782e-05,-0.00509448960350315,0,0,0,-0.0636126019227187,0,0
X000858.SZ,0.547069227877992,0,0,0,0,0,0.00448403886388781,0,0,0.0682455692282715,0,0.215643594338085,0,0,0,0,0.0114361068034599,0.00775655787111646,0,-8.67361737988404e-19,0.0729784761181377,0,0,0,0,0,0,0,0,0,0,0.0591535709425038,0,0,0,0,0,0,0,0.12050713096003,0.0388304758263011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.157712789381388,0,0,0,0,0.0918838070689483,0,0.173189250115887,0.0535079543264983,0.167499008949931,0,0,0.108761241970757,0,0,0,0,0,0,0,0,0.0750094172377962,0,0,0,0,0,0,0,-0.0541430807555882,0,0,0,0,0,0,0,0,0,0,0.0456067909999234,-0.23498773980029,0,0,0,-0.110871748193323,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.026336591914375,0,0,0,0,0,0,0.0703723612026018,0,0.405382777656532,0,0.0161174316251986,0,0.0439744201015809,0,0,0,0,0,0,0,0,0,0,0.173967206300177,0,0,0,0.0510030605625328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142761187149017,0,0
X002415.SZ,0,0,0,0,0,0.0672490785205811,0.113503789667419,0,0,0,0,0,0.00487143900051385,0,0,0.0263809773442819,0,0,0,0.248915084775129,0,0,0,0,0,0.0207317415238252,0,0,0,0,0,0,0,0.0332610697616186,0,0,0.115034380119052,0,0,0,0,0,0,0,0,0,0.0024739665730044,0,0,0,0,0,0,0,0,0,-0.052309064810811,0,0
X600690.SH,0,0,0,0.0494737638453421,0,0,0.107976989485772,0.32125396042134,0,0,0,0,0,0,0,0.119007617148694,0,0,0,0,0,0,0,0,0,0.00695328908728952,0,0,0,0,0,0,0,-0.0175782952037308,0,0,0,0,0,0,-5.42101086242752e-20,0,0.0752894446398761,0,0,0,0,0,0,-0.0364031312309446,0,-0.0240739270566701,0,0,0,0,0.0393085572043084,0,0
X600809.SH,0,0.0126237937184605,0,0,0,0,0,0,0,0,0,0.56265043818477,0,0,0,0,0,0,0,0.0229994941193687,0.238200797390835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0258479659735393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.257255052157963,0,0,0,0.0573171923976953,0,0,0.00913976776971986,0,0,0,0,0.195048430362552,0,0,0,0,0,0,-0.0821240054839789,0,-0.0393069967845977,0,0,0,0,0,0,0,0,0,0,0,0,0.213982480798293,0,-0.00648260292391147,0,-1.73472347597681e-18,-0.0102916053712951,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,-0.058044921174874,-0.0967043781787056,0,0.439188880112487,0,0,0,0,0,0,0.0173396605518713,0,0,0,0,0,0,0,0.144742701286315,0,0,0,0,0.00138084420275468,0,0,0,0,0,0,0,0,0,0,0,0.162722686999557,0,0,0,0,0,0,0.0609378610235485,-0.0479357923624981,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.122934771532675,0.351849681005361,0,0,0,0,0.0428036478736946,0,0,0,0,0,0,0,0.497782641588737,-0.0222793037091395,0,0,0,0,0,0,0,-0.211214268931012,-0.161949579045903,0,0,0,0.60903735387851,0,0,0,0,-0.203068473102471,0,0,0.123699344376543,0,0,0,0,0,0.104843994378624,0,0,0,0.0564533506201936,0,0
