,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X003816.SZ,X002304.SZ,X000725.SZ,X000568.SZ,X000661.SZ,X000338.SZ,X600690.SH,X600703.SH,X600809.SH,X300003.SZ,X002007.SZ,X600183.SH,X600741.SH,X000596.SZ,X002371.SZ,X000100.SZ,X002241.SZ,X300014.SZ,X300142.SZ,X601877.SH,X000977.SZ,X300124.SZ,X000157.SZ,X002236.SZ,X000800.SZ,X000625.SZ,X002129.SZ,X002463.SZ,X002456.SZ,X600118.SH,X002223.SZ,X600498.SH,X002179.SZ,X300136.SZ,X600271.SH,X002414.SZ,X002049.SZ,X000066.SZ,X600584.SH,X600522.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.378988977552979,0,0,0,0,0,0,0,0,0,0,0.0750404414592702,0,0,0,0,0,0,0,0,0,0.0435438080402029,0,0,0,0,0,0,0,0,0,0,0,0.00685659568846018,0,0,0,0.0313761048001171,0,0,0,0,0,0,0,0,0,0,0,0.0714455017122665,0.0199615131477487,0.00981457971763068,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.142673359911921,0,0.069212572698869,0,0,0,0.250560810669953,0,0,0,0,0,0,0,0,0,0.251685454477952,0,0.00733403825651622,0,0.0559314610869607,0,0,0,0,0,0,0,0,0.0413470035334885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0927701038360143,0,0.0236365836508926,0,0,0,0,0,0,0,0,0,0.0770266137313936,0,0.0873165314108551,0,0,0,0,0,0,0.0433763741314115,0,0,0,0,0,0,0,0,0,0,0,0,0.00124048159898116,0.00797672742417484,0,0,0,0,0,0
X000651.SZ,0,0.239528080853677,0,0,0,0.0877717349473617,0,0,0.11225164495142,0,0,0,0,0,0.053662611859356,0.195656006872004,0,0,0,0,0,0,0,0,0,0,0,0.0211653520162545,0,0.0102008367861449,0,0,0,0,0,0,0,-0.0605467052374059,0,0,0,0,0,0,0,0.0390932713905567,0,0,0,0,0,-0.00627191323542928,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.16465786799935,0,0,0,0,0,0,0.242756119252756,0,0,0,0,0,0,0,0.0636034045732119,0,0.0562234307185991,0.0285584731708994,0,0,0.0627752978836654,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371345080374574,0,0.00189785764620894,0,0,0,0.0904533042871817,0,0,0,0,0.00598664911067334,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.348213426346038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149263329614,0,0.0507502274546563,0,0.163866070900281,0.0690607293397324,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.00599038251460858,0,0,0,0,0.288080985748403,0,0,1.38777878078145e-17,-0.0364684487320319,0,0,0,0,0.0127282245159717,-0.00102479739430057,0,-0.0887581598747086,0,0,0,0
X600104.SH,0,0.310524345424185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359082380901043,0.086365875159993,0,0,0,0.00948827962239091,0,0,0,0,0,0,0.175562976426643,0.0839428508594739,0.0421233640384331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00275188126153932,0.0388800415869987,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.103834334779153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168316924851896,0,0,0,0,0,0.0895752637308577,0,0,0,0,0,0,0,0.253152501534243,0,0.0187398212066063,0,0.0145638062962189,0.0314393317782996,0.199686683706956,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0323183596950599,0.0273399190678257,0,0,0,0,0,0
X600031.SH,0,0.0257971971404894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0830157657549245,0,0,0.0151045223732176,0,0.0414595226853868,0,0,0,0.096658642143121,0,0,0,0,0.526902254375699,0,0,0,0,0,0,0,0,0.00413116555823826,0,0,0,0,0.036269510837287,0,0,0,0,0,0.00996710770810662,0.00824696916122145,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,3.46944695195361e-18,0,0.0652244860911658,0.0853386690218463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180940285874543,0,0,0,0.0473314223920182,0,0,0.0173514805786058,0,-0.0120902917090738,0,0,0,0,0,0,0.207042915435938,0.0751464884591359,0,0,0,0.0204417921282476,-0.0214605199162938,0,0,0,0,0,0
X002304.SZ,0,0.11621477711897,0,0,0,0,0,0,0,0,0,0,0.152325156267373,0,0.0439769537507739,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0131931452729473,0,0,0,0,0,0,0,0,0,0,0.0879756859904504,0,0,0,-0.057359283795636,0.0230689570759458,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.0240448783672136,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068943678312097,0,0,0.0475583374694011,0,0,0,0,0,0,0,0.474902661312305,0,0,0.0796245566232212,0,0,0,0,0,0,0,0,0,0.015684752789181,0.0177992929856669,0,0,0,0.10655107800004,0,0,0,0,-6.93889390390723e-18,0.0150232102916099,0,0,0.0251446835172258,-0.0027579629062379,0,0,0,0,0,0
X000568.SZ,0,0.22121652091478,0,0,0,0,0,0,0.0428362622702227,0,0,0,0,0,0,0,0,0.456532210478828,0,0,0.0257136659773185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303667572687923,0,0,0,0,0.0328121519540019,0,0,0,0,0,0,0,0,0.00282798531230549,-0.00298732403075922,0,0,0,0,0,0
X000661.SZ,0,0,0.153305357668791,0,0,0,0,0,0,0,0.0864524811826011,0,0,0,0,0,0,0,0,0,0,0,0.231979818269483,-0.039098191409836,0,0,0,0,0.0293941109838804,0.0126650569597476,0,0,0,0,0.154986493481451,0,0,0,0.121182942589341,0,0,0,0,0,0.025131632159982,0.159366467057827,0,0,0,0,0,0.0260811866962963,-8.67361737988404e-19,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.0608489684070451,0,0,0,0.469440182979794,0,0,0,0.045524293751133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00320778275197098,0.00212354252567404,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0220189938721641,0,0,0.113974273785787,0,0,0.0414010055424553,0,0,0,0,0,0,0
X600690.SH,0,0.182555456275204,0,0,0,0,1.73472347597681e-18,0,0.0295525547327591,0,0,0,0,0,0.0802162252165341,0,0,0,0,0,0,0,0,0,0,0,0.0755868664388658,0,0,0,0,0,0,0.035375978265623,0,0,0,0,0,0,0,0,0,0,0,0.113484097671042,0,0,0,0,0,0.00445050456766404,-8.67361737988404e-19,0,0,0,0,0,0
