,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600118.SH,X600031.SH,X600271.SH,X000559.SZ,X000100.SZ,X600372.SH,X600066.SH,X000157.SZ,X002241.SZ,X002292.SZ,X600741.SH,X002475.SZ,X002236.SZ,X600089.SH,X300124.SZ,X000338.SZ,X002465.SZ,X300003.SZ,X600839.SH,X600177.SH,X000568.SZ,X002129.SZ,X002294.SZ,X000547.SZ,X002506.SZ,X002074.SZ,X600867.SH,X000977.SZ,X000800.SZ,X002008.SZ,X300146.SZ,X002223.SZ,X000869.SZ,X002276.SZ,X600498.SH,X600435.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0886055147634947,0,0,0,0.230320514644515,0,0.178162483168245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0144734257416764,0,0,0,0.136423247122339,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.0304325306410689,0,0,0,-0.0641663437826325,0.0979630867807233,0,0,0,0,0,0
X600104.SH,0,0,0,0.037931363915772,0,0,0,0.16946259356263,0.422600063499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110367704665209,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.0167593889452142,0,0,0,0,0,0,0,0,0,0,0,-0.0134872115038365,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,-0.0460660266070929,0,0,0,0,0,0,0,-0.215132252060349,0,0,0,0,0,0,0.259971633369072,0.0601767684423379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363611571005506,0,0,0.0164636459982501,0,0,0.183194225750798,0.0552864736677771,0,0,0,0,0,0.0354863004039551,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.155912095131201,-3.46944695195361e-18,0,0,0.0528216401022019,0,0.0413690254669448,0.336153852615672,0,0,0.0112540574874486,0,0,0,0.120350327271731,0,0,0,0,0,0,0,0,0,0.0328850535048885,0,0,0.00938855927106587,0,0,0,0,0,0.00514562660400815,0.0669582245526536,0,0,0,0,0,-0.0163029823650132,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.101285292369658,0,0,0,0,0,0,0,0,0.187046977744732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030299421969598,0,0.173515474040347,0,0,0,0.00379112556114982,0,0,0.103695097346095,0,0,0,0.138050448359684,0,0,0.0602744242155696,0,0,-0.0014551340117453,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,6.24144261007537e-05,0,0,0,0.109862094641881,0,0,0,0,0,0,0,0,0,0,0.0309761627049214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3129241902633,0.0469476150565508,0,0,0,0,0,0,0.128615767130554,-1.73472347597681e-18,0,0,0.0462329267900815,0,0,-0.00497783195645287,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601274094991201,0.0510526123658375,0,0,0,0.286595077926418,-8.67361737988404e-19,0.0131562642532918,0,0,0,0,0.0791400629439693,0,0,0.367944391629198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367622824831681,0,0,0,0,0,0,0
X000625.SZ,0,0.174092740101781,0,0,0,0,0,0.0368333959226604,0,0,0,0,0,0,0,0,0,0.0539291010160766,0,0,0,0,0.0516003325971478,0.185862049103742,0,0,0,0.0639714335473599,0,0,0,0,-6.93889390390723e-18,0.0776914818975649,0,0,0,0,0,0,0.165796484093107,0,0,0,0,0,0,0,0,0.00681820119548069,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.111984390257699,0.16453253695822,0,0,0.16807947910916,0,0,0,0,0.0430176466833308,0,0.000682328009834932,0,0,0.208512202915749,0,0.0177162535592811,0,0,0,0,0.0583523345943235,0,0,0,8.67361737988404e-19,0,0,0.0742771562009969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
