,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000568.SZ,X000063.SZ,X600741.SH,X600703.SH,X002475.SZ,X000338.SZ,X600031.SH,X002236.SZ,X300003.SZ,X002008.SZ,X600809.SH,X300124.SZ,X002456.SZ,X600867.SH,X601877.SH,X600066.SH,X600271.SH,X000625.SZ,X600487.SH,X000596.SZ,X002294.SZ,X000100.SZ,X600566.SH,X000981.SZ,X002241.SZ,X000661.SZ,X002508.SZ,X300142.SZ,X000050.SZ,X300136.SZ,X000157.SZ,X002179.SZ,X002038.SZ,X002180.SZ,X002007.SZ,X600522.SH,X000869.SZ,X002049.SZ,X600177.SH,X000977.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,-1.73472347597681e-18,0.268382662041244,0.0294357037599574,0.0288455167615703,0,0,0.17982156542257,0,0,0.0374992191948055,0,0,0,0,0,0,-1.0842021724855e-19,0.0773188433264277,0,0,0,0,0,0,0,0,0,0,0,0.0520794482314358,0,0,0,0,-0.0418879842000562,0,0,0,0,0,0,0,0,0,0.000695407223568758,0,0,0,0,-0.00370696915623746,-0.00135487024526906,0,0,0,0,0,0
X600104.SH,0,0,0,0.0796084698006938,0,0,0.195658756888666,0,0,0,0,0,0,0,0,0.0364486201092853,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0339709714153632,0,0,0,0,0,0,0,0,0,0,0.0898182235236122,0,0,-0.00991784614633787,0,0,0,0,0,0,0,0,0,-0.00991276026927192,-0.0702179685430899,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.147692409252494,0,0,0,0,0,0,0,0,0,0.218662179917658,0,0,0,0,0,-0.0394625944642289,0,0,0,0,0.0915558306876457,0,0.0325043154056174,0,0.235896741467754,0,0.10993400807449,0,0.19674153230803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158201604209484,-0.0241090404236962,0,0,0,0,0,0
X000858.SZ,0.111995393630751,0,0,0,0.226280969900253,0,0,0,0.130101821079737,1.38777878078145e-17,0,0.0952068257910913,0,0,0,0,0.126539184570366,0,0,0.183934746969008,0,0,0,0,0,0,0,0,0,-0.0479792901606336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019160530717895,0,0,0,0,0,0
X000651.SZ,0,0,0,0.69843365105827,0,0,0,0,0,0,0,0,0,0.195817837934121,0,0,0.158820208598995,-0.0390400519266916,0,0,0,0.0624505311542544,0,0,0,0,0,0,0,0,0,0,0,0,-0.0232953051456234,0.048238884356453,0,0,0,0,0,0,-0.00650667401871293,-0.086440286318957,0.0376074942844537,0,0,0,-0.136684535748331,0,0,0,0.077061636670134,0,0,0,0,0,0
X600276.SH,0,0,0,0.0277854396161098,0,0,0,0,0,0.133257251759931,0,0,0,0,0,0,0,0.237701534101298,0,0.107203467982815,0,0,0,0,0,-0.0627634540497196,0,0,-0.0628632369972727,0.14122262526629,0,0.214601165517836,0,0,0.167277801725892,-0.0304957265201898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0587108132256527,0.00243364901435766,0,0,0,0,0,0
X002304.SZ,0,0,0.137211142178954,0.207661527455571,0,0,0,0,0.207922280613908,0,0,0.105068369491713,0,0,0,0,0,0,0,0.170510127097474,0.0638109045782951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0368119669609414,0,0,0,0,0,0.0235217977300714,0,0,0,0,0,0,0,0,0.0209731781733854,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.0699373566916973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0832399157862444,0,0,0.134862637524901,0,0,0.0987101993059267,0,0,0,0,0,0,0,0,0,0,0.0518672851552365,0,0,0,-0.112017550979004,0,0,0,0,0,0,0.0497361951240414,0,-0.0150344302480652,0.0189909539654252,0,0,0,0,0,0
X600690.SH,0,0,0,0.42872032285464,0,0,0.0417312566575608,0,0,0,0,0.121760968278757,0,0,0,0,0,0,0,0.0932028037740502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0151778322932138,-0.0112454226441286,0,0,0,0,0,0
X000568.SZ,0.0123272660628133,0,0,0.0800250546276085,0.0544956655757044,0.211084788882433,0.0311808008952517,0,0.236956644521717,0,0,0,3.46944695195361e-18,0.0417871375350277,0.199428183935303,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741582006335195,0,0,0,0,0,0,0,0,0,0,0,0.0291959395683349,0,0,0,0,0,0,0,0,0.0548631219362165,0,0.0102940640447728,-0.013844307309874,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.350598608586137,0,0,0,0,0,0,0,0.173650378031501,0,0,0,0,0,0,0,0.344847149153419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.168028437291642,0.0480343665218435,0.0576755904045685,0.386452433428038,0,0,-0.109587283744654,0,0.262616730227123,0,0,0.137999504587976,0.0532176930572325,0,0,0,-0.181211537020583,0,0
X600741.SH,0,0.0908549487859987,0,0.056212451974126,0,0,0,0,0.188051864121028,0,0,0,0,0,0,0,0,0.0495026403930841,0.165915038191852,0,0,0,0.0384411743655824,0.00308835079043374,0,-0.0149676670809739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00753781439471415,0,0,0,0.0955309740530281,0,0,0,0,0.0165522436222195,-0.0810565736709788,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,-0.151906863696344,0,0,0,0,0,0,0,-0.0658026789960864,0,0,0,0.474076265571559,0,0,0.066613560501175,0,0,0,0,0,0,0,0,0,-0.0798499235383824,0.00703053360848855,0,0.397366736589425,0,0,0.455206068481837,0,0,0,0,0,0,0,0,0,0,0.0756489575122515,0.00960954816370238,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0592377717289413,0,0,0,0,0,0,0,0,0.508651894968278,0,0,0,0.0266470852329191,0,0,0,0,0,0,0,0.0248760771922338,0,0,0,-0.0220559876342827,0.114047078508973,0,0,0,0,0.159247200189485,0,-0.111654441242134,0,0,0,0,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0.0718221189736185,0,0,0.107309991732126,0,0.0184895572234327,0,0,0.161346979732441,0,0,0,0.115515652141568,0,0,0,0,0,0,0.00801087806870403,0.0331726951336746,0,0,0,0,0,0,0,0,-0.115977475976188,0.00709659881676736,0.0564622089406555,0,0,0,0,0,0.0545926540628142,0,-0.0393473917981059,0,-0.0718734488505246,0,0,-0.00926439851599914,0.0104750498867981,0,0,0,0,0,0
X600031.SH,0,0.0267082945916353,0,0,0,0,0,0,0,0.22632544887767,0,0,0,0,0.157685393411484,0,0,0,0.0284868443286088,0,0,0,0,0,0,0,0,0.0861309634993181,0,0,0,0,0,0.112190632025532,0,0,0,0,0.00322848270166354,0,0,0,0,0,0,-0.174031669653129,-0.0500145741118191,0,0,0,0,-0.00991202403763817,0.0140107630760622,0,0,0,0,0,0
X002236.SZ,0,0,0.550254670367981,0,0,0,0.0247417288824556,0,0,0,0,0,0,0.177106036573564,0,0,0,0,0.0223510861252362,0,0,0.021815456773333,0,0.190742205808006,0,-0.0608776712919876,0,0,0,0,0,0,0,-0.0349339502301737,0,0.0515787136739424,0,0,0,0,0,0,0,0,0,0,0.0415304546161745,0,0,0,0,0,-0.0482969748901304,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0.210752611310196,0.030039017571502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389295106160592,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,-0.0127506756728408,0,0,0,0,0,0,0,0.0500098702273348,-0.165827929420194,0,0,0,0,0,0,0,0,0.0244882089364444,0,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0,0,0.19445308997577,0,0,0,0,0,0.223693764787782,0.0544765602511344,0,0,0.240011430356934,0,0,0,0,0,0,0,0,0.0673611734417474,0,0,0,0.114608370414865,0,0,0,0.0873531084074141,0,0,0,0,0,0,0.199522807942117,0,0,0.210712329735436,0,-0.0334569238071107,0,0,1.38777878078145e-17,0,-0.160121309907842,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.13357963718473,0,0.0599802923216811,0,0,0.263951448430289,0,-0.0252855055348258,0.12139396716379,0,0,0,0,0,0,0,0,0.112975482740765,0,0,0,0,-0.0647906185047313,0,0,0.0826971641507034,0,0,0,0,-0.0344510936027002,0.140877231777861,0.158064884923594,0,0,0,0,0,0.00341020259294579,0,0.184385164495129,0,0,0.0221537163622257,0,0,0,0,-0.028300441914255,-0.00445231768628679,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455886553523745,0,0,0,0,0,0,0,0.324691521591403,-0.0914389116235802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683529119732327,0,-0.0400428365613233,-0.0486698723892022,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.297597108081934,0.617620846913724,0,0,0,0,0,0,0,0,0,0.0786311640379632,0,0.0994140620829153,0,0,0,0,0,0,0,0,0,0,0,0.0649928768104454,0.175528420105534,0,0,0,-0.0348498086564255,0,0.0479013145018871,0,-0.00618506625524811,0,0,0,0.0722217225101498,-0.0200155267890991,0.0254468800719461,0,0,0,0,0,0
X600867.SH,0,0,0,0,0,0,0,0,0,0,0.0273299836873737,0,0.0172689627024934,0.0135470753530682,0,0,0,0.616431565258854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00679315470392548,0,0,0,0,0.0510885768477241,-0.0240399466793247,0.128307767621108,0,0,0,0,-0.00231115360852608,0.0845085618905309,0,-0.0383181197480305,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343634504388552,0,0,0,0,0,0.00720808622111983,0,0,0.373614286922177,0,0,0,0,0,0,0,0,0,0,0,0.0191773394979903,0,0,-0.0657198892336205,0.258380346094402,0,0,0,0,-0.0331291326661884,0,0,-0.172564843619606,-0.247791126944487,0.106982443740745,0.115262969163125,0,0,0,-0.0174923915368706,0,0
X600066.SH,0,0,0,0,0,0,0,0.106237910088969,0.0833288624687395,0,0.0179378493717242,0,0,-1.0842021724855e-19,0,0,0,-0.0442556385658243,0,0.176588929005789,0,0,0,0,0,-0.0675845916898681,0,0,0,0,0,0,0,0,0,0,0.11174371149596,0,0.0430826983900411,0,-0.0338852317562481,0,-0.218591658831191,0,0,0,0,0,0.0285116780219463,0,0,0.0384150623614182,0.0505730587584039,0,0,0,0.235165180601237,0,0
X600271.SH,-0.392984561037822,0,0,0,0,0,0,0,0,0,-0.00866630564245711,0,0,0,0,0,0,0,0,-0.138897496862649,0,0,0,0.123715101633677,0,0,0,0,0,0.0515889312660008,0,0,0,0.278556130671679,0,0,0,0,0,0,0,0,0.338149682641632,0,0,0,-0.160988601126774,0,0.22096065926867,0,0,-0.035970014889974,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0.0266140855655992,0,0,0,0,0.0479420257005951,-0.123228766971718,0,0,0.0769178822190389,0,0,0,0,0,0,0,0.0761104820312874,0,0,0,0,0,0,0,0.10249982510676,0,0,0.00595362250753157,0,0,0,0.0928202300584242,0.105585231393657,0,0,0,0,0,0.213798092342455,0,0,0,0,0,0,0.00608128658202804,-0.0031940012269652,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,0.178928461623574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340862147280917,0.0509136389619251,0,0,0,0,0,0.505128517004381,0,0,0,0,0.139674338131765,0,0.00120330732566088,0.0103433321984218,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0,0.243730764670898,0,0,0,0,-0.0624559699966497,0,0,0,0,0.178624697874727,0,0.0420615562728092,0,0,0,0,0,-0.0350001604721517,0,0,0,0,0,0,0.094991779615179,0,0,-0.0130721632613129,0.0486188196563146,0,0,0,0.136840300982085,0,-0.0929172512232805,0,0,0,0,-0.0460979654784752,0,0,-0.01088109659875,0,0,0,0,0,0
X002294.SZ,0,0,0.0440372282221795,0,0,0.351986133034678,0.0439747625059721,0,0,0,0,0,0,0,0,0,0,0.136326190888568,0,0.089029283769583,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.346554744885201,0,0,0,0,0,0,0.0252039593920914,0,0,0,0,0.258846207401235,0,0,0.0158107418896603,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0.010084353169793,0,0.065900358300459,0,0,0,0,0,0,0,0,0,0,0,0.000583123632874097,0,0,0,0,0,0.120461949088421,0.0999719744360594,0,0,0,0,0,0,0,0,0,0,0.0337707341413618,0,0,0,0,0,0.0777429064410458,0,-0.0430190026643961,0,0,0.0428719408003087,0,-0.000249593302696715,-0.0221797932667554,0,0,0,0,0,0
X600566.SH,0,0,0,-0.0509337964190492,0,0.259901798654608,0,-0.0275102176672777,0,0,0,0,0,-0.0146436737682206,0,0,0,0.025975757278982,0,0,0.0605374943950605,-0.0414402312431849,0,0,0,0,0,0,0,0,0,0,0,0,0.352553104660612,0,0.229937265012598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0123862152467594,0,0,0,0,0,0,0
X000981.SZ,0,0,0,0,0,0,0,-0.00111573394990392,-0.0901786646597705,0,0,0,0,0,0,0,0,0,-0.222937099773782,-0.0463121083954872,0,0,-0.0826978198334812,0,0,0,0,0,0,0,0,0,0,0,0,-0.0619810495481395,0.281960234524694,0,0.117399761099343,0,0,0.0989237434776606,0.096811686322619,0,0,0,0.0154668434178101,0,0,0,0,0,0,0,0,0,-0.0849445652128702,0,0
X002241.SZ,0,0,0.0768437035223611,0,0,0,0,0.00690970112587776,0,0,0,0,0,0,0,0,0,0,0.233622187476202,0,0,0.100807588227556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358805956133551,0,0,-0.104747267034561,0,0,0.0198373307225639,0,-0.00438665176876757,0,-1.73472347597681e-18,0,0,-0.00255182074495672,-0.0424866777255862,0,0,0,0,0,0
