,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000568.SZ,X000625.SZ,X002236.SZ,X002475.SZ,X002241.SZ,X600031.SH,X000338.SZ,X600066.SH,X002456.SZ,X002508.SZ,X000100.SZ,X300124.SZ,X601877.SH,X300136.SZ,X300003.SZ,X600089.SH,X002008.SZ,X600177.SH,X002294.SZ,X002085.SZ,X600271.SH,X600522.SH,X000157.SZ,X002007.SZ,X600118.SH,X600487.SH,X000981.SZ,X600867.SH,X600699.SH,X600809.SH,X600566.SH,X600372.SH,X002074.SZ,X000559.SZ,X300115.SZ,X000050.SZ,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0.061806495281083,0,0,0,0,0.0377746961253536,0,-0.0322549218136366,0,0,0,0,0,-0.0227440454068532,0,0,0,0.152966308078656,0,0,0,0.157704002813077,-0.0289054796749848,0,0,0,0,0.0370113988170883,0,0,0,0.172686694686127,0,0,0,0,0.0927501159322536,0,0.266234704140722,0,0.0160952703617106,-0.0160681669197664,0,0,0,0,0,0
X600104.SH,0,0,0,0.159211809634291,0,0,0,0.0257363883716851,0,0.037347890863636,0,0.453197361049014,0,0.117943114136541,0,0,-0.047909141912889,0,0,0,0,0.0263674949890467,0,0,0,-0.0518855558260647,0,0,1.73472347597681e-18,0,0,0,-0.14316676620105,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.0146919667698068,0,0,0.039489655849395,0.00131682816570103,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.129425585862866,0.0845378928290172,0,0,0,0,0,0,0.0784675095343833,0,0.407338888895064,0.107321590082327,0,0,0,0,0,0.199118478988251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0151293146628125,0,0,-0.216825881932814,-0.04305481692138,0,0,-0.0356913050755576,-0.0997233755545739,0,-0.0473680844368143,0,0,-9.42304444821753e-05,0,0,0,0,0,0,0
X000651.SZ,0,0.067150251389538,0,0,0.108635215624402,0.0694886990782731,0,0,0,0,0,0,0,0,0.205510411435901,0,0,0,0,0,0,0.104575353887008,0,0.0238597093764935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0564099230883522,0,0,-0.00677197369635622,2.16840434497101e-19,0,0,0,0,0,0
X000858.SZ,0,0,0,0.00642532730725321,0,0,0,0,0,0.0401629669166499,0,0.0241980030009127,0.630131793698848,0,0.0391310832666154,0,0,0,0,0,0,0,0,0,0.0367633821770913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141174051031713,0,0,0,0,0,0.0890055323972377,0,0,0.00331232470043427,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0707684433547651,0,0,0,0,0,0,0,0,0,0.144887185055876,0,-0.0043864859804347,0,0,0,0.127656681868799,0,0,0,0,0,0,0,0,0.330883998240274,0,0,0,0.320269374260604,0.34958434169351,0,0,0,0,0,0,0,0,0,0,0.188781347585158,3.3881317890172e-21,0,0,0,0,0,0,0.0178857056495272,0,0,0,0,0,0
X600276.SH,0,0,0.00989306946504444,0,0.117144196184557,0,0,0,0,0,0,0.242255407181891,0,0,0,0,0,-0.146485160038923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183127439536675,0.00363362004761297,0,0,0,0,0,0,0,0,0,0,0,-0.139569374668956,0,0,0.0509006386546726,0,0.0188446206906345,0.0166177699870218,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0497962624573207,0,0,0,0,0.507390975027221,-0.034593283212372,0.0686018177218412,0,0,-0.0833573781788293,0,0,0,0,0,0,0,0,0,0.0189915639741929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,-0.0704660419138845,0,0,-0.0992599631551347,0,0.728700480499837,0,-0.0441952041669608,0.0355324486307503,0,0,0,-0.359121503904883,0,0
X000063.SZ,0,0,0,0,0,0.03176960341307,0,0,0,-0.0310198373407816,0.220859793656723,0,0,0,0,0,0,0,0,0,0.0762206320783206,0,0,0.117174737189602,0,0,0.0584605889658796,0,0,0,-0.0823859219898721,0,0,0,0,0,0,0.0473235317952779,0,0,0,0,0,0,-0.0645699377567124,0,0.183977125607067,0.13572613894632,-0.018675052486989,0,-0.0241182192072261,-0.0102179081296415,0,0,0,0,0,0
X600690.SH,0,0.314976845696646,0,0.0774548182061185,0,0,0,0.0461235801206918,0,0,0,0.283355433908931,0,0,0.180175404498897,0,0,0,0,0,0,0,0,-0.0487330795596266,0,0,-0.148757937447405,0,0,0,0.0470585197294788,0,0,0.0090202564189701,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00702962993756878,0,0,0.0223914483694044,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.061971366154673,0,0,0.117451158686583,0,0,0,0,0,0,0,0,0,0,0,0.0920081661121691,0,0,0,0,0,0,0.00334954426561834,0.00265674427847285,0,0,0,0,0,0,0,0,0.161918160564512,0,0,0,0,0,0,0,0,0,0,0,0,0.0258777677500164,0.017567539512669,0,0,0,0,0,0
X600741.SH,0,0.409110398474788,0,0,0.0762528408786402,0,0.0025872623334449,0.0614914082496508,0.0534967381886215,0.108972657546251,0,0,0,0,0.144447068583051,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,-0.126412227715065,0,0,0,0,0,0,0,0,0,0,0,0.0615065124960715,0,0,0,0.00160883743752475,0.00822194065171464,0,0,0,0,0,0,0,-0.00597879995652322,0.0177137257444883,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.714993196147416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356367546867171,0,0,0,0.0806449058036794,0,0,0,0,0,0,0,0.0224305753832478,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101916868864579,1.38777878078145e-17,0,0.00903605888946121,-0.00439700091717438,0,0,0,0,0,0
X000625.SZ,0,0.0552062421104756,0,0.0706762721556465,0,0,0,0,0,0.056708992056883,0,0.259715694806069,0,0,0,0,0,0,0,0.143607041470332,-0.252470290301608,0,0,0,0,0,0,0,0,0,0,-0.0416089035873214,0,0,0,0,0,0,0,0,0,0,0,0,0.208887818764798,0,0,-0.0545327487854307,-0.0190028225989675,0,-0.00848676508726025,0.0228364558162985,0,0,0,0,0,0
