,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X000568.SZ,X600066.SH,X002475.SZ,X002241.SZ,X600031.SH,X002236.SZ,X000100.SZ,X002456.SZ,X600271.SH,X002085.SZ,X000338.SZ,X600118.SH,X600177.SH,X002292.SZ,X000157.SZ,X002180.SZ,X600372.SH,X000559.SZ,X002007.SZ,X600867.SH,X300124.SZ,X300003.SZ,X002294.SZ,X002074.SZ,X002426.SZ,X002506.SZ,X600498.SH,X600089.SH,X600522.SH,X601877.SH,X002508.SZ,X002465.SZ,X600566.SH,X000050.SZ,X000981.SZ,X000869.SZ,X300115.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0901426552486143,0,0,0,0,0,0,0,0,0,0,0,0.262965106290373,0,0,0.0744583163020703,0,0,0,0,0,0,0,0,0.109335524254944,0,0,0,0,0,0,0.0984384461149758,0,0,0,0,0,0,0,0,0.0136036065758932,0,0,0,0,0,0,0,0.114867141045039,0,0.0813532749988819,0,0,0,0,0,0,0
X600104.SH,0,0,0.00236551769785528,0,0,0,0,0,0.170337638015518,0,0,1.38777878078145e-17,0,0,0.0377688847094486,0,0.00893561987906587,0,0,0,0,0,-0.0417001151098113,0,0,0.367705077804009,0,0,0,0,0,-0.0251495505077926,0,0.0545858986662566,0,0,0,0,0,0.0534810470997137,0,0,0,0.206208298485176,0,0,0,0.131086206551712,0,0,0,0.00761976344867515,-0.0409180032200381,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.242851678191401,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221703554860444,0.0596101202641469,0,0.308614263805039,0,0,0.0375953243534502,-0.0684105520149022,0,0,0,0,0,0,0,0.0740296121459152,0,0,0,0,0,0.479939526882668,0,0,0,0.0585708020546813,0.0575613274625336,0.0463936499354221,0,-0.0213861054896676,-0.000299897415276355,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0532995661695326,0,0,0,0,0.110793263281494,0,0,-0.111687419953932,0,0,0,0,0,0,0,0,-0.00105646010564795,0,0,0,0,0,0.0981392916154688,0.00572289963333276,0,0,0,0,0.10306096408215,0,0.181474058810209,0.00551073062180215,0,0,0,-0.00166819251098461,0,-0.0726062167931688,0.0743866660128207,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418805440439915,0,0,0,0,0,0,0,0,0.0165728935262026,0,0,0,0,0,0,0,0,0.158256046604392,0,0,0,0,0.0462336133619887,0,0,0.146227123608026,0,0,0,0,0,0,0,0,0,0,0,0.00348936134392566,0.00208572713733848,0,0,0,0,0,0
X600276.SH,0.0807325209767945,0,0,0,0,0,0,0,-0.0536086484668924,0,0,0,0,0,0,0,0,0,0,0,0.0443760960115658,0,0,0,0,0,0,0,0.0774584983043745,-0.135425810164059,0,0,0,0,0,0.277062336250442,0.0408000698005676,0,0,0.0291878287589816,0,0,0.0768378999572579,0,0,0.0984894169417223,-0.0963648448256323,0,0,0,0,-0.0642215832268658,-0.0516311598695481,0,0,0,0,0,0
X002304.SZ,0.0756881886041216,0,0,0,0.0345217640383571,0,0,0,0,0,0,0,-0.0245007632905919,0.0773988674302631,0,0,0,0,0,0,0,0,0.0833486767657702,0,0,0,0,0,0,0,0.0758779509859155,0,0,0,0,0,0,0,0,0,0,0.18913014171913,-0.0118811866733911,0,0,0,0,0,0.0400064337051345,0.0416527821260317,0,0,0.00893092413487731,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0417804648707314,0,0,3.46944695195361e-18,0.0107142980972722,0,0,0,0.0355371779182806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.130126322079773,0,0,0,-0.0520787441877316,0,0,0,0,0,0.0440770961507339,0,-0.108777954802867,-0.0130901077862464,0,0,0,0,0,0
X000625.SZ,-0.0142897525746704,0,0,0.021538625146137,0,-0.0297012069436152,0,0,0,0,0,0.0470082390939511,-0.000334762444262018,0,0.0520746081654713,0,0,0,0,0,-0.0321316468772512,0,0.0445393510241513,0,0,0,0,0,0,0,0.0984316033926446,0.0233035681491405,0,0,0,0,0,0.0979399289711485,0,0,0,0,0,0.168845835421172,0,0,0,0.0415776287061541,0,0.0980787215011973,0,0.0816181625984692,-0.0241176358658441,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.0179247895365644,0,0,0,0,0,0.0379264895954706,0,0,0,0,0,0.0582840506483923,0.0392365511735744,0,0,0,0,0,0,0.112791909050537,0,0,0,0,0,0,0,0.133050078595159,0.131744502077708,0,0.124116271467092,0.0522854191227796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
