,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002475.SZ,X002415.SZ,X600104.SH,X000063.SZ,X600031.SH,X002304.SZ,X000725.SZ,X003816.SZ,X000661.SZ,X000568.SZ,X600809.SH,X600690.SH,X000338.SZ,X600703.SH,X000100.SZ,X002241.SZ,X300014.SZ,X002371.SZ,X300142.SZ,X002007.SZ,X000596.SZ,X600741.SH,X600183.SH,X300003.SZ,X300124.SZ,X000977.SZ,X601877.SH,X002129.SZ,X000800.SZ,X000625.SZ,X002236.SZ,X000157.SZ,X300136.SZ,X600584.SH,X002456.SZ,X002463.SZ,X002414.SZ,X002179.SZ,X002049.SZ,X000066.SZ,X600118.SH,X002185.SZ,X600522.SH,X002074.SZ,X000021.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.373141622615323,0,0,0,0,0,0.0796061528299706,0,0,0,0,0.0862197054109651,0,-0.0830584204247656,0,0,0,0,0,0.00807947071852739,0,0,0,0,0.000165538881857781,0,0.0359184849849805,0,0,0,0,0,0.0165297391772987,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0724192228168232,-0.00867969585467745,0,0,0.00995499700142205,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312972817354421,0.389200634451577,0,0,0,0,0.143497550595621,0,0,0,0,0.0292338177749854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0983892786916815,0,0,0.00282808043404548,-0.000499862487019522,0,0,0,0,0,0
X600276.SH,0,0.239668694800317,0,0,0,0,0,0,0,0,0,0,0.369801228292937,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0273356394382125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224969652420701,0,0.0220675454421071,0,0,0,-0.110556831321592,0,0,0,-0.00894229302381238,-0.0139476102884877,0,0,0,0,0,0,0
X000651.SZ,0,0.134297153951473,0,0,0.053104870794561,0.0864269068583568,0.0973851693478465,0,0,0,0,0,0.0397258910475038,0,0,0.207955563030802,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0201617163589757,0,0,0,0,0,0,0,0,-0.125288144238101,0,0,0,0.0618360640093806,0,0,0,0,0,0,0,0,0.0098512622025837,-0.00198322383215857,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433473314209703,0,0,0,0.161865618486825,0.173865892433551,0,0,0,0,0,0,0,0,0,0,0.120576821190422,0,0,0,0,0,0,0,0,0,0,0.0183124609212183,0,0.238565079006791,0,0,0.0372260508606842,0.0750787744050095,0,0,0.0050981729310517,-0.0212927461093545,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0565513734564011,0,0,0.226307396356556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139891165441774,0,0,0,0.0699503392058212,0,0,0,0,0,0,0,0,0.149257519740137,0,0,2.16840434497101e-19,0,0,0,0,0.191866302982709,0,0.019339071527239,0,0,0,0,0,0,0.00764039679205905,-0.0157627097277844,0,0,0,0,0,0
X600104.SH,0,0.17555637773773,0,0,0.00383637145674345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0812038908407427,0.257866390453368,0,0.0491294359801381,0,0.0582829707567983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544302163276512,0,0,-0.0104739917078063,0.0287433015145421,0.01104425397177,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.135592417690746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336728049387989,0,0,-0.0348652000240721,0,0,0,0,0,0,0,0,0.0632846123042199,0,0,0,0.302154156816524,0,0,0,0,0,0,0,0,0,0,0,-0.0208994982400142,0,-0.0256204274819267,0.0550473548375493,-0.0556377615661902,0,0,0,0,0,0
X600031.SH,0,0.0842909497524456,0,0,0.202113596145089,0,0.00205436091492209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128406828368529,0.174014733398469,0,0,0,0,0,0,0,0,0,0,-0.0310445445340962,0,0,0.0440639312086066,0,0,0,0,0,0,0,0,0,0,-0.00878259681673466,-0.00794358890996981,0,0,0,0,0,0
X002304.SZ,0,0.0496521947818229,0,0,0,0,0,0,0,0,0,0,0,0.045120277834524,0,0,0.0229249588305924,0,0,0,0,0,0.084320496368046,0,0,0,0,0,0,0,0,0,0,0.0192610792129494,0,0,0,-0.0562254527333869,0,0,0,0,0,0,0,0,0,0,0,0.243700942128106,0,0.0116831837993633,-0.00808065495566323,0,0,0,0,0,0
X000725.SZ,0,0,0,0,-0.00703854261380662,0,0,0,0,0,0,0,0,0,0,0,0.0706425110162828,0,0.329670898263787,0,0,0,0,0,0,0.21364649752974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167561581737024,0,0,0,0,0,0,0.0248047175478883,-0.010427064650875,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0.00262933751558039,0,0,0.034652334821616,0,0,0,-0.00796392661179507,0.0407517809085705,0,0,0,0,0,0,0,0,0,0.0673030431194292,0,0.00627228654599655,0,0,0,0,0,0,0.108542346086113,0,0,0,0,0,0,0,-0.0510796269827348,0,0,-0.00629512751468122,0,-2.16840434497101e-19,0,0,0,-0.000233209529154881,-0.0015397922840411,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0.00716212639491653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0935631258625252,0,0,0,0,0,0.0591816555777042,0,0.119519415045715,0,0,0,0,0.0140016692624564,0,0,0,0.0473571540021795,0,0,0,0.105570447298536,0,0,0.0336763486178854,-0.0265344444846312,0,0,0,0,0,0
X000568.SZ,0,0.557631628302414,0,0,0,0,0,0,0,0.0319719214713757,0,0,0,0,0.238736285379506,0,0,0.00384133043839029,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481936159757444,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0490038449232747,0.0837374340982988,0,0,-0.00491051582692532,-0.00681621848159998,0,0,0,0,0,0
