,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X002304.SZ,X600276.SH,X000858.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X002292.SZ,X000100.SZ,X600703.SH,X002241.SZ,X600066.SH,X600741.SH,X002506.SZ,X600031.SH,X600118.SH,X002236.SZ,X000559.SZ,X002475.SZ,X002049.SZ,X600372.SH,X000157.SZ,X000338.SZ,X000568.SZ,X002465.SZ,X300124.SZ,X600089.SH,X300003.SZ,X002294.SZ,X002074.SZ,X600867.SH,X600177.SH,X601877.SH,X002007.SZ,X002085.SZ,X002456.SZ,X002180.SZ,X600498.SH,X000550.SZ,X000050.SZ,X000869.SZ,X600582.SH,X300001.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0787362985261126,0,0,0,0,0,0,-0.0026589045407193,0,0,0,0,0.57210568495635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353658977920102,0,-5.42101086242752e-20,0,0.0381134650837479,0,-0.0120938784734875,0,0,0,0.00576758035308008,0,0,0,0,0.0192136395727721,0,0,0,0,0,0,0
X600104.SH,0,0,0.248047997133565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130410637731997,0.0160878895645365,0,0,0,0,0.0132651391617641,0,0.0835165100232889,0,0.0851417199368762,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.132077978490159,0,0,0,0,0,0,0,0,0,0,0.429423347849953,0,0.0379835384305815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398908982057743,0,0,0,0,0.106414325912824,0,0,0,0.122582059727051,0.0544952404160253,0,0,0,0,0.0615726263580414,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.0764120532326759,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0.220182533976016,0.253658321425233,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442081336554454,0,0,0,0,0,0,0,0,0,0,0,0,0.0647327215154485,0,0,0,0,0,0,0.28823625359157,0,0,0,0.102388197359375,0,0.0892806692268241,0,0,0,0.0857631938325219,0.0702091867483765,0,0,0,0,-0.0183226097718535,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0910249774489097,0,0,0,0,0,0,0,0,0,0,0,0.0645707732108885,0,0,0.054439477483847,0,0.0130903813148693,0.0655575168954976,0,0.00508369267889511,0,0,0,0.0247110815780033,0,0,0,0,0.00030166933191453,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.110612608975313,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0.0892334763701218,0,0,0,0,0,0,0,0,0,0,0,0.0435403228859717,0,0.0373068247158771,0,0,0.0984246097698369,0,0,0.0992762889457995,0,0,0.0953316614606745,0,0.00504345325720516,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0670259514659979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146629201275983,0,0,0,0,0,0,0,0,0.0123330692681507,0,0,0,0.115784693120952,0,0.0246207272881244,0,0,0,0.100646287382757,0,0.0292871350119415,0,0,0,0,0,0.180341756604376,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.131098690897704,0,0,0,0,0,0,0,0.0755308129397749,0,0,0.0732831299042515,0,0,0,0,0,0,0.196003545666605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747844469557215,0,0,0,0,0,0,0,0,0,0.0845887800866569,0,0,-0.0147730046836958,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.00595484865929707,0,0,0.0050813395520871,0,0,0,0,0,0,0,0,0,0.337598553208256,0,0,0,0,0,0,0,0.0274400897104161,0,0,0,0.097672308387226,0.0260367504336068,0.0776367258800626,0,0,0.0426712311459938,0,0.0482952742033295,0,0,0.0450069724869129,0,0.0937120426200975,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439754049512828,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,-0.232630619060706,0,0.0333201003803383,-0.0153097356119319,0,0,0,-0.209363395201022,-0.293143429886173,0,0,0.201056675164527,0,-0.197186474357733,0,-0.0430938347455039,0,0,0,0,0,-0.118594041913491,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09027356230009,0,0.0374619552648309,0,0.132925300731604,0,0,0,-0.0577059939178876,0,0,0,0,0,0,0,0.133440009200187,0,0,0,0,-0.312137520139777,0.0413446360604652,0,0,0,0,0,-0.0124311910956152,0.60443742862561,0,0,0,-0.0775869812894869,0,0,0,0,0,0
X000100.SZ,0,0,0.0602144397570193,0.0472713882863543,0,0,0,0,0.0505607882733645,0,0,0.0377029460260265,0,0,0,0,0,0,0.0360467052201462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0906736575171573,0,0,0,0,0.0878734888862465,0,0,0,0,0,0.00483232055939256,0,0.271462517860999,0,0,-0.0354586170768643,0,0,0,0,0,0
