,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X002475.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600183.SH,X600703.SH,X000596.SZ,X002241.SZ,X002236.SZ,X000100.SZ,X002463.SZ,X601877.SH,X300003.SZ,X000157.SZ,X002007.SZ,X300142.SZ,X002179.SZ,X002008.SZ,X600271.SH,X300124.SZ,X000625.SZ,X000066.SZ,X600867.SH,X000977.SZ,X002129.SZ,X300136.SZ,X002049.SZ,X300014.SZ,X600498.SH,X002506.SZ,X002180.SZ,X600177.SH,X002371.SZ,X600066.SH,X600487.SH,X002456.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.414393078023679,0,0,0.0458696962843508,0,0,0,0.143265024156557,0,0,0.0941989638076534,0,0,0,-0.100994707587068,0,0.0101189936724272,0,0.0229387921349465,0,0,0,0,-0.0444116522641396,0,0,0,0,0,0,0.0159396183972904,0,0,0,0,0,0,0,0,0,0,0,0,0.0370957402889084,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.0328576384617322,0,0,0,0,0,0,0,0.0247316235262382,0,0,0.322498479197722,0,0,0,-0.026913125208704,0.324059140921897,0,0,0,0.118300129974491,0.0311138264897146,0,0,-0.0955644579857958,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0699365486682715,0,0,0,0,0,0,0,0.0545247961191781,0,0,0,0,0,-0.00782174150948873,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.134692398569848,0,0,0.192283242990988,0,0,0,0.0807052920422519,0,0.0803589214449947,0,0,0,0,0,0,-0.0119109976860669,0,0,0,0,0,0,0,0,0,0,-0.0174219575235493,0.089785339725791,0,0,0,0.0223920297344571,0,0,0,0,0,0,0,0,0.0020766317323602,0.184560027595969,0,-0.0182963417833426,0,0,0,0.0174148129116108,0,0
X000651.SZ,0,0,0,0,0.149763621351225,0,0,0,0,0,0,0,0,0,0,0,0.0845941531797737,0,0,0,0.0371472224698566,0,0,0,0,0,0,0,0.0397941032655901,0,0,0,0,0,0,0.0527838833335937,0.16307889553715,0,0.0294805925622062,0,0,0.0988702070101253,0,0,0,0,0.0530681798239376,0,0,-0.0145001297032552,0,-0.00792491444995067,0.00105240533701969,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.10755361749808,0.0314764232421778,0,0,0.125928309209391,0,0,0,0,0,0,0,0,0.0372427415463461,0.173397424560539,0,0,0.0912254599173415,0,0,0,0,0,0,0,0,0,0,-0.00549717614150873,0.00330583425040946,0,0,0,0,0,0,0.065005566613748,0,0,0,0,0,0,0,0,0,0,0,-0.020641726924113,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427837911042466,0.180961025704965,0,0,-0.0742073095670044,0,0,0,0,0,0,0.0683933885855893,-0.0268965809029129,0,0,0,0,0.0449828059066521,0,0,0.127092252417126,0,-0.0370882061917841,0.0249256361341201,0,0,0,0,0,0,0,0,0,0,0.0226239282878365,0,0,-0.00826036423765212,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0.00818988439721097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0922505132610836,0,0,0,0,0,0,0,-0.0408574973390763,0,0,0,0,0,-0.115342460596121,0,0,0,0,0,0.0270251490452411,0,0,0,-0.0372649020396828,5.42101086242752e-20,0,0,0,0.184086580173266,0,0
X002304.SZ,0,0,0.0550681838579887,0,0,0,0.144344135312739,0,0,0,0.0432704232722694,0.0674890375818064,0,0,0,0.0159399844821651,0,0,0,0,0.260105574211634,0.0219186642661325,0,0,0,0,0,0,0,0,0,0.170945273914925,0,0,0,-0.078075499959933,0.0387206611097557,0,0,0,0,0,0,0,0,0,0,0,0,0.00232410666114463,0,-0.00315082253885245,0,0,0,0,0,0,0
X002475.SZ,-3.46944695195361e-18,0.0763951157007359,0,0,0.0734654550086972,0,0,0,0,0,0.125247835703209,0,0.133485560188206,0,0,0,0,0.340667593291089,0,0,0,0,0.11255766382206,0,0,0,0,0,0,0,0,0.116310044165378,0,0,0,0,0,0,0,0,0.0345076793228415,0,0,0,0,0,0,0,0,0,0,0.00533879567852893,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.332311678392836,0,0,0,0,0,0,0,0,0,0,0,0.130790991289755,0,0,0.102332350461102,0,0,0.0142391132472902,0,0,0,0,0,0,0,0,0,0.173652387124212,0,0,0,0,0,0,0,0,0.000110475987475114,0,0,0,0,0,0,0,0,0,0,0.0174530660319292,0,0,0,0.000178407364784202,0,0
