,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X300124.SZ,X000063.SZ,X600104.SH,X003816.SZ,X000725.SZ,X000596.SZ,X002371.SZ,X000625.SZ,X600031.SH,X002129.SZ,X300014.SZ,X000338.SZ,X002179.SZ,X002049.SZ,X600703.SH,X000100.SZ,X600089.SH,X600372.SH,X002236.SZ,X600741.SH,X000977.SZ,X600584.SH,X000661.SZ,X601877.SH,X000157.SZ,X002241.SZ,X600522.SH,X000733.SZ,X600702.SH,X002074.SZ,X601799.SH,X002463.SZ,X000800.SZ,X002180.SZ,X002028.SZ,X002007.SZ,X300142.SZ,X600460.SH,X600487.SH,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.388091948214612,0,0,0.0780401617580327,0.0413538078722479,0,0,0,0.10457941912671,0,-0.0333370109034206,0,0,0,0,0,0,0,0.0411071736870698,0,0,0,0,0,0,0,0,0,0,-0.00882515704359229,0,0,0,0,0,0,0,0.0281396463190851,0,0,0,0.0694729313362611,0,0.0182291934709848,0,0,0,0,-0.0460252189262759,-0.143044022591305,-0.0400640233895494,0.0196820244715438,0,0,0,0,0,0
X000858.SZ,0,0,0.501448061815253,0,0,-0.014887433285358,0,0,0,0.0411028191166695,0,0,0,0,0,0,0.0491452883962604,0,0,0,0,0,0,0,0,0,-0.0963658369065787,0,-0.074242156054339,0,0.0360373382361165,0,0,0,0,0,-0.0220127155928161,0,0,0,-0.0241271089713939,-0.0269659497146787,0,0.109910461420849,0,0,0.129960624103324,0,0,0,0,-0.13417318262761,0.181301337273383,0,0,0,0,0,0
X000568.SZ,0,0.812933311220017,0,0,0,0.0930439364431756,0,0,0,0,-0.00186585558446911,0,0,0,0,0.255957586710125,0.0305563678717023,0,0,-0.0428661474727414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682272089609599,0,0,0.0106755445324184,0,0,-0.118657550462487,0,0,0,0,-0.079898475292919,0,0.0332626167360816,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.380834114129296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219468061876016,0,0,0,0.44426704516842,0,-0.0247834819648207,0,0,0,0,0,-0.219286162056295,0,0,0,-0.136818859010423,-0.055100009395273,0,0,0,-0.0628503605078312,0,0,0,0,0,-0.00946943490068842,-0.002507183616814,0,0,0,0,0,0
X600809.SH,0,0,0,0.0491610947932598,0,0,-0.0991422197610054,0,0,0,0,-0.129999724690783,0,0,0,0,0,0.0885532982022227,0.0189415378110799,0,0.163897501513496,0,0,0,0,0,0,0,0.0672462413978003,0,0,0,0,0,0,0,0,0,0.308209773535866,0,0,0,0,0,0,0,0,0,0.0285727845514842,0,0,0,0.0119252187733781,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0549026520165282,0,0,0,0,0,0,0,0,0,-0.1060643380167,-0.20081126660504,0,0,0,0,0,-0.213322269585091,0,0,0,0,-0.30441985206137,0,0.253464780705813,0,0.491616727281367,0,0,0,0,0,0,0,0.0104422067388505,0,0,0,0,0,0,0,0,0,0,-0.0275363503715981,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0679302241308227,0,0,0,0,0,0,0.0708159067956578,0,0,0,0,0,0,0,0,0,0,0,0,0.077011977175749,0.084644415296169,0,0,0,0,0,0,0.147500762136169,0,0,0,0.621537696808781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041384250611088,0,0,0,0,0,0,0
X600690.SH,0,0.0904847042593276,0,0,0,0,0.0299070690502663,0,0,0,0,0,0,0,0,0,0.00371233835315444,0,0.151591623806196,0.0870591495425297,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0218450274264557,0,0,0.0497741263138254,0,0,0,0,0.0613424982903709,0,0,0,0,0,0,0,0,0,-0.0280808723039337,0,0,0,0.00929305161654393,0,0,0,0,0,0
X002304.SZ,0,0.466666748224645,0.157844956686207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635409010045612,0,0,0.02747703412004,0,0,0,0,0,0,0,0.00824218068332,0,0.00693831553839174,0,0,0,0,0,0,0,0.0175290560545941,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275077614533441,-0.0457675872400272,0,0,0,0,0
X000651.SZ,0.0239111677656653,0.0409349896328688,0,0,0,0,0.0820461119686155,0.256275058253361,0,0,0,0,0,0,0,0,0,0.0927728580331462,0,0,0,0,0,0,0,0,0,0,-0.0775919417942455,0,0,0,0,0,0,0,0,0.111908435785009,0,0,0.0304627574776448,-0.0336469098576128,0,0,0,0,0,0,0,0,0,0,0.0397508401599222,0,0,0,0,0,0
