,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X003816.SZ,X600104.SH,X300124.SZ,X002304.SZ,X000625.SZ,X000725.SZ,X002371.SZ,X000338.SZ,X000063.SZ,X600031.SH,X000596.SZ,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X600703.SH,X000157.SZ,X002129.SZ,X002241.SZ,X600372.SH,X002236.SZ,X600741.SH,X000661.SZ,X002049.SZ,X000977.SZ,X600584.SH,X601877.SH,X002463.SZ,X600522.SH,X002028.SZ,X600183.SH,X000800.SZ,X601799.SH,X000921.SZ,X002007.SZ,X600460.SH,X002074.SZ,X600066.SH,X002223.SZ,X002156.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0216024109192798,0.336637032808925,0.16661149425565,0.0165576747440817,0,0,0,0,0,0,0.0227803080883778,0,0,0,0,0,0,0,0.0207410034477897,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.00563972458222002,0,0,0,0,0,0.091592652138432,0.0729614355462885,0,0,0,0,0,0,0,0,0,0,-0.0189994218971901,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.410201941015068,0,0.127949424915798,0,0,0,0,0,-0.0167556879711234,0,0,0,0,0,0.0312069651789885,0,0.0166754702280425,0,-0.0391115562330216,0,0,0.116006585007715,0,0,0,0,0,0,0.033910938148844,0,0,0,0.0337799956189682,-0.0433516890833652,0,0,0,0,0,0,0,-0.0611168400042936,0,0,0,0,-0.00762724322100143,0.00143524460481595,0,0,0,0,0,0
X002415.SZ,0.0292020112147275,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.212906821126762,0,0,0,0,0,0,0,0.246261333999689,0,0,0,0.111787759414022,0,0,0,0,0,0,0,0,0,0.0722865882824966,0,0,0,0,0,0,0,0,0,0,0,0.0089274491885327,-0.0260206292224912,0,0,0,0,-0.00130722115718612,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.0239955694245279,0,0,0,0,0,0,0,0.119180862961898,0,0,0,0,0,0,0,0,0,0,-0.0252056364255613,0,0,0,0.433416735117513,0,-0.0681051081634727,0,0,0,0.127646192743757,0,0,0,0,0,0.0696393430513188,0,0,0.134331112203003,0,0.0832440266784057,0,0,-0.0160244009784615,-0.00275644325057554,0.0722658350010576,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.450072954105526,0,0,0,0,0,0,0,-0.0479825321627161,0,0,0,0,0,0.342571339051202,0,0.048732910968013,0,0,0,0,0.125210508751831,0,0,0,0,0,0,0,0,0,0,0,0,-0.0711757373412402,0,0,0,0,0,0,0,0,0,0,0,-0.0214090229272227,-0.0016114169533592,0,0,0,0,0,0
X000568.SZ,0,0.851578804342014,0,0,0.186137356980717,0,0,0,0,0,0.0954048172006756,0,0,0.0360493410257496,0,0,0,0,0,0,0.036167322783173,0,0,-0.0849911969798178,0,0,0,0,0,0,0,0,0,0.0255743598631788,0,0,0,0,0,0,0,0,-0.132156496894774,0,0,0,0.0308859241835112,0,0,0,0,0.0166675515663935,3.46944695195361e-18,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133630467067517,0,0,0,0,0,0,0,0,0,0,0,0,0,0.482295995895279,0,0,0,0,0,-0.106742471738826,0,0,0,0.00878823305770125,0,0.00965937257063017,0,0,0,0,0,0,0,0,0,0,0,-0.0783007579881891,0.0421013583669618,0,0,0,0,0,0
X600690.SH,0,0.199692772938061,0,0,0,0.177929006790486,0,0,0.0253875447102714,0,-0.00805475106546573,0,0,0,0,0,0.121230583039091,0,0,0,0,0,0,-0.0554240879178092,0,0,0,-0.0316668758962711,0,0,0,0.0205105710590197,0,0,0,0,0,0,-0.0114515915845861,0,0,0,0.00930356035782439,0,0,0,0,0,0,0,0,0,0.023733091990419,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0430365185934972,0,0,0,0.409586372573062,0,0,0,0,0,0.00905283679088944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598524118262361,0,0,0,0,0.0183228058500421,0.0577428209792836,0,0.0940721559438503,0.220061076858619,0,0,0,0,0,0,0,0,0.00670577789178701,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440272667622823,0,0,0,0,0,0,0,-0.0995319249109304,0,0,0,0.0740609317815341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202181175539127,0,0,-1.73472347597681e-18,0.157871395284426,0,0.0713232939327413,0.0652663992623416,-0.0309811394904134,0.0170803816653952,0,0,0,0.148832090871137,0,0
