,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X000661.SZ,X600741.SH,X600809.SH,X600703.SH,X000596.SZ,X002241.SZ,X000100.SZ,X002236.SZ,X300003.SZ,X601877.SH,X300124.SZ,X000157.SZ,X300142.SZ,X002007.SZ,X300014.SZ,X000625.SZ,X600183.SH,X000066.SZ,X300136.SZ,X002371.SZ,X600271.SH,X002008.SZ,X002456.SZ,X002179.SZ,X000977.SZ,X002463.SZ,X600584.SH,X002180.SZ,X600177.SH,X000050.SZ,X002129.SZ,X600498.SH,X002508.SZ,X600066.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.149916386328675,0,0,0,0,0.0701612364641954,0,0.615884403766575,0,0,0,0,0,0.0704095923926774,0,0,0,0.0499770474176147,0,0,0,0,0,-0.0058727038934493,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,-0.0627798109371071,0,0,-0.00833485955441904,0,0,0,-0.0167453058301577,-0.00332895367444076,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0428311806456657,0,0,0,0,0,0,0.483395187709676,0,0.00205834710827027,0,0,0,0.040652142433889,0.0491253781718304,0,0.0188678647277223,0,0,0,0,0,0,0,0,0.0346305446015199,0.02051998707552,0,0.0331458980881563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000860128262681498,0,0,0,0,-0.00717236803065917,0,0
X000651.SZ,0,0,0,0,0,0,0,0.082107563478726,0,0,0,0,0.327195922507383,0,0,0,0,0,-0.0701710180000387,0,0,0.0374757222108723,0,0.0696224839800442,0,0,0,0,0,0,0,-0.128599539074701,0,0.04276303135471,-0.0297286931162613,0,0,0.0536440540570073,0,0,-0.0249436744631592,0,0.0817686638569634,0,0,0.0820594405147343,0,0,0,0,0,0,0.00881182168952756,0,0,0,-0.0329307516798765,0,0
X600276.SH,0.0234484155223229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325212953511766,0,0.0707493356154324,0,0.17395344316071,0,-0.0184735794299052,0,0,0,0,0,0,0.109073701245924,-0.00844534845343542,0.147954126167197,0,0.0214321280246964,0,0,0,0,-0.000354983480511628,0,-0.113092352309613,0,-0.0156134623519019,0,0,0,0,0,0,0,0,0,0.0221917350676596,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.186561884816964,0,0,0,0,0.12336811386056,0,0,0.0643698261284142,0,0,0,0,0,2.16840434497101e-19,0.563304104432715,0,0,0.0250398348036461,0,0.061957939834572,0,0,0,0,0,0,0.0036830271323729,0,0.0233889617740029,-0.0559901097159748,0,0.0469603980523013,0,-0.01591802093766,0,0,0,0,0,-0.00559284450345893,0,0,0,0.0756524269343538,-0.0476360011532585,0,0,0,-0.0687810488758983,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384368039372435,0,0.0730647847667404,0,0,0,-0.0362919039079936,0.0460771219436588,0,0.0784152732818214,0,0,0,0.0223343453410133,0,-4.33680868994202e-19,-0.0422374777794862,0,-0.0796154947178226,0,0,0,0,0,0.0513057938861258,0,0,0,0,0.0345047300844532,0,0,0,0,0,0.0100928389697228,0.0018022170117535,0,0,0,-0.0158976093839069,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00925476978530493,0,0,0,-0.0929891674145204,0,0.405293327465636,0,0,0,0,0,0,0,0,0,-0.106407891783392,0.00604982648283092,0.2189975417865,0,0,0,0.252596056124694,0,0,-0.0361018216448464,0.0121786821085409,0,0,0,0,0,0,0,0,0,0,-0.000852476042095839,0.0596526750002915,0,0,0,0.0482515785797,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.158305166907742,0,0,0,0,0,-0.00222234442147382,0,0,0,0,0,0.127194214214849,0,0,0,0,-0.0835548627356271,0,0,0,0.0974779593411718,0,0,0,0,0,0,0.0658117711991538,0,0,0,0.166096344183711,1.0842021724855e-19,0,0.0105936142874644,0,0.00874918578288136,0,0.043570181838203,0.00800338149493782,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0520180191337626,0,0,0,0.0427149631876341,0,0,0,0,0.0284899902872067,0,0,0,0,0,0,0.199722229603577,0,0,0,0,0,0,0,0,0,0,0,0.0730136474628367,0,0,0,0,0,0,0,0,0.0560792383680898,0,0,0,0,-0.00947115840921699,0,0,0,0,0,-0.0156204699896252,0.0198734479970251,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.0339942290568198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154708946271748,0,0,0,0,0,0,0,0.01304593398293,0,0,0.066393358465112,0,0.0566836954762154,0,0,0,0,0,0.00971766736018688,0.0569769498146165,0,0,0.122353618759926,0.0196647522682009,0,0,0,0,0,0,-0.00310188808585911,0,0,0,0.0553734573327312,0,0
