,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600690.SH,X600031.SH,X000338.SZ,X002475.SZ,X600741.SH,X000661.SZ,X000596.SZ,X600809.SH,X601877.SH,X000157.SZ,X600703.SH,X000100.SZ,X600271.SH,X300142.SZ,X002236.SZ,X002007.SZ,X300003.SZ,X300124.SZ,X002008.SZ,X002179.SZ,X002506.SZ,X600498.SH,X600177.SH,X000625.SZ,X600487.SH,X600867.SH,X002371.SZ,X600183.SH,X000977.SZ,X000066.SZ,X300146.SZ,X600066.SH,X600776.SH,X600522.SH,X300014.SZ,X000050.SZ,X600118.SH,X002129.SZ,X002049.SZ,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.034912350626382,0,0,0,0,0,0,0,0.15892260920586,0,0,0,0,0,0,0,0,0,0,0.0578487988852376,0,0,0.121497349561799,0.16149671829122,0,0,0,-0.0107606265589965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0349592611495929,-0.0251465696686692,0,0.0375320781140643,0,-0.0169032481343716,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.103954944352808,0,0.0946701723221846,0,0,0,0.0617686247866762,0.212421417770526,0,0,0,0,0,-3.46944695195361e-18,0.244647362326643,0,0,0,0,0,0,0,0,0,0,0,0.0542042087503986,0,0.148691143133734,0,0,0,0,0,0,0,0,0,0,0,0,-0.027781748007243,0,0,0,0,0.0264260320030048,0,0
X000651.SZ,0,0,0,0,0,0,0.117989889058504,0.0547371654401418,0,0,0,0.305894385394738,0,0.220692138618225,0.188341887591131,0.112121832815296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549486314314727,0,0,0,0,-0.0225693346732892,0,0,0,-0.0207516174917814,0,0,0,0,0,-0.0886529836034193,0,0,0,0,0,-0.017294661492243,0,0,0,0,-0.00343293911188562,0,0
X600104.SH,0,0,0.158116104546915,0,0,0,0,0,0,0,0,0,0,0.0279053035674432,0.0847956798956456,0,0,0,0,0,0,-0.0238495068346905,0,0,0,0.0550364784014624,0,0,0,0,0,0,0,0.192217635945233,0,0,0,0,0,0.0498106176355625,0,0,0,0,0.0662387689849761,0.00711200013100537,0,0,0,0,0,0,0,0,0,0,0.00274170072515342,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.0132048255257689,0,0.186067249868105,0,0.121466624327724,0,0,0,0,0,0,0,0.272269291632031,0,0,0.174279190826994,0,0,0,0,0,0,0,0,0,-0.0103568176086224,0,0,-8.67361737988404e-19,0.0192695275786843,0,0,0,0,-0.0425878405752262,0,0,0,0,0,0,0.00840118579169816,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35267049028481,0,0,0,0,0,0,-0.0886535469554237,0,0,0,0.544505644812029,0.0107509405623325,0,0,0,-0.104296596520447,0,0,0,0,0.165215753962627,0,0,0,-0.106240888406799,0,0.0589708002413179,0,0,0,0,0,-0.0069329316020263,0,0,0,0,-0.00552451695840293,6.7641689701723e-06,0,0,0,0,0,0
X002304.SZ,0,0.23302450668495,0.202590559581125,0,0,0,0,0,0,0,0,0.0771500015806208,0,0,0,0,0.114657369784998,0.0918964550021622,0,0,0,0,0,0,0,0.00155741935504625,0,0,-0.0164038535774152,0,0,0,0,0,0.0704751812930142,0,0.0586160643363548,0,0,0,0,0,-0.0294733078269905,0,0,0,0,0,0,0,0,-0.0113414819428982,-0.0217045600386584,0,0,0,0.0223333318861729,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836126191811435,0,0,0,0,0,0,0.101837304361056,0,0,0,0,0,0,0.270865379640086,0,0,0.108486965933128,0,0,0,0,0,0,0.144184994494338,-0.114192348513149,0,0,-0.0479493982413098,0.342348268109951,0,0.147862892393938,0,0,0,0.0247310250945168,0,0,0.0365661198849708,-0.0197788664443932,0,0,0,0.00230026362100169,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387807349175806,0,0,0,0,0,0,0.203990647501228,0,0,0,0,0,0,0,0,0,0,0,0,0.0502367041075089,0,0,0,0.0998815535248319,0,0,0,0.00425349243315224,0,0.0255780909666272,0.333106687631009,0,0.0279548343319646,0.105902092725722,0,0,0,0,0,0,0,0.0320659368719756,0,0
X000568.SZ,0,0.273128375372096,0,0,0,0.0166167425004048,0,0.0388497463926705,0,0,0,0,0.0053627079396534,0.0105607129455734,0,0,0,0.229635056658878,0,0,0.0221574266676916,0,0,0.0763121530270185,0,0,0,0,0,0,0,0,0,0.0319589860502571,0,0,0,0,0,0,0,0,0,0,0.117698086037244,0,0,0,0,0,0,-0.0345452587255664,0,0,0,0,-0.0102925331234932,0,0
X600690.SH,0,0,0,0,0,0.200168205561288,0,-0.0490647321457185,0,0,0,0.0666348164144071,0.0689473889320317,0,0.0304651990139555,0,0.128684026291609,0,0,0,0,0,0,0,0.00489927453401829,0,0,0.0758377356154502,0.154416345085602,0,0,0,0,0,0,0,0,0.0166372778556745,0,0.0225238706493875,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0154562374101208,0,0
X600031.SH,0,0,0.299597651932889,0,0.0777794061801549,0,0,0,0,0,0,0,0.173460722543574,-6.93889390390723e-18,0,0,0,0,0,0.107762937197501,0,0,0,0.0482370149708575,0,0,0,0,0,0,-0.0535554729021285,0,0,0,0,0,0,0,0,0.0202662708840801,0,0,0,0,0.00364822615881587,0,0,0,-8.67361737988404e-19,0,0,-0.0364167297192244,0.0473839469764542,0,0,0,0.0550069411870642,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.459441312640717,0,0,0,0,0,0,0,0,0,0,0,0.134723916740608,0,0,0,0,0,0,-0.0504778913730972,0,0,0,0,0,0,0,0,0,0,0.309814942429189,0,0,0.11949255492015,0,0,0,0.0758264234446297,0,0,-0.0341959813613266,0,0,0,0,0.0235867644797449,0,0
X002475.SZ,0,0.0680023496528264,0,0,0,0.265252475832456,0,0.158807765260611,0,0,0,0,0,0,0.129849593480694,0,0,0,0,0,0.199146247318835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426588472149603,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
