,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X002292.SZ,X600690.SH,X600703.SH,X600741.SH,X000100.SZ,X600066.SH,X600031.SH,X600118.SH,X002236.SZ,X002506.SZ,X002241.SZ,X000559.SZ,X002475.SZ,X000157.SZ,X600372.SH,X000568.SZ,X600177.SH,X000338.SZ,X002074.SZ,X300003.SZ,X002085.SZ,X300124.SZ,X600089.SH,X002294.SZ,X002456.SZ,X002465.SZ,X600867.SH,X002426.SZ,X000050.SZ,X600498.SH,X601877.SH,X002049.SZ,X300001.SZ,X002007.SZ,X000869.SZ,X000977.SZ,X600699.SH,X002180.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.132612786076651,0,0,0.377009431243582,0,0,0,0,-0.0294045553118658,0,0,0,0,0,0.042234790738176,0,0,0,0,0,0,0,0,0,0,0,0,-0.0775256634258009,0,0,0,0,0,-0.0415261906183069,0,0,0,0.00454584230147217,0,0,0,0,0,0,0,0,0,0,0,0.0769280509188487,0,0,0,0,0,0
X600104.SH,0,0,0.130554920978198,0.0444086794188695,0,0,0,0,0.0774737648320358,0,0,0,0,0.326465808375192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.00485701086896448,0,0,0,0,0,0.0942074231959175,0,0,-0.00455395972311492,-0.00581135144305025,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0739994167693952,0,0.00212703786278831,0,0,0,0,0,0,0.249708258476633,0,0,0,0,0,0,0,0.117229720834445,0,0.0826631413413676,0,0,0,0.0508315927909391,0,0,0,0,0,0,0,0.0514611357429884,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.101353450475115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100462366648111,0,0,0,0,0,0,0,0.0474385661832713,0,0,0.0227109000709632,0,0.256655956903097,0.0351691115269334,0,0.0616160387324206,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0429574478330065,0,0,0,0,0,0,0.0762721370738556,0,0.123587750154231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0.0200948429687299,0,0,0,0,0.0536612448860547,0.177260960822227,0,0.0233414168590946,0,0,0,0,0,0,0
X002304.SZ,0,0.137584184112941,0,0,0,0,0,0,0,0.0565152343901073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0964174380508958,0,0,0.152772489206138,0,0,0,0,0.0505361999131456,0,0,0,6.93889390390723e-18,0,0,0,0.0387344019074867,0,0,0,0,0.0895136794914137,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321747395527042,0,0.046819684174521,0,0,0,0,0,0.0103810847434369,-0.00271155378597157,0,0,0,0.0478262685990591,0,0,0,0,0,0,0,0,-0.0238384687771019,0,-0.0074766060573401,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256803494329287,6.93889390390723e-18,0,0.208028265382222,0,0,0,0,0.0998135707282465,0,0,0,0,0,0,0,0.0618523676841371,0,0,0,0.0455837675490853,0.0957187417447015,0,0,0,0,0,0,0,0,0.150547812313319,0,0.0131115757704505,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.252977834677177,0,0,0,0,0,0.0797246962693717,0,0,0.111624870508851,0,0,0,0,0,0,0.0235214234032492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0.139056438294815,0,0,0,0.0431155285995055,0.170908090487492,0,0,0,-8.67361737988404e-19,0,0,0.0060993509387048,-0.0241742643942724,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.137440137725004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40941830322856,0.0700640556513681,0,0,0.022832700599226,0,0,0,0.0866197159740263,0,0,0,0,0,0,0,0.0285613788090997,0.00887796146374297,0,0,0,0.0674739172696632,0.0225205847498521,0,-0.0130744954250425,0,0,0,0,0,0,0
