,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X000625.SZ,X000568.SZ,X600741.SH,X002475.SZ,X002241.SZ,X600031.SH,X002236.SZ,X000100.SZ,X600066.SH,X002456.SZ,X000338.SZ,X002508.SZ,X601877.SH,X300124.SZ,X002085.SZ,X600177.SH,X600271.SH,X300003.SZ,X300136.SZ,X600118.SH,X000157.SZ,X002008.SZ,X600089.SH,X002007.SZ,X600522.SH,X002294.SZ,X600867.SH,X600372.SH,X600699.SH,X600487.SH,X000066.SZ,X002180.SZ,X600809.SH,X600566.SH,X300115.SZ,X000559.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,-0.0547750718033693,0,0.0247277006808055,0,0,0,0,0,0,0,0,-0.0202196092816158,0,0,0,0,0,0,0,-0.0106354682589845,0,0,0,0,0,0,0,0.171934833892402,0.0873108108089244,0,0,0,0,0,0,0.191727984428998,0,0,0.184083835408331,0,0,0,0,0,0.000766079475710178,0.0111168252650423,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.178061527738859,0,0.192585260456448,0.0600085811926397,-0.116509002657579,0.362140179742021,0,0,0,-0.0269140368908001,0,0,0,0,-1.73472347597681e-18,0,0,-0.0547066517757356,0,0,0,-0.0735831402893221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0463741942094454,0,-0.00154929913258511,-0.00631782297245452,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0247632769139913,0,0,-0.0837129336753519,0,0,0,0,0,0,0,0,0.359795380950341,0,0,0,0,0.24617695742748,0,0,0,0,0,0,0.0169445056592684,0,0,0,0.0536391664366754,0,0.0178541308073705,0,0,0,0,0,0,-0.070735314480395,0,0.146743991006538,0,-0.26746031939269,0.0613855321045885,0,-0.0121153008985996,0.0117290360516135,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.101050115922234,0,0,0.0759024815683275,0,0.0191255445679538,0.0148613966234311,0.0626856509009255,0,0,0,0,0,0,0,-0.0564773803333082,0,0.109519655654943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0957382207859886,0,0,0,-0.0115854076088061,0,0.145018203866393,0.00163478443429491,0,0,0,0,0.0285139595061481,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0698957972122256,0,0,0,0,0,0,0,0,0.496165442338289,0,0,0,0,0.0495623963772944,0,0,0,0.0310653870845346,0,0.0432086769380403,0,0,0,0,0,0,0,0,0.0649900478765626,0,0,0,0,0,0,0,0,0,0,0.034354826340113,0,0,0,0.0401599965170064,0,-0.0187653965106876,0.00922624212177383,0,0,0,0,0,0
X000725.SZ,0,0,0.294379937122766,0,0,0,0,0,0,0,0,0,0,0,-0.252792407841878,0,0,0,0,-0.181591711212184,0,0.230190921167981,0,0,0.0850336868812425,0,0,0.443446839861713,0,0,0,0,0,0.126595371271917,0,0,0,0,0.105989662211587,0,0.0841662894053946,0,0,0,0.282656649342421,0,0,-0.00449108579312169,0,-0.0428030349400744,0.0274567968693004,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,-0.058078411700281,0,0.0759598579233473,0,0,0,0,0,0,0,0,0,-0.00440599779943284,0,0,0,0,0.12396163007668,0,0,0,0,0,0,0,0,0,0,-0.059732035064576,0,0,0,0,-0.0899730091837876,0,0.0303903077079707,-0.0446415437727842,0,0,0,-0.048782306144337,0,0,0,0.00691742652840862,0.000641900091858367,0,0,0,0,0,0
X002304.SZ,0,0.0419529654340334,0,0,-6.93889390390723e-18,0,0,0,0.219313626289239,0,-0.0446267384816699,0,0,0.370403734378337,0,0,0,0,0,0,0,0,-0.0462510527509162,0,0,0,0,0,0.497743988980533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26415659296605,0,-0.0848938192081403,0,0,0,0.0112636788165334,0.0551938511205009,0,0,0,0,0,0
X600690.SH,0,0.332428319257498,-0.00239523464266712,0,0,0,0,0.148097498590521,0,0,0,0.115834022776871,0,0.109330409769557,0,-0.0330025256147397,0,0.0652552425884046,0,0,0,0,0,0,0,0,0,0,-0.0911357958167228,0.0305993524662959,0,0,0,0,0,0,0,0,0,0,0,-0.0575794166792413,0,0,0,0.0851977600267881,0,0,0,0,-0.00961881814699355,0,0,0,0,0,0
X000063.SZ,0,0,0.126934621138755,0,0,0.11978857417449,0,-0.0125188279061731,0,0,0,0,-0.0290228664552989,0,0,0,0,0,0,0,0,0,0,0,0.0566658050714398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131776329698586,0,0.024142609091132,0.0159231209243061,0,0,-0.0981999931140868,0.0935377019918049,0,0.00859645006699448,0,0.0170065824319289,-0.0299568193018573,0,0,0,0,0,0
