,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002475.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000568.SZ,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600703.SH,X300003.SZ,X002241.SZ,X000596.SZ,X002236.SZ,X601877.SH,X600183.SH,X000100.SZ,X000157.SZ,X002007.SZ,X300142.SZ,X300124.SZ,X000066.SZ,X000625.SZ,X002179.SZ,X300014.SZ,X600271.SH,X000977.SZ,X300136.SZ,X002463.SZ,X002008.SZ,X600177.SH,X002456.SZ,X002371.SZ,X600066.SH,X002506.SZ,X600867.SH,X002180.SZ,X600584.SH,X000050.SZ,X600487.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0544357872971518,0,0,0,0,0.588895073391266,0,0,0,0.030231228495924,0,0,0,0,0.0124992488022307,0,0,0,0,0,0,0,0,0,0,0,-0.0535456641768621,0,0,0,0,0,0,0,0,0,0,0,0.0594614685266168,0,0,0,-0.0317857910164711,0,-0.00240807620304993,0.00882817048815434,0,0,0,-0.00639385134483452,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0577412897710446,0,0,0.031380301646164,0,0.552725474839333,0,0,0,0.0544205923329265,0,0,0.0346712686702363,0,0,0,0,0.00336665464944669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392816593930413,0.0218151174470824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0268699169007301,0,0
X600276.SH,0.0401256862760784,0.0490356407625115,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0974752680727679,0,0,0,0,0.229604995481984,0,0.0101083922312563,0,0,0,0,0,0,0.0692001044983521,0,0,0,0.00308187820779177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166694351552743,0,0.0129707843720458,-0.0289401909854135,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0940868030992603,0,0,0,0,0,0,0.326407147032576,0,0,0,0,0,0,0,0,0,0,-0.0315143186388967,0,0,0,0,0,0.0438613327864201,-0.175698234906377,0,0,0,0,-3.46944695195361e-18,-0.137474942501989,0,0,0.0201797675745083,0,0,0,0,0,0,0,0,0.104737787977451,0,0,-0.000664737024656673,0,0,0,0.0724488694595213,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479928743139542,0.111543435994056,0,0,0,0,0,0.0323167274348315,-0.00940907954516252,0,0,0,0,0,0,0,0,0,0,-0.0319058615657348,0,0,0,0,0,0,0,0,0,0.0903886334070697,-0.119289739922062,0,0,0,-0.0346183037142927,0,0
X600104.SH,0,0,0,0,-0.000268444405039657,0,0,0,0,0.0171019650694686,0,0,0,0,0,0.224251536764762,0.0484973821130463,0,0.0512503479647285,0,0,0,0,0.0433083588116024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122031072855042,0,0,0,0,0,0,0,-0.0187399192582189,0,0,0,0.0407478341042501,0,0,0.00371644419696598,0,0,0,0,0,0
X003816.SZ,0,0,0.288102936711968,0,0,0,0,0,0.294896277803132,0,0,0,0,0.0900723355472111,0.0970646129293712,0,0,0,0,0,0,0,0,0,-0.0413452497646212,0.307794594849676,-0.283995948044647,0,0,0,-0.0940876347572041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263870567314403,0,0,0,0,0,0.0732736879746318,0,0,0,0.00887320037284513,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.26690455815046,0,0,-1.38777878078145e-17,0,-0.102807899804604,0.0803400576320873,0,0.0562388584950735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201229635894978,0,0,0,0,-0.0340893932710624,0.0970759160515564,0,0.367139425955085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145249525680262,0,0,0,0,0,0
X002304.SZ,0.268505969269405,0.0171265752673065,0,0,0.00284049946923725,0,0.138578653788453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0622939271398075,0,0.0627469395884026,0.0429361199248534,0,0,0,0,0,0,0,0,-0.00772894875693928,0,0,0,0,0,0,0,-0.00935050899654505,0,0,0.126415731080611,0,0,0,0,0,0,0,0.0259256686327489,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0345158386358454,0,0,0,0.00806421869777286,0,0,0,0,0,0.093753117370064,0,0,0,0,0.0922610493079929,0,0,0,0,0.027592403090959,0,0,0,0,0,0.0255456105971723,0,0,0,0,0,0,0,0,0,0.0689026226503567,0.142019082335642,0,0,0,0.00341345911042202,0.0367321487962473,0,0,0,0,0,0
