,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000568.SZ,X600703.SH,X002475.SZ,X600741.SH,X000338.SZ,X300003.SZ,X600031.SH,X000063.SZ,X002236.SZ,X002008.SZ,X600809.SH,X600867.SH,X300124.SZ,X000596.SZ,X002456.SZ,X601877.SH,X600271.SH,X000661.SZ,X600566.SH,X600487.SH,X600066.SH,X000625.SZ,X000100.SZ,X002294.SZ,X300136.SZ,X002179.SZ,X300142.SZ,X000977.SZ,X002007.SZ,X002241.SZ,X000981.SZ,X000157.SZ,X002180.SZ,X000050.SZ,X600498.SH,X000869.SZ,X002049.SZ,X600779.SH,X600522.SH,X002508.SZ,X002038.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.222877736259327,0.12678377945222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00148426726186962,0.0213540193803692,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0665563725587593,0,0,0,0,0,0,0,0.0536625636128106,0.108154209537415,0,0,0,0,0,0,0.0103607612261139,0.00716559538381484,0,0,0,0,0,0
X600104.SH,0,0,0.128170910329667,0,0,0,0,0,0,0,0,0.0616823530177996,0.345217488045424,0,0,0.0365828810323961,0,0,0.0446286294047718,0,-0.0606205332007626,0,0,0,0,0.0296518951617317,0,0.0369747983011941,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12442372591076,0,0,0,-0.192740123378215,0,0,0,0,0,0.024250582188152,0.0104659377653156,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0402802623080926,0.378161980570913,0.0661691920973001,0,0,0.167022371734338,0,0,0,0,0,0.0447275096581989,0,0,0,0,0.0118290631334758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.147442471527281,0,0,0,-0.0357337500248931,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.168076016857182,0.0550089187358107,0.120937877242979,0,0.273650574212701,0,0,0.00762735533774628,0,0,0,0,0,0.0997384982471227,0,0,0,0,0.100757890801452,0.0217517412147223,0.0216875490249422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129515755484669,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.425346078515346,0,0,0,0,4.33680868994202e-19,0,0.356442654027698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341123491132226,0,0,0,0,0,0,-0.0256650868934563,-0.0336207241791919,0,0,0,0,-0.229557678103154,0,0,0,0.150388731067918,0.0141258394996623,0.0735646981297734,0,0,0,-0.0470963663157523,0.0808413400044373,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.353694068371418,0,0,-0.137401149500207,-0.150514364732192,0.165603653322075,0.259934627196115,-0.108036155818851,0,0,0,0,0,0,0,-0.104066149366921,0,0.0518202287535748,0.196798797978161,0,0,0,0,0.0751556846922955,0,0,0,0,0.172265354867648,0,0,0,0,-0.0358634988127868,0,0,0,0.140971130903742,0,0,0.0216646389266042,0,8.67361737988404e-19,0,0,0,0,0,0,0
X002304.SZ,0,0,0.104441019876952,0,0,0,0,0,0.266741728334934,0,0,0,0,0,0,0,-0.0745302493454037,0,0,0.371542971347254,0,0,0,0,0,0,0,0,0,0,0,0,0.04089651044906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334847737239873,0.00774476490728274,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154182338786287,0,0,0,0,0.0232887589890036,0,0,-0.246476059715117,0,0,0,0,0,0,0.0582087103291002,0,0,0,0,0,0,0,-0.0133237032251781,0.193432999856688,0.206187896536372,0,0,0.0190781888392242,0.188254160819772,0,0,0,4.33680868994202e-19,-0.0503710153876038,0,0,0,0,0,0
X600690.SH,0,0,0,0.372999279200788,0,0,0.116576179338454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235805988102358,0,0,0,0,0,0,0,0,0,0,0,0.110323735011844,-0.0355730487792111,0,0,0,0,0,0,0,0.0421435236373703,0,0,0,0.0919808973236996,0,0,0,0.0243315306375597,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0.16561814152553,0,0,0.298022787432043,0,0,0,0,0.0803923703795683,0,0,0,0,0,0,0,0,0.193467672230958,0.0474775227839113,0,0,0,0,0,0,0,0,0,0,0,-0.0769686655702559,0,0,0,0,0,0,0,0,0,-0.0228078757472455,0.0462233572146004,0.0314219701107799,0,0,0,0.0112014105028524,0.000165958944384891,0,0,0,0,0,0
