,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X600690.SH,X002415.SZ,X000651.SZ,X003816.SZ,X600809.SH,X000568.SZ,X002371.SZ,X000725.SZ,X600104.SH,X600031.SH,X300124.SZ,X000625.SZ,X000063.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X002463.SZ,X600089.SH,X000157.SZ,X600372.SH,X600066.SH,X600584.SH,X002028.SZ,X600703.SH,X600741.SH,X000977.SZ,X002236.SZ,X600418.SH,X600522.SH,X600183.SH,X601877.SH,X002049.SZ,X000921.SZ,X000800.SZ,X601799.SH,X600487.SH,X002180.SZ,X002294.SZ,X002074.SZ,X000661.SZ,X002129.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0338984776118228,0,0,0,0,0,0,0.153798690350394,0.242515700734028,0,0,0,0,0,0,0,0,0,0.017179275660419,0,0,0,0.0250393718871612,0,0,0,0,-0.0929964936397225,0.07609353663246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00217014401600654,0,0,0,0,0,0,0.0167103661945916,-0.102919053447672,0,0,0,0,0,0
X000858.SZ,0.214426259207252,0,0.0387259773003337,0,0,0,0,0,0.0596272250893363,0,0,0,0,0,0,0,0,0,0,0.390176793040804,0.156368940133079,0,0,0,-0.0863907357110268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0855188184482757,0,0,0,0,0,0,0.0287844807678433,0.0728399602768656,0,0,0,-0.0174923234290235,0,0
X600276.SH,0,0.24622272118877,0,-0.0230116353641391,0,0,0,0,0,0,0,0,0,0,0.0702858716377577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124061298130226,-0.135892637174734,0,0,0,0,0,0,-0.176599683953881,0.130359086490754,0,0,0.217891641472847,0,0,-0.00115787667904069,-0.100323574078203,0,0,0,-0.0285657548156464,0,0
X002475.SZ,0,0,0,0,0,0,0,0,-0.0206123432337642,-0.0531142128055777,0,0,0,0,-0.00944672842164155,0,0,0,0,0,-0.0688090229417136,0,0,0.433122244774401,0.0918525384634757,0,0,0,0,0.197851128676312,0,0,0,0.0794006483702206,0,0.0244756271556281,0.154106808929361,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.0445653840026518,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.345930307363368,0,0,0,0,0.0608470266029506,0,0,0,0,0,0,0.0932798372096309,0.0230457228898117,0,0,0.0981102202935094,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.067500824463391,0,0.0228252284012151,0,0.280614675829447,0,0,0,0,0,0,0,0,0,0,-0.00463282338673853,0.00685478087064283,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.176098978832176,0,0.0232314804424954,0,0,0,0,0,0,0.12921088478128,0,0.0459055084067448,0,0,0,0.0307042231099664,0,0,0,0,0,0,-0.102028343618079,0,0,0,0,0,0,0,0,0,0,0,0,0.252652575854082,0,0,0.116902697032198,0,0,0,0,0,0.00440034640137226,0,0,0.0329165380429156,0,0.0195827080640301,0,0,0,0,0
X000651.SZ,0,0,0,0,0.144134849030471,0,0,-0.0344603069422476,0,0.0325375115757639,0,0,0,0.0876013261843724,0,0,0,0,0,0,0,0,0,0,0,0.0829929904152767,0,0,0.0163716204826087,0,0.0660001932448715,0,0,0,0,0,0,0,0,0,0.137978926602791,0,0,0,0,0,0,0,0,0,0,0,0,0.0890248615832836,0,0,-0.0335140405213091,0,0
X003816.SZ,0,0,0,0.108066077161237,0,0,0,0,0,0,0,0,0,0,0,0.057322674102464,0,0,0.0476398089075397,0,0,0,-0.295568569065715,0,0,0,0,0,0,0,-0.289396441807634,0,-0.230067113719662,0,0,-0.17950692802853,0,0,0,0,-0.00971586622900399,0.0565025802655875,0,0,0,0,0,0,-0.0661421393808908,0,0,0.0195039223149322,-0.054771420885831,0.280924348904929,0,0,0,0,0
X600809.SH,0,0,-0.0212251115383965,0,0,0,0,0,0,0.1215070032066,0,0,0,0,0,0,0,0,0,0.646136124017778,0,0,0,0,0,0,0,0.19106195115327,0.0373511476398724,0,0,0,0,0,0,0.000602802211181315,0,0,-0.0971470383449597,0,-0.0408707470663272,0,0,-0.115276975953932,0,0,0,0,-0.0418325378914159,0,0,-0.0112398305848535,0,0.0379786317327631,0,0,-0.0191248460724912,0,0
X000568.SZ,0.261749216839245,0.210214772985166,0,0,0,0,0,0,0.327006454381051,0,0,0,0,0,0,0,0,0,0,0.211090692351131,0,-0.0945417860307294,0,0,0,0,0,0,0.0477787340588664,0.0816362688261912,0,0,0,0,0,0,0,-0.0612038746318401,0,0,0,0,0,-0.131539259965788,0,0,0,0,0,0,0,-0.0421407322928309,-0.00109172317004463,-0.0843202735045143,0,0,-0.011767971043088,0,0
