,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X000568.SZ,X600066.SH,X002475.SZ,X002241.SZ,X600031.SH,X000100.SZ,X002236.SZ,X002456.SZ,X600271.SH,X000338.SZ,X002085.SZ,X600118.SH,X600177.SH,X002292.SZ,X002180.SZ,X000157.SZ,X600867.SH,X002007.SZ,X000559.SZ,X600372.SH,X300003.SZ,X002294.SZ,X300124.SZ,X002074.SZ,X002506.SZ,X002426.SZ,X600498.SH,X600089.SH,X601877.SH,X600522.SH,X002508.SZ,X000550.SZ,X600566.SH,X002465.SZ,X000050.SZ,X000981.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0194619636530508,0,0.0510532067187168,0,0.238417469077784,0,0,0,0,0,0,0.010326136322216,0,0,0.0712882345303461,0,0,0,0.061143697617787,0,0,0,0,0.0783696734321666,0,0,0,0.148122632559194,0,0,0,0,0,0,0,0,-0.0419800607517869,0,0,0,0.135782904605113,0,0,-0.0877490747311157,0,0,0,0,0,0.0731208656284046,0,0,0,0,0,0,0
X600104.SH,0,0,0.00891471897896227,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275832610225441,0,0,0,0,0,0,-0.0506647122420881,0,0.320000277834111,0.0588618444831054,0.0968381538862632,0,0,0,0,0,0,0,0.0450122608081675,0,0,0,0.0804892781234527,0,0,0,0,-0.0361516523596025,-0.0103654937289897,0,0.0258552833216352,0.1537040231155,0,0,0.0127719625159584,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.289285668125648,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459284721181172,0,0,0.16451151475051,0,0.137419667771674,0,0,0.0963651714349356,0,0,0,0,0,0,0,0,0,0,0.00566737850315219,0,0.312037145818775,0.0558361113745654,0,0,0,0,0,0,0,0.0151518230315843,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0356210600192811,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0116489566628007,0,0,0,0,0,0,0,0,0,0,0,0,0.054633188304408,0,0.0719062860631806,0,0,0.175488836186518,0,0,0.0820720346311786,0,0.067426959014472,0,0,0,0,-0.0355056007702508,0.0807778286760218,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0679377769398775,0,0,0.316917067649806,0,0,0,0,0,0,0,0,0,0.0107028741059068,0,0,0,0,0,0,0.144796483934762,0,0.0102319567654963,0,0,0,0.0866940239350645,0,0,0.120912253683547,0,0,0.0308289971725965,0,0.0483002445804956,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523361927867457,0,5.42101086242752e-20,0.0120688372699906,0,0,0,0.0891238343464674,0,0,0,0,-0.0432428688164716,0,0.243731666078734,0,0.0233769054235582,0,0,0.0323379349363791,0,0.0874941211833159,0,0,0,0.207565180760045,0,-0.118779155480971,0,0,0,-0.0292929116897378,-0.0349416725699583,0,0,0,0,0,0
X002304.SZ,0.222874518664381,0,0,0,0.124832082825981,0,0,0,0,0,0,0,-0.0540337553925255,0.02300617542654,0,0,0,0,0,0,0,0,0,0.0342841815399254,0,0,0,0,0,0,0,0.00495746506746779,0,0,0,0.0876927290992394,0,0,0,0,0,-0.0426269855813127,0.0952935045269219,0,-0.0389128452903609,0,0,0,0,0.13834847993076,0,-0.00133732804036911,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0173398291703059,0,0,0,0,0,0,0.150489194256523,0,0.00935344493424822,0.0643093113670007,0,0,0.0786796512663635,0,0,0,0,0,0.150548102526319,0.0336389310139034,0,0,0,0,0,0,0,0,0.0387938629976381,0,0,0,-0.0540303107129686,0.119404945693029,0,0,0,0.021216629647831,0,0,-0.0465160926399831,-0.0017165802366824,-0.113940300634041,0,0,0,0,0
X000625.SZ,-0.118909619141482,0,0,0.00959512921429917,0,0,0,0,0,0,0,0.120970033779137,-0.0897499260891603,0,0.0717763752580777,0.108400945318472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584841263862807,0.0929183099323603,0,0,0.0953808982931346,0,0.0637265069795863,0,0,0,0.0438882627101941,0,0,0.0551621311647133,-0.0382173877629149,0,0,0,0,0,0
X000063.SZ,0,0,0.0745176607909342,0,0,0,0,0,0,0,0.104558291458138,0,0,0.141055385476516,0,0,0.0028110605415005,0,0,0,0,0,0.0490037524569996,0.0295361279473142,0,0.0386301811894789,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536404269238073,0,0,0.0345953212565582,0,0.0898129482336639,0,0,0,-0.0105159855927302,0,0,0,-0.0213894120926718,0,0,0,0,0,0
