,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600031.SH,X000063.SZ,X600690.SH,X000100.SZ,X600276.SH,X000338.SZ,X000157.SZ,X600372.SH,X600741.SH,X002241.SZ,X600089.SH,X600703.SH,X600271.SH,X600066.SH,X600177.SH,X601877.SH,X600118.SH,X002236.SZ,X002129.SZ,X000550.SZ,X000581.SZ,X000568.SZ,X000559.SZ,X600582.SH,X300124.SZ,X000623.SZ,X002475.SZ,X000800.SZ,X000050.SZ,X600060.SH,X300146.SZ,X002294.SZ,X300003.SZ,X002465.SZ,X600839.SH,X000400.SZ,X002456.SZ,X000977.SZ,X002292.SZ,X000869.SZ,X600166.SH,X600435.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.217130975421452,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434205296363548,0,-3.46944695195361e-18,0,0,0,0.0656134860330635,0,0,0,-0.0472962442629601,0.146272432403836,0,0,-0.0530067744106967,0,0,0,0,0.172640533366622,0,0,0,0,0,0,0,0,0,0,0.0466485159992037,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0
X600519.SH,0,0,0,0,-0.0202868339383472,0,0.188573969405752,0.104264305991127,0,0,0.0638268842374217,0,0,0,0,0,0,0,0,0,0,0,0.00261967911010831,0.0451772641290605,0,-0.0228625800056819,0,0,0.0111798253064811,0.119218526700198,0.084543812008237,0,0,0.0275776990825496,-0.0767878190626898,-0.0217575260393658,0,0,0,0,0,0,0,0,0,0,0,0.00543319263119953,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.242435852928312,0,0.183118130099321,0,0,0.04238861638699,0,0,0,0,0,0.0565963513946789,0,0.113742434112469,0.0351925873742424,0.0394897318664585,0.0962089450424406,0,0,0,0.0847850118921274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0522882018956645,0.0866417645639555,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0.0728570180459732,0,0,0,0,0,0,0,0.0636471874947321,0,0,0,0.00609230624695161,0,0,0,0,0,0,0.114725048674801,0.0741933373558235,0,0.00315545067213,0,0.0161248036235958,0,0.211936974120523,0.0108197783743296,0,0,0,0.121564449414018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771256125802102,-1.35525271560688e-20,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0113907444397342,0,0,0,0,0,0.130276874492649,0,0,0,0,0.111206378395665,0,0,0,0,0,-0.159278931223865,0,0,0.181706022593234,0,0.22471708502609,0,0,0,0,0.161204969963794,0,0,0.228940106436444,0,0,0,0,0,0,0,0.121720133686004,0,0,0.0120034871454658,0,0,0,0,0,-0.016920192156107,0,0,0,0,0,0
X000625.SZ,0.0600729604348355,0,0.0378544607821441,0.122053501236498,0,0,0,0.260364305601706,0,0,0.082597533253987,0,0,0,0,0,0.10571395959193,0,0,0,0,0,0,0,0.0662644761002696,0,0,0.18396539486052,0,0,0,-0.0832219608856881,0.0164144781720441,0,0,0,0.0431083789831005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0.00862702048876179,0,0,0,0,0.125883694818577,0.150329405135358,0,0.0990821925184594,0.00645159766479055,0,0,0.0688050327394241,0,0,0,0,0,0,0,0.118662275006888,0,0,0,0,0,0,0.0932787367679252,0,0,0,0.0224712782048603,0,0.0501301385257964,-8.67361737988404e-19,0,0,0,0,0,0.135702804454804,0,0,-0.0202780214775725,0,0.00142909298261053,0,0,0,0,0.0141583786380007,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.142591841463744,0,0,0.0541451454788099,0,0.0677597933933856,0,0,0,0,0,0,0,-0.0987441911988953,0,0.0479632563357051,0,0,0,0.111594788112361,0,0.314361079382807,0,0,0,0,-0.0435549410522952,0,0,0,0,0,0,0,0,0,0,0,-0.244781611172871,0,0,0.0502454368585696,0,0,0,0.046359198938613,-0.0181975260225315,0,0,0,0,0,0
X600031.SH,0.0877112286593207,0,0,0,0,0,0,0,0,0,0,0,0,0,0.712929049632057,0,0,0,0,0,0,0,0.0943935747959525,0,0,0,0,-0.0308645656832684,0,0,0,0,0,0.0537450544903797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00364083346417485,0,0,0,0,0,0
X000063.SZ,0,0,0.1718546066716,0,0,0,0,0.023297837021502,0.171319237418833,0,0,0.0853074831208006,0,0.196136516211317,0,0,0,0,0,0.0838602073442584,0.00871855954080662,0,0.0648493454456107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00329326812642047,0,0,0,0,0,0
