,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X000725.SZ,X000625.SZ,X003816.SZ,X000596.SZ,X002371.SZ,X000063.SZ,X000338.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X600703.SH,X002129.SZ,X600089.SH,X002236.SZ,X600372.SH,X002049.SZ,X002241.SZ,X000661.SZ,X600584.SH,X600741.SH,X000157.SZ,X601877.SH,X600522.SH,X000977.SZ,X002007.SZ,X000800.SZ,X002074.SZ,X601799.SH,X600418.SH,X600183.SH,X002463.SZ,X300142.SZ,X002180.SZ,X600702.SH,X002028.SZ,X000733.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0645583425221183,0,0.330246690240304,0,0.0312954730422303,0.0734468710208658,0,0,0,0.0811161583162535,0,0,0,0,0,0,0,0,0,0.0439147890061564,0,0,0,0,0,0,0,-0.00244383760349275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142464352428511,0,0,0,0.00017001207149385,0,0.0293791487588475,0,0,0,0,0
X000858.SZ,0.11627860833383,0,0,0.224324802670554,0,0,0,0,0,0,0,0,0,0.152955789448705,0,0,0,0,0,0,0,0,0,0,0,0,-0.038586752286506,0,-0.0220558016107427,0,0,0,0,0,0,0,0.0593043910872164,0,0,0,-0.172371230485051,0,0,0,0.0607590703173632,0.102347735295353,0.126424487855395,0.070322767241986,0,0.0673215696889601,0,-0.00516179127465224,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364032139641516,0,0,0.186616329443393,0,0,0,0,0,0,0,0,0,0.0849154924879075,0,0,0,0,0,0,0,0,0,0.120998151139695,0,0,0,0,0,0,0.0127322151675668,0,0,0,0,0,0,0.104121936851879,0.00774713784536234,-0.0149389565940201,0,0,0,0,0,0
X000568.SZ,0.423362534887013,0,0,0,0,0.428435307188738,0,0,0,0,0,0,0,0,0,0.173018531055303,0,0.0334401832619804,0,0,0,0,0,0,0,0,0.0131639198998416,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0133501925218272,-0.0110156597994241,-0.0995679333110766,0,0,0,0.000646170598068512,0,0,0,0,0,0.00474867487467034,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.123206139094103,0,0,0,0,0,0,0,-0.0407466441292291,0,0,0,0.0382011235502083,0,0,0,0.0613896946554261,0.0994907916769427,0,0,0,0,0.14801428394299,0,-0.0606688535341343,0,0,0,-0.0521054154021552,0,0,0,0,0,0,0,0,0,0,0,-0.0222972091149437,0.388831513781326,0,0,0,0,0,0,0,0,0
X600809.SH,0.253095002872433,0,0,0.381106962645459,0,0,0.0606938186133919,0,0,0,0,0,0,-0.0306265913623504,0,0,0,0,0,0,0,0,0,0,0,0,0.0682206153463677,0,0,0.0225936689477292,0,0,0,0,0,-0.031880276789323,0.0197525728873828,0,0,-0.052767433218248,0,0,0,0,0,0,0,0,0.0467042644907874,0,0,0.0360343720332674,-0.0670459343758441,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.217994715026717,0,0,0,0,0,0,0,0,0,0,0,0.21578503389204,0,0,0.00666762129528272,0,0,0,0,0,0,0,0,0,0.0381265166982766,0,0,0,0,0.0757543218338246,0,0,0,0,0,0.0636491956322776,0,0.195585154521701,0,0,0,0,0.0974817128192324,0.048918315262498,0,-0.118039177239049,0.167804403811034,0,0,0,-0.134323088366498,0,0
X600690.SH,0.12059135366903,0,0,0.0725560074883015,0,0,0,0,0,0,0,0.0221328687505043,0,0,0,0,0,0,0.0415868627650878,0.117323298228609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405549095798924,0.0558543497799366,0,0,0,0.0562941182061137,0,0,0,0,0,0,0.0138431003019259,-0.030650777381162,0.0488951210162923,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0301577661567779,0,0.105639307350843,0,0,0,0,0.234787272332237,-0.00583213337200797,0,0,0,0,0,0,0.165117030212363,0,0,0,-0.0974641075028472,0.0902992258449717,0,-0.11100112074915,0,-0.100257415291108,0,0,0,0,0,0,0,0,0,0.00359944404935803,0,0,0,0,0,0.0364904510660456,0,0,0,0,0,0,0.0387551506163443,-0.0827915269787627,0,0,0,0,0,0
X002304.SZ,0,0,0,0.164097152144869,0,0.149459351956211,0,0,0,0,0,0,0,0.0467436311704084,0,0,0,0.0162626099184934,0,0,0.182107085990773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229717880142657,0,0,0,0,0.0828870901583857,0,0,0,-0.0289674820850643,0,-0.0176393060488519,-0.122296430260395,0,0,0,0,0
