,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X000725.SZ,X000661.SZ,X600809.SH,X000063.SZ,X003816.SZ,X600690.SH,X002241.SZ,X600703.SH,X000338.SZ,X000596.SZ,X000100.SZ,X002007.SZ,X300124.SZ,X300142.SZ,X300014.SZ,X600741.SH,X002371.SZ,X002049.SZ,X000800.SZ,X300003.SZ,X002236.SZ,X000157.SZ,X601877.SH,X002414.SZ,X000625.SZ,X002129.SZ,X600584.SH,X300136.SZ,X600183.SH,X002179.SZ,X000066.SZ,X000977.SZ,X600118.SH,X601799.SH,X002456.SZ,X002294.SZ,X002185.SZ,X000050.SZ,X002008.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0706029955208657,0,0,0,0,0,0.238179422431383,0.0185367294030458,0,0,0,0.0998431997685333,0,0,0,0,0,0,0.0278753314764221,0,0,0,0,0,0,0,0.0479724325197583,0,0,0,0,0,0,0,0,0.0312434300028992,0,0,0,0,0,0,0,0,0.108510536784855,0.00512053909265117,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.219532643109524,0,0,0,0.369712410273756,0,0,0,0.0503231362591898,0,0,0.0661634056305677,0,0,0,0,0,0,0,0.00348880098726822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138594608216342,0,0,0,0,0,0,0.0353393503129369,0.0307343946236421,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.142183825731637,0.0396549287591641,0,0,0,0,0,0,0,0,0.00151579654567434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289958765903096,0,0,0,0,0,0,0,0,0.23021500165296,0,0,0,0,0,0,0.0104753046794989,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00232722748329395,0,0,0,0,0.335007039319919,0,0,0,0.0674730498826538,0.0517256025633578,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176238695392008,0.0065216635720334,0,0,0,0,0,0.0377942810002474,0.0305204657748442,0,0.102645406138122,0.122063964850404,0,0,0,0,0.0222481420793828,-0.0140366119476194,0,0,0,0,0,0
X002415.SZ,0,0,0,0.123559480178063,0,0,0,0,0,0.0595621104189337,0,0,0,0,0,0.211321266580238,0,0,0,0,0,0,0,0,0,0,0,0.0508758250701495,0,0,0.138186262582131,0,0,0,0,-0.0294580488748432,-0.00992942710776989,0,0,0,0,0.0577860111722445,0,0,0,0,-0.014638981410805,0,0,0.0693525459249669,0,0.00481866441512785,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0255333593663664,0,0,0.0642185332262568,0,0,0,0,0,0,0,0,0.051558335133504,0,0.204723272469221,0,0.0216314848568606,0,0,0,0,0,0,0.09319129119805,0,0,0,0.042602678438734,0,0,0,0,0,0,0,0,0,0,0,0,0.0237891832268828,0,0,0,0,0,0,-0.0439937432325217,-0.011136638033588,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.128833083287459,0,0,0,0,0,0,0,0.111372598727566,0,0,0,0,0,0,0,0,0.0487325641301761,-0.0271075348227999,0.0387074391319975,0,0.156325087546305,0,0,0,0,0,0,0,0,0,0.0383303966117915,0,0,0,0,0,0.08978223273716,0,0,0,0,-0.0255060418114818,0,0,0,0,0,0,0
X000568.SZ,0,0.0863232406061615,0,0,0,0,0,0,0.460820201759284,-0.245166837710909,0,0,-6.93889390390723e-18,0,0,0,0.159198247918311,0,0,0.257750319574513,0,0.0377984103542872,0,0,0,0,0,0,0,0,0,0,0,0.025154631611302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00349510113754165,0,0,0,0,0,0
X002304.SZ,0,0.288905740160952,0,0,0,0,0,0.409770635612233,0,0,0.0198714237387297,0,0,0,0,0,0,0,0,0,0,0,0,0.0630133673273205,0,0,0,0,0,0,0,0,0,0,0,0.0478155636195634,0,0,0,0,0,0,-0.0221437380097245,0,0,0,0,0,0,0,0,0.0193012254409498,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292059760698219,0.0460736510326143,0,0,0,0.0251187836036323,0,0.11510685067939,0,0,0,0,0,0.350380558332985,0,-0.0269402301560419,0,0.0039626522987501,0,0.0156565819579725,0,0,-0.0260971015685372,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.0187013032634089,0.0168942959982815,0,0,0,0,0,0
