,X600519.SH,X000858.SZ,X002415.SZ,X600104.SH,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X600690.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X601877.SH,X000100.SZ,X600271.SH,X002236.SZ,X000661.SZ,X000596.SZ,X600809.SH,X300003.SZ,X002008.SZ,X300124.SZ,X000625.SZ,X600487.SH,X002007.SZ,X002456.SZ,X600867.SH,X600498.SH,X600776.SH,X000157.SZ,X002180.SZ,X300142.SZ,X000050.SZ,X300146.SZ,X002179.SZ,X002241.SZ,X600177.SH,X002371.SZ,X000977.SZ,X600089.SH,X600066.SH,X600522.SH,X600118.SH,X000066.SZ,X002294.SZ,X300136.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.350236875945407,0,0,0,0.161845048355293,0,-0.0175641280023239,0,-0.046735861761547,0,0,0,0,0,-0.103685183748425,0,0,0,0,0,0.0475743798558854,0,0,0,0,0,0,0,0,0,0,0,0,-0.000183337546065676,0,0,0.0753140936521439,0,0,0,0,-0.0137249044433302,0,0,0,-0.0255063397035272,0,0,0,0,-0.0147786721847524,0.0388987620410835,0,0,0,-0.00764512685036713,0,0
X000858.SZ,0,0,0.124667114948405,0,0,0,0.130925706496623,0,0,0,0,0,0,0.30898807142224,0,0.0167990882766669,0,0,0,0,0,0.0329737778211936,0.113099735710321,0,0,0,0,0,0,0,0,0,-0.00517979226179941,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066553201350016,0,0,0,0,-0.0161869037424333,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0215515119825046,0,0.0754114447086019,0,0.0671173934981711,0,0,0,0,0,0.310000155182075,0,0,0.0916003442513508,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0150052346316081,0,0.0956996813440332,0,0,0,0,0,0,0,0,0,0,0.00040793736887091,0,-0.0300916127996595,0.0508355138496934,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.209424821113096,0,0.0481734655066504,0,0.228854860690746,0,0,0,0,0.11189712105929,0.0081173691940376,0,0,0.0701041082342797,0,0,0,0,0.0840017396048639,0,0,0,0,0,0,0,0.000646314437310949,0,0,0,0,0,0.0423049195460813,0,0,0,0,0.112994906370164,0,0,0,0.00558289521391136,-0.112167077516596,0,0,0,0,0,0
X000651.SZ,0,0.169241543999153,0,0.153281917642759,0,0,0,0,0,0,0.0124125533091834,0,0.0737205263579279,0,0.0230773774489317,0,0,0,0,0.140002826389352,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0136266457642821,0,0,0,-0.0405997464799517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0162641995631778,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103533104282627,0.15659753839082,0,0.470735901921121,0,0,0,0,0,0,0,0,0.0802733154986222,0,-0.0629878143681681,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.00653916597580925,0.0253587197501051,0,0,0,0.159424058647938,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.096864080501261,0.0302514234688236,0,0,0.396090074185291,0,0,0,0,0,0,0,0,0,0.0108620410564644,0,0.0283691582727743,0,0,0.054957785072229,0,0,0,0.0261393179927063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00824395573408992,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.00984681119032441,0,0,0,0,0,0,0,0.127848358111318,0,0.0175631872249803,0,0,0,0,0,0,0,0,0,0.198036776473129,0,0,0,0,0,0,0.155263195379282,0,0,0,0,0,0,0,0,0,0,0,0.229341826672579,0,0,-0.0389877236737506,0.0257594393987261,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531766344830536,0,0,0,0,0.0257724506719496,0,0,0.291589175618208,0,0.0699178259262713,0,0.308028098979156,0.0131641104783293,0,0,0,0,0,0,0,0,0,0.147827801287577,0,0,0,0,0.0699028564286001,0,0.00316272750853389,0,-0.0201565679605772,0,0,0,0,0,0,0
X600031.SH,0,0,0.0785169554881365,0,0,0,0,0.0985963562971446,0,0,0,0,0.281133255911541,0,0.0642594004771966,0,0,0,0,0,0,0,0,0,0.136087769569944,0,0,0,0.0611404651664989,0.00933625580135956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113012490393196,0,0,0,0,0,0.0229447859924153,0,0,0,4.33680868994202e-19,0,0
X600690.SH,0,0.113179830581735,0,0.202069208015886,0.1608099244155,0,0,0,0,0,0,0,0.110171315582749,0,0,0,0,0,0,0,0,0,0.0183695419467097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0777075451414353,0,0,0,0.162834111284554,0,0,0,0,0,0,0,0,-0.0283070558351949,-0.00678927544679686,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,-0.0499813007370931,0,0,0,0,0,0,0,0,0,0.129325446961664,0,-0.0109696996034664,0,0,0,0,0,0,0,0,0,0,0.139108751538528,0,0,0.013447462388313,0,0,0,0,0.256003933776713,0,0.154452408554783,0,0,-0.0447717300882336,0,-0.0359223258404191,0,0,0,0,0.122043651825114,0,0.0279233211007032,-0.0105767559788033,0,0,0,0,0,0
X000338.SZ,0,0.0450614496350178,0,0.225716805989584,0.373208051325239,0,0,0,0,0.102623390173673,0,0,0,0,0,0,0,0,0,0.101865853559015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0412008639681319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143975378148843,0.0205537551985372,0,0,0,0,0,0
X000568.SZ,0,0.340560311420711,0,0,0,0.0268250371806381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10878811242304,0.1816348382798,0,0,0,0.00690875581524312,0,0,0,0.04966401487658,0,0.00210772601412614,0,0,0,0,0.126002888130609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235920834799555,0,0,0,0,0,0
X600741.SH,0,0,0,0.385210641732668,0,0,0,0,0,0,0,0,0.246202133855248,0,0,0,0,0,0,6.7762635780344e-21,0,0,0,0,0.200595333802142,0,0,0,0,0.0884031788013452,0.0921182877330505,0,-0.00274134063910087,0,0,0,-0.0320922908359971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210710160932833,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0976065881634381,-0.0668972831025507,0,0,0,0,0,0.559848003590637,0,0,0,0,0,-0.0913078656370939,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525558024846966,0,0.108346890119518,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0.0463955308343366,0,0,0,0.0872544313833449,0,0,0,0,0,0,0,0,0.116914394018256,0,0,0,0.0223683090238584,0,0,0,0.127741935991393,0.082659231982053,-0.00879725481647484,0,0,0,0.0143705160621941,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.00043631315506027,-0.0206883392104156,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0.0321601613482576,0,0.10124851522962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037057865787591,0,0.374033356465934,-0.0940376413240122,0.0770220953500825,1.38777878078145e-17,0,0,-0.00759834566671795,0,0,0,0,0,0,0,0,0.0381947064373868,0.210302248975439,0,0,0,0,0,0,0,-0.289083046560309,0,-0.0500406871029637,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0.134469894672944,0.197972428189371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16631973015683,0,0,0,0,0,0,0.0441352083955429,0,-0.000468098929084829,0,0,0,0,0.0723620942148483,0,0,0,0,0.110179334420987,0,0.0429459375301159,0,0,0,0,0.0649373272919899,0,0,0,0,0,0,0,0,0
X002236.SZ,0,0,0.153001580677317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22774609193543,0,0,0,0.0671925053292197,0,0,0.0253678139044229,0,0.0760835763229404,0.0772512307203718,0,0,0,0.0356037593683823,0,0,0,0,0,0,0,0,0,0.036270474855004,0,0.0009101296359864,0.00244448681851125,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0.286614148548736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180224724846126,0,0,0,0,0,0.0408960039735184,0,-0.0131620598894127,0,0,0,-0.00833738250297219,0.146050020763719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0328397787051273,0,0,0,0,0,0
X000596.SZ,0.237285159808059,0.297472658248503,0,0,0,0,0,0,0,0,0,0,0,0.0862154439150792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00345756511452866,0,0,-0.0196157991170885,0.0322792818795917,0,0,0,0,0,0,0,0,0,0,0,0,0.0829289357450593,0,0.00570372398950224,0.0063605360099671,0,0,0,0,0,0
X600809.SH,0,0.475980476948359,0,0,0,0,0.160930934871873,0,0.0353698850436992,0,0,0,0.0834681612678629,0,0,0,0,0,0.00544349336486287,0,0,0.0215016224428036,0,0.0306136142876893,0,0,0,0,0,0,0.0009463481013202,0,0,0,0,0,0.00442877203320933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.39710757772248e-05,0,0,0,0,0,0
X300003.SZ,0,0,0,0.0164927917675559,0,0.100386034744071,0,0,0,0,0,0,0,0,0,0.0785429706565089,0,0,0,0,0.0668500632224146,0,0,0,0,0,0,0,0.371282469931561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0907413625709837,0,0,0,0,0,0.45919872907743,0,0,0.00575968943004287,-0.0261078273784553,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0,0,0,0,0.0665468191802802,0,0,0,0,0.210274383104843,0,0,0,0,0,0.214787509139795,0.0504963311610586,0.0665822314492851,0.0201274972543735,0,0,0,0,0,0,0,0.0598573506769944,0,-0.0262414232558632,0,0,0,0,0,0.136604308658278,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.188971814020876,0,0.00792479322113807,-0.0217241855906423,0,0,0,0,0,0
X300124.SZ,0,0.0323691307975721,0,0,0,0,0.163510369124748,0.081918828415397,0,0,0,0,0,0,0,0,0,0.169053516211957,0,0,0,0.0251880069170093,0,0,0,0,0,0,0,0,0,0,0.0820002197604433,0,0,0.0385285591732552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00281922697675399,0.0467527201551049,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194231488805469,0,0.234815487397854,0.0875136339300259,0,0,0,0.0436964787127462,0,0,0,0,0,0,0.0366109000220987,0.0999359963156169,0,0,0,0,0,-0.0605604725281311,0,0,0,0,0,0.240864401912402,0,0,0,0,0,0,0,0,-0.0458710863917653,0,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,0,0.0156316090457378,0,0,0,0,0.183069500308471,0,0,0,0,0,0.0341965063708043,0,0,0,0,0.00300020782189499,0,0,0,0,0,0,0.279869596043785,0,0,0,0,0.0862439567717893,0,0,0.116630549513005,0,0,0,0,0,0.135229087089166,0,0,0,0,0,0.00993320817333176,0,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0.00905179890282675,0,0,0,0.0893227719418342,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.422826998294324,0,0,0,0,0,0,0,0,0,0,0,0.308249069305529,0,0,0,0,0,0,0,0,0,0,-0.0597972774322323,0,0,0,0,0.0463778345885996,-0.101069971422568,0,0,0,0,0,0
