,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002475.SZ,X002304.SZ,X000063.SZ,X000568.SZ,X000725.SZ,X600031.SH,X600690.SH,X000338.SZ,X600809.SH,X000661.SZ,X600741.SH,X600703.SH,X002241.SZ,X000596.SZ,X300003.SZ,X600183.SH,X002007.SZ,X601877.SH,X002236.SZ,X000157.SZ,X300142.SZ,X000100.SZ,X000066.SZ,X002179.SZ,X300124.SZ,X002008.SZ,X300136.SZ,X600271.SH,X002463.SZ,X300014.SZ,X000625.SZ,X000977.SZ,X002506.SZ,X600177.SH,X002371.SZ,X002129.SZ,X600066.SH,X600867.SH,X002508.SZ,X600498.SH,X002049.SZ,X002456.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,8.67361737988404e-19,0,0,0,0,0,0.0358221949884606,0,0,0.601660704396221,0,0,0,0,0,0,0,0,0.0179091176546358,0.0279237502686561,0,0,0,0,0,0,0,0,0,0,0,0.0372647938000286,0,0,-0.00197766861746768,-0.063927998203378,0,0,0,0,0,0.057603824480449,0,0,-0.0352022106208225,0,0,0,0,0,0,0,0,0,0,0.00384508923932188,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0528454767015126,0,0.0572582989568514,0.618817267263603,0,0,0,0,0.0961974959117928,0,0,0,0,0,0.0282767358403874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00495615865745313,0,0,0,0,0,0,0.0452310302160792,0,0,0.0190730849620086,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0826069145787365,0,0,0.218659336673756,0,0,0,0,0,0.141037678870889,0.118947960811281,0,0,0,0.00836112443571358,0,0,0,0,0,0.0305538064602601,0,0.0181284001060573,0,0,0.0132783928386232,0,0,0,-0.0353755503734673,0,0,0.0645592966893132,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0243275191698102,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0722631602483731,0,0,0.301701138336638,0,0,-0.0276236056256535,0,0,0,0,0.0473482770412167,0,0,0,0,0,0,0,0.169693212509012,0,0,0,0,0,0,0,0.119989799570653,0,0,0,0,0,0.117544366927658,0,0,0,0,0,-0.0147773190201874,0,0,0,0,0.0271834202120903,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.108614307742076,0,0,0,0,0,0,0.0649314058626119,0,-0.0327281085626899,0,0,0,0,0.0372081140506507,0.514569309069946,0,0,0,0,0,0,0,-0.0162977743841738,0,-0.029618711538258,0,0,0,0,0,0,0,0,0,0.0322224035616486,0.122053512203536,0.0214664876165445,-0.0233168394961324,0.0310817908880668,0,0,0,0,0,0,-0.0431063819386636,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187831861932058,0,0,0,0,0,0,0.116757358131357,0,0,0,0,0,0,0,0,0.00755224938724532,0,0,0,0,0,0,0,0,0,0,0,0.0504181427753925,0,0.05043645573199,0,0.00636276012642503,0,0.00155836333203271,0,0,0,0,0.00779665594820192,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.0108549326247342,0,0,0,0,0,0.24705011739997,0,0,0,0.108275983911005,0,0,0,0,0,0,0,-0.426038088125406,0,0,-0.120922272232951,0,0,0,0,0,-0.0898704274960254,-0.00135953947253741,0,0.0727610427435834,0,0,0,0,0,0,0,0,0,0,0.0746404009131828,0,0.0139269625532471,0.0120975553136538,0,0,0,0.121490858976019,0,0
X002475.SZ,0.12249771827988,0.0777664659090417,0,0,0,0,0,0,0,0,0,0,0.108531869384219,0,0.349968434438998,0,0,0.0362663980495796,0,0,0,0,0.0207548855012311,0,0,0,0,0,0,0.184080262922427,0,0,0.113082855981831,0.173113059271698,0,0,0,0,-0.0938942492524585,0,0,0,0,0,0,0,0,0,0.0965102159398157,0,0,0.0165908136290353,0,0,0,0,0.00319702350901779,0,0
X002304.SZ,0.012276903744627,0,0.105508572753951,0,0.132909330251598,0,0.181836872048869,0.0611065556739326,0,0,0.0685482962982266,0,0,0,0,0,0,0,0,0,0.145449866741488,0,0.0327119032876199,0,0,0,0,0,0,-0.0487945765815982,0,0,0.0112352883420585,0,0,0,-0.00859797034762652,0,0,0,0,0,0,0,0.127462790366161,0,0,0,0,0,0,-0.0533064716421418,0.0707214747012256,0,0,0,-0.02296735781854,0,0
X000063.SZ,0,0,0,0,0,0,0,0.146273358577789,0,0,0.0239069933538913,0,0,0,0,0.0996557925020422,0,0,0.170285822928863,0,0,0,0,0,0,0.0906389364919834,0,0,0,0,0,0,0,0,0.0838423879481087,0,0,0,-0.00754423303163876,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149965788423199,0,0,0,-0.00909901095576204,0,0
X000568.SZ,0.406033059219388,0.123268367143149,0,0,0,0,0,0,0.233941027336056,0,0,0,0,0,0,0.067363300553466,0,0,-0.0045542621734933,0,0.0524814584938282,0,-0.016112729994081,0,0,0,0,0.0719068287456586,0,0,0,0,-0.0571079293177916,0,0,0,0,0,0,0,0,0,0,0.111285483842801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430707976788091,0,0,0,0,0,0.0843747556118443,0,0,0,0,0,0,0,0.0120341761940969,0,0,0,0,0,0,0,0,0.0199960592734736,0,0,0,0,0.142979269311271,0,0.0387538686345719,0,-0.0463173937689298,0.0510420591444065,0,0,0,-0.0459038800031944,0,0
X600031.SH,0,0,0,0,0,0,0,0.115420776119417,0,0,0,0,0,0,0.288340949618813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067809401620855,0,0,0,0,0.031833512052315,3.46944695195361e-18,0,0.0873332880208747,0,0,0,0,0,-0.0132923647563579,0,0,0,0,0,0,0,0,0,0,0,-0.00669044426781258,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.111999514423548,0.025038272612483,0,0,0,0,0,0.000174831421402391,0,0,1.73472347597681e-18,-0.0585924467171725,0,0,0.075717935357811,0,0,0,0,0,0,0,0,0,0,0,0.126832142802132,0,0,0,0.0295469746472995,0,0,0,-0.166130961934364,0,0,0.0914647144138924,0,0,0,0.115858159505581,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.310668820189856,0,0,0,0,0.0780247165971375,0,-0.0283081296275084,0.0432242482612229,0,-0.0325389536814807,0,0,0,0,0,0,0.159566128041186,0,0,0,0,0,0,0,0,0,0,0,0,-0.0513219833913346,0,0,0,0,0,0,0,0,-0.000869669898372871,0,0,0,0,0,0,0
X600809.SH,0,0.523494789439807,0,0,0,0,0,0.0232671230890913,0,0.0305990769772594,0,0,0,0,0,0,0,0,0.0188060356492818,0,0,0,0,0,0,0,0,0,0,0.0235840420312018,0.0260253761736796,0,0.00928255635964838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327205058208748,-0.129795521984686,0,0.010797220991941,0.0133831477369615,0,0,0,0,0,0
X000661.SZ,0,0,0.287723271571158,0,0,0,0,-0.0177104177758579,0,0,0,0,0,0,0,0,0,0,0,0.0363118151961434,0,0.0385713550421251,0.00484014749850981,0,0,0,0,0,0,0,0.289263449725127,0,0,0,0,0,0.0326861785812749,0,0,0,0,0,0,0,0,0.0189602830507386,0,0,0,0,0,-0.0143933096207139,0,0,0,0,-0.0446717783690766,0,0
X600741.SH,0,0,0.0467432912914266,0,0,0,0,0.0535046696516648,0,0,0,0,0,0,0.181786362023203,-0.0662425951183713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196931204071982,0.0872371252351981,0,0,0,0.104207285884471,0,0,0,0,0,0,0,0,0,0,0.164137026635088,0,0,0,-0.00181821078534701,0,0,0,0,-0.0899490602484412,0,0
X600703.SH,0,0,0,0,0,0,0.068569116000506,0,0,0.363641394556048,-0.0205710785941901,0,-0.179630273062628,0,0,0,0,0,0,0.156452194173555,0,0,0,0,0,0,0,0,0.209226826356258,0.2878453110765,0,0,0,0,0.0403269130703781,-0.0738352751698436,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.00327350767006409,0,0,0,0.0355008768088114,0.350616533742311,0,0,0.0152502273670755,0,0,0,-0.019655659673601,0,0
X002241.SZ,0,0,0,0,0,0,-0.125304794662628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197683562332286,0,0,0.224614641335703,0,0,0,0,0,0,0,0.138234492529576,0,0,0,0,0.157033769222242,0,0,0,-0.0337721917342477,0,0.0573331114940237,0.454038691904594,0,0,0.0178491789363633,0,0,0,0,0,0,0,0.0658781286276114,0,0
